color;team name;player name;platform;player id;car id;car name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;goals conceded while last defender;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;avg speed;total distance;time slow speed;percentage slow speed;time boost speed;percentage boost speed;time supersonic speed;percentage supersonic speed;time on ground;percentage on ground;time low in air;percentage low in air;time high in air;percentage high in air;time powerslide;avg powerslide time;count powerslide;time most back;time most forward;avg distance to ball;avg distance to ball has possession;avg distance to ball no possession;time behind ball;percentage behind ball;time in front of ball;percentage in front of ball;time defensive half;percentage defensive half;time offensive half;percentage offensive half;time defensive third;percentage defensive third;time neutral third;percentage neutral third;time offensive third;percentage offensive third;demos inflicted;demos taken
blue;;Anthyx;Steam;76561198984619687;23;Octane;342;429;1;0;2;1;8;3;1;100;399;50.81;2056;1491;565;19;43;367;287;80;4;9;41.75;32.54;234;410;114;1491;480101;167.8;49.1;122.74;35.91;51.23;14.99;179.49;52.52;143.17;41.89;19.11;5.59;5.9;0.11;55;185.4;150;2405;2132;2677;264.63;77.43;77.14;22.57;253.59;74.2;88.19;25.8;193.13;56.51;97.35;28.48;51.29;15.01;3;0
blue;;lewisboothy ttv;Epic;f33c9a24193a442d9df917cc86293d79;23;Octane;342;269;0;0;2;0;8;3;2;0;481;51;2616;2019;597;23;45;650;416;234;5;13;34.3;41.88;516;283;83;1644;518025;123.22;36.85;145.28;43.45;65.85;19.69;197.13;58.96;128.93;38.56;8.29;2.48;4.49;0.06;70;145.1;180.6;2274;1826;2635;243.15;72.72;91.2;27.28;231.16;69.14;103.18;30.86;180.48;53.98;95.19;28.47;58.68;17.55;0;3
orange;;italic;Steam;76561198021360335;23;Octane;342;585;3;0;0;6;1;1;0;50;523;54.39;2975;2539;436;29;39;1020;837;183;9;17;53.82;38.91;523;358;58;1671;539169;120.8;35.35;152.05;44.49;68.92;20.17;184.02;53.84;136.84;40.04;20.92;6.12;5.83;0.14;41;162.3;180.1;2010;1806;2246;254.2;74.38;87.57;25.62;166.38;48.68;175.4;51.32;114.98;33.64;97.84;28.63;128.95;37.73;3;0
orange;;Flex_8i;PS4;Flex_8i;23;Octane;342;210;0;2;0;2;1;1;1;0;440;49.83;2490;1910;580;24;53;722;474;248;5;22;26.52;35.42;353;522;27;1515;465670;156.81;47.18;119.08;35.83;56.45;16.99;154.82;46.58;159.12;47.88;18.41;5.54;6.21;0.1;61;183.3;146.9;2402;2471;2394;250.55;75.39;81.8;24.61;182.08;54.79;150.27;45.21;134.98;40.61;106.31;31.99;91.06;27.4;0;3
