color;team name;player name;platform;player id;car id;car name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;goals conceded while last defender;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;avg speed;total distance;time slow speed;percentage slow speed;time boost speed;percentage boost speed;time supersonic speed;percentage supersonic speed;time on ground;percentage on ground;time low in air;percentage low in air;time high in air;percentage high in air;time powerslide;avg powerslide time;count powerslide;time most back;time most forward;avg distance to ball;avg distance to ball has possession;avg distance to ball no possession;time behind ball;percentage behind ball;time in front of ball;percentage in front of ball;time defensive half;percentage defensive half;time offensive half;percentage offensive half;time defensive third;percentage defensive third;time neutral third;percentage neutral third;time offensive third;percentage offensive third;demos inflicted;demos taken
blue;;zignaf;Steam;76561198010543581;23;Octane;379;504;2;0;2;7;11;5;3;28.57;474;52.38;2967;2378;589;28;54;577;438;139;5;14;35.95;42.25;344;461;81;1600;540668;157.95;42.42;152.15;40.86;62.23;16.71;202.68;54.43;149.18;40.07;20.48;5.5;5.68;0.08;71;176.1;181.1;2491;1990;2873;266.89;71.68;105.44;28.32;210.67;56.58;161.66;43.42;145.09;38.97;127.08;34.13;100.16;26.9;1;2
blue;;Bluefade;Steam;76561198092284055;23;Octane;379;488;1;1;2;6;11;5;2;16.67;451;48.42;2948;2261;687;27;61;1007;699;308;8;29;43.88;49.93;304;455;117;1619;554900;151.01;40.17;168.44;44.81;56.49;15.03;195.4;51.98;158.02;42.03;22.51;5.99;8.6;0.14;61;184;175.4;2603;2266;2905;269.61;71.72;106.33;28.28;207.82;55.28;168.12;44.72;150.66;40.07;118.87;31.62;106.42;28.31;0;1
orange;;italic;Steam;76561198021360335;23;Octane;379;839;3;1;5;6;13;3;2;50;436;54.39;2616;2116;500;25;46;453;358;95;4;8;51.6;30.51;516;299;0;1598;551873;164.09;43.3;151.06;39.86;63.78;16.83;203.22;53.63;150;39.59;25.71;6.78;4.82;0.13;37;200.4;160.5;2744;2727;2791;280.72;74.08;98.21;25.92;273.32;72.13;105.61;27.87;201.88;53.28;114.02;30.09;63.03;16.63;0;0
orange;;Shuffleverse;Steam;76561198260501024;23;Octane;379;681;2;1;4;5;13;3;1;40;419;46.87;2647;1951;696;22;61;657;479;178;5;15;62.41;48.65;367;252;20;1624;551612;153.89;40.92;162.36;43.18;59.8;15.9;206.25;54.85;152.45;40.54;17.34;4.61;6.41;0.11;59;159.2;194.7;2642;2635;2539;258.4;68.71;117.65;31.29;256.87;68.31;119.18;31.69;191.67;50.97;118.48;31.51;65.9;17.52;3;1
