color;team name;player name;platform;player id;car id;car name;game duration;score;goals;assists;saves;shots;shots conceded;goals conceded;goals conceded while last defender;shooting percentage;bpm;avg boost amount;amount collected;amount collected big pads;amount collected small pads;count collected big pads;count collected small pads;amount stolen;amount stolen big pads;amount stolen small pads;count stolen big pads;count stolen small pads;0 boost time;100 boost time;amount used while supersonic;amount overfill total;amount overfill stolen;avg speed;total distance;time slow speed;percentage slow speed;time boost speed;percentage boost speed;time supersonic speed;percentage supersonic speed;time on ground;percentage on ground;time low in air;percentage low in air;time high in air;percentage high in air;time powerslide;avg powerslide time;count powerslide;time most back;time most forward;avg distance to ball;avg distance to ball has possession;avg distance to ball no possession;time behind ball;percentage behind ball;time in front of ball;percentage in front of ball;time defensive half;percentage defensive half;time offensive half;percentage offensive half;time defensive third;percentage defensive third;time neutral third;percentage neutral third;time offensive third;percentage offensive third;demos inflicted;demos taken
blue;;jesseflax;Epic;c99e2157e4ea4e0eb2c1a57ffa03214f;23;Octane;373;665;2;0;3;4;11;3;2;50;439;44.65;2543;2009;534;23;49;779;552;227;6;20;60.14;32.89;346;293;47;1617;552943;159.1;42.74;133.97;35.99;79.19;21.27;204.14;54.84;146.42;39.33;21.7;5.83;8.35;0.09;89;166.1;192.5;2101;1993;2241;284.6;76.45;87.66;23.55;202.9;54.5;169.36;45.5;145.77;39.16;125.5;33.71;100.98;27.13;1;0
blue;;QuincyRL;XBox;af99c0e9ff010900;2269;'99 Nissan Skyline GT-R R34;373;661;2;1;4;5;11;3;1;40;407;52.85;2469;1966;503;24;46;670;463;207;5;20;37.94;43.72;270;463;47;1603;540626;156.47;42.75;139.45;38.1;70.08;19.15;203.63;55.64;144.39;39.45;17.97;4.91;5.97;0.11;53;192;159.6;2554;2553;2539;276.6;75.57;89.4;24.43;229.28;62.65;136.71;37.35;183.39;50.11;94.58;25.84;88.03;24.05;0;2
orange;;MunVay_YouTube;PS4;MunVay_YouTube;4284;Fennec;373;556;1;1;3;4;9;4;2;25;398;49.12;2378;1822;556;21;42;561;364;197;4;17;30.91;35.16;616;282;38;1496;511608;178.14;47.9;143.67;38.63;50.09;13.47;228.43;61.42;130.91;35.2;12.55;3.37;4.68;0.17;27;186.6;169.1;2373;1825;2805;260.68;70.09;111.22;29.91;250.99;67.49;120.91;32.51;195.79;52.65;111.2;29.9;64.91;17.45;0;0
orange;;italic;Steam;76561198021360335;23;Octane;373;458;2;0;0;7;9;4;2;28.57;368;53.53;2069;1651;418;22;37;694;530;164;6;14;37.32;40.88;267;316;69;1560;525725;164.04;44.44;152.47;41.3;52.65;14.26;208.3;56.42;149.07;40.38;11.8;3.2;6.15;0.14;43;166.7;187.1;2315;1989;2580;249.46;67.58;119.7;32.42;243.89;66.07;125.27;33.93;184.5;49.98;111.75;30.27;72.91;19.75;2;1
