index,color-a,score-a,goals-a,assists-a,saves-a,shots-a,shots conceded-a,goals conceded-a,goals conceded while last defender-a,shooting percentage-a,bpm-a,avg boost amount-a,amount collected-a,amount collected big pads-a,amount collected small pads-a,count collected big pads-a,count collected small pads-a,amount stolen-a,amount stolen big pads-a,amount stolen small pads-a,count stolen big pads-a,count stolen small pads-a,0 boost time-a,100 boost time-a,amount used while supersonic-a,amount overfill total-a,amount overfill stolen-a,avg speed-a,total distance-a,time slow speed-a,percentage slow speed-a,time boost speed-a,percentage boost speed-a,time supersonic speed-a,percentage supersonic speed-a,time on ground-a,percentage on ground-a,time low in air-a,percentage low in air-a,time high in air-a,percentage high in air-a,time powerslide-a,avg powerslide time-a,count powerslide-a,time most back-a,time most forward-a,avg distance to ball-a,avg distance to ball has possession-a,avg distance to ball no possession-a,time behind ball-a,percentage behind ball-a,time in front of ball-a,percentage in front of ball-a,time defensive half-a,percentage defensive half-a,time offensive half-a,percentage offensive half-a,time defensive third-a,percentage defensive third-a,time neutral third-a,percentage neutral third-a,time offensive third-a,percentage offensive third-a,demos inflicted-a,demos taken-a,file_name-a,team-name-a,index,color-b,score-b,bpm-b,avg boost amount-b,amount collected-b,amount collected big pads-b,amount collected small pads-b,count collected big pads-b,count collected small pads-b,amount stolen-b,amount stolen big pads-b,amount stolen small pads-b,count stolen big pads-b,count stolen small pads-b,0 boost time-b,100 boost time-b,amount used while supersonic-b,amount overfill total-b,amount overfill stolen-b,avg speed-b,total distance-b,time slow speed-b,percentage slow speed-b,time boost speed-b,percentage boost speed-b,time supersonic speed-b,percentage supersonic speed-b,time on ground-b,percentage on ground-b,time low in air-b,percentage low in air-b,time high in air-b,percentage high in air-b,time powerslide-b,avg powerslide time-b,count powerslide-b,time most back-b,time most forward-b,avg distance to ball-b,avg distance to ball has possession-b,avg distance to ball no possession-b,time behind ball-b,percentage behind ball-b,time in front of ball-b,percentage in front of ball-b,time defensive half-b,percentage defensive half-b,time offensive half-b,percentage offensive half-b,time defensive third-b,percentage defensive third-b,time neutral third-b,percentage neutral third-b,time offensive third-b,percentage offensive third-b,demos inflicted-b,demos taken-b,file_name-b,team-name-b
0,blue,687.0,4.0,1.5,2.0,7.0,9.0,3.0,1.5,100.0,391.5,51.48,3036.0,2167.5,868.5,26.5,74.0,688.0,323.0,365.0,3.5,29.5,38.43,39.31999999999999,286.0,351.5,27.0,1570.0,655650.5,204.595,48.8,165.32999999999998,39.27,78.515,22.98,256.26,60.89,177.29000000000002,42.73,14.885,3.79,9.375,0.125,74.0,215.25,214.1,2430.5,2244.5,2597.0,337.4,76.11,111.035,25.61,278.49,62.27,169.95,38.07,203.73,48.56,145.585,37.84,99.12,24.24,2.0,1.5,csv_1.csv,a,1,orange,528.0,418.0,46.715,2990.0,2138.5,851.5,27.0,70.5,759.5,434.0,325.5,5.5,25.0,52.79,46.55,418.5,572.0,116.5,1561.5,650419.5,199.105,45.08,185.57,43.02,62.14,14.88,262.01,59.85,164.985,37.08,19.825000000000003,5.8,7.235,0.105,72.5,215.5,215.1,2427.0,2354.5,2500.0,307.295,70.15,139.52499999999998,32.61,279.485,64.53,167.32999999999998,39.43,200.245,46.9,149.9,34.13,96.675,23.14,1.5,2.0,csv_1.csv,b
