shots-a,shots conceded-a,bpm-a,avg boost amount-a,amount collected-a,amount collected big pads-a,amount collected small pads-a,count collected big pads-a,count collected small pads-a,amount stolen-a,amount stolen big pads-a,amount stolen small pads-a,count stolen big pads-a,count stolen small pads-a,0 boost time-a,100 boost time-a,amount used while supersonic-a,amount overfill total-a,amount overfill stolen-a,avg speed-a,total distance-a,time slow speed-a,percentage slow speed-a,time boost speed-a,percentage boost speed-a,time supersonic speed-a,percentage supersonic speed-a,time on ground-a,percentage on ground-a,time low in air-a,percentage low in air-a,time high in air-a,percentage high in air-a,time powerslide-a,avg powerslide time-a,count powerslide-a,time most back-a,time most forward-a,avg distance to ball-a,avg distance to ball has possession-a,avg distance to ball no possession-a,time behind ball-a,percentage behind ball-a,time in front of ball-a,percentage in front of ball-a,time defensive half-a,percentage defensive half-a,time offensive half-a,percentage offensive half-a,time defensive third-a,percentage defensive third-a,time neutral third-a,percentage neutral third-a,time offensive third-a,percentage offensive third-a,demos inflicted-a,demos taken-a,bpm-b,avg boost amount-b,amount collected-b,amount collected big pads-b,amount collected small pads-b,count collected big pads-b,count collected small pads-b,amount stolen-b,amount stolen big pads-b,amount stolen small pads-b,count stolen big pads-b,count stolen small pads-b,0 boost time-b,100 boost time-b,amount used while supersonic-b,amount overfill total-b,amount overfill stolen-b,avg speed-b,total distance-b,time slow speed-b,percentage slow speed-b,time boost speed-b,percentage boost speed-b,time supersonic speed-b,percentage supersonic speed-b,time on ground-b,percentage on ground-b,time low in air-b,percentage low in air-b,time high in air-b,percentage high in air-b,time powerslide-b,avg powerslide time-b,count powerslide-b,time most back-b,time most forward-b,avg distance to ball-b,avg distance to ball has possession-b,avg distance to ball no possession-b,time behind ball-b,percentage behind ball-b,time in front of ball-b,percentage in front of ball-b,time defensive half-b,percentage defensive half-b,time offensive half-b,percentage offensive half-b,time defensive third-b,percentage defensive third-b,time neutral third-b,percentage neutral third-b,time offensive third-b,percentage offensive third-b,result,gd
3.0,13.0,380.0,50.71,2129.5,1598.5,531.0,19.0,46.0,452.0,298.0,154.0,3.5,13.0,44.025,33.785,355.0,242.0,53.0,1490.5,436946.0,155.62,48.760000000000005,117.335,36.77,46.235,14.465,180.865,56.665,127.135,39.825,11.195,3.505,5.265000000000001,0.135,40.5,149.39999999999998,152.95,2660.0,2265.5,2918.0,228.525,71.59,90.67,28.41,213.885,67.015,105.305,32.985,168.2,52.69499999999999,89.875,28.165,61.11,19.135,0.5,1.0,440.5,54.515,2292.0,1770.0,522.0,21.5,48.5,574.5,402.5,172.0,4.5,16.5,17.735,30.78,292.0,409.0,57.0,1605.0,472001.0,133.365,41.545,128.35000000000002,40.14,58.63,18.32,176.695,55.135,129.385,40.39,14.27,4.48,6.050000000000001,0.125,48.5,149.7,149.75,2415.5,2307.0,2487.0,237.46,74.14500000000001,82.88,25.855,184.51,57.6,135.83499999999998,42.400000000000006,138.875,43.37,94.52,29.495,86.94999999999999,27.135,0,-5.0
12.0,9.0,489.5,48.385,3089.0,2466.0,623.0,30.5,53.0,764.0,532.5,231.5,6.5,20.5,40.53,46.38,566.0,534.0,127.5,1611.5,557985.5,154.84,40.345,160.985,41.94,67.92,17.71,210.165,54.790000000000006,150.62,39.24,22.96,5.97,4.5600000000000005,0.11,45.0,186.3,179.5,2541.5,2296.5,2766.5,287.69500000000005,74.975,96.045,25.025,205.995,53.715,177.755,46.285,146.465,38.195,127.25,33.17,110.03,28.64,1.0,2.0,332.5,44.150000000000006,2112.5,1344.5,768.0,17.0,67.0,187.5,0.0,187.5,0.0,16.5,45.955,26.585,239.5,354.5,0.0,1498.5,525940.0,198.905,51.19,144.01,37.045,45.775,11.77,217.455,55.94,146.165,37.615,25.07,6.445,4.985,0.125,38.5,181.0,179.35,2257.5,2196.5,2325.5,281.315,72.4,107.37,27.6,295.20000000000005,75.96000000000001,93.485,24.04,229.725,59.12,103.765,26.69,55.2,14.185,0,-1.0
8.0,7.0,450.0,50.335,2619.0,1972.0,647.0,24.0,58.0,618.0,394.5,223.5,5.5,20.0,43.635,34.715,403.5,385.5,111.0,1560.5,521829.0,163.475,45.215,136.15,37.760000000000005,61.29,17.025,190.41,52.745,154.82999999999998,42.91,15.675,4.345,4.665,0.115,40.0,171.55,172.64999999999998,2571.5,2303.5,2837.5,273.52,75.77000000000001,87.39500000000001,24.23,221.18,61.28,139.73000000000002,38.72,163.84500000000003,45.415,110.02,30.48,87.045,24.105,1.5,1.0,372.0,52.265,2222.5,1777.0,445.5,21.0,40.0,475.5,347.5,128.0,4.0,12.0,31.015,38.98,224.0,338.5,52.0,1503.0,499587.5,171.61,47.835,137.905,38.42,49.400000000000006,13.75,200.245,55.78,139.38,38.86,19.285,5.359999999999999,5.535,0.135,42.5,180.1,175.05,2285.5,2064.5,2504.0,246.805,68.755,112.105,31.245,234.01,65.215,124.9,34.785,178.16,49.655,111.57,31.075,69.18,19.27,1,2.0
11.0,9.0,433.0,45.17,2564.5,1986.5,578.0,22.5,50.5,474.0,282.5,191.5,3.0,16.5,44.945,27.705,274.5,204.5,21.0,1512.5,500914.0,207.375,52.475,131.375,33.004999999999995,57.635000000000005,14.525,213.755,53.97,155.22500000000002,39.055,27.4,6.98,4.85,0.11,44.5,222.8,199.9,2581.0,2694.5,2438.0,317.9,80.11,78.47999999999999,19.89,245.3,61.825,151.07999999999998,38.175,175.965,44.24,131.295,33.235,89.12,22.53,0.5,0.5,389.5,48.745000000000005,2625.5,2111.0,514.5,25.0,45.5,473.0,373.0,100.0,5.0,8.5,39.25,58.22,358.0,407.5,126.5,1438.5,522012.5,224.88,54.53,149.10000000000002,36.15,38.45,9.315,246.02,59.66,147.775,35.82,18.630000000000003,4.52,6.605,0.125,56.0,189.85,187.0,2531.0,2278.5,2753.5,289.545,70.19,122.885,29.81,316.59,76.75,95.84,23.25,238.695,57.870000000000005,120.25,29.155,53.485,12.97,1,4.0
13.0,6.0,447.5,53.57,3332.0,2715.0,617.0,34.0,56.5,567.0,354.0,213.0,4.0,19.5,48.865,70.445,407.5,592.0,35.5,1588.5,662553.0,184.015,41.125,187.435,41.88,76.06,16.994999999999997,248.54,55.55,178.575,39.89,20.4,4.555,6.565,0.135,48.5,218.6,214.15,2511.0,2442.5,2613.5,321.825,71.935,125.685,28.065,265.975,59.425,181.545,40.575,190.495,42.565,153.45499999999998,34.295,103.565,23.135,0.5,1.5,402.5,45.815,3035.0,2184.0,851.0,24.0,70.5,284.5,80.0,204.5,1.0,17.5,83.36,34.265,505.0,179.5,19.5,1473.5,620313.5,225.57,50.045,172.56,38.265,52.735,11.69,263.29,58.395,166.975,37.03,20.605,4.57,7.535,0.12,58.0,219.5,214.35,2459.0,2180.5,2729.0,319.0,70.775,131.865,29.225,305.925,67.88,144.945,32.120000000000005,226.62,50.29,141.715,31.425,82.535,18.29,1,1.0
9.0,5.0,452.5,55.385000000000005,2454.5,1976.0,478.5,25.5,44.5,837.0,622.0,215.0,7.5,19.5,27.435,69.545,357.0,545.5,114.5,1602.0,511286.0,133.405,40.78,123.315,37.705,70.36,21.515,176.38,53.93,137.315,41.975,13.385000000000002,4.095000000000001,4.734999999999999,0.1,48.0,160.65,162.35000000000002,2387.0,2313.0,2450.0,240.57,73.565,86.515,26.435,176.81,54.07,150.27499999999998,45.93,118.1,36.125,111.455,34.065,97.53,29.81,1.5,0.5,397.5,49.33,2270.0,1861.5,408.5,20.5,39.0,333.5,276.0,57.5,3.0,5.5,45.105,63.675,219.0,178.5,27.0,1532.5,483202.5,141.48000000000002,43.67,135.04,41.665,47.53,14.67,170.695,52.675,134.31,41.45,19.045,5.869999999999999,6.085,0.175,35.0,163.85,162.15,2449.0,2043.5,2752.5,224.35,69.235,99.7,30.765,230.855,71.245,93.195,28.755,170.84500000000003,52.74,100.225,30.91,52.98,16.35,0,-1.0
7.0,3.0,376.0,55.13,1226.0,947.0,279.0,11.0,25.5,207.5,131.5,76.0,1.5,7.0,20.575,35.145,160.5,174.5,23.5,1614.0,269733.0,76.7,40.38,87.19,45.9,26.055,13.715,106.68,56.16,76.78999999999999,40.425,6.484999999999999,3.415,2.805,0.11,26.0,85.15,85.65,2724.5,2515.5,3033.5,150.99,79.49,38.965,20.51,122.24,64.355,67.705,35.645,94.905,49.96,53.555,28.195,41.49,21.845,1.5,0.0,350.0,43.99,1001.0,728.5,272.5,9.5,24.0,183.5,111.5,72.0,1.5,6.5,18.36,10.3,79.0,220.5,38.0,1467.0,239019.5,103.655,55.895,60.505,32.69,21.14,11.415,105.43,56.915,72.705,39.185,7.165,3.9,3.43,0.095,36.5,91.2,84.69999999999999,2600.5,2378.0,2701.0,125.45,67.605,59.855,32.395,131.875,71.16,53.425,28.84,104.355,56.31999999999999,49.605,26.735,31.335,16.945,1,3.0
12.0,5.0,378.5,47.56,2931.0,2176.5,754.5,27.0,66.5,742.0,485.5,256.5,5.5,23.0,44.955,46.79,339.5,473.5,66.5,1546.0,650815.0,210.07,45.84,186.125,40.59,62.085,13.57,241.695,52.725,189.465,41.345,27.115,5.9350000000000005,7.135,0.12,64.0,215.8,217.45,2384.5,2319.5,2408.5,329.99,72.02,128.285,27.98,264.125,57.64,194.155,42.36,190.2,41.505,148.565,32.41,119.515,26.085,0.5,0.5,364.0,48.775,2714.0,2065.5,648.5,23.0,55.0,535.5,389.5,146.0,4.0,14.0,46.785,59.375,351.5,252.0,21.5,1391.5,585759.0,263.33500000000004,57.445,133.27999999999997,29.065,61.93,13.49,260.74,56.875,178.195,38.85,19.615,4.275,8.07,0.175,46.0,215.2,214.15,2379.5,2395.0,2363.0,341.235,74.41499999999999,117.315,25.585,321.74,70.16499999999999,136.81,29.835,247.465,53.965,136.43,29.76,74.655,16.275,1,1.0
5.0,14.0,427.0,47.545,2555.0,2029.0,526.0,24.5,46.0,475.0,307.5,167.5,4.0,14.0,64.59,37.305,454.0,291.5,24.0,1549.0,507573.0,161.68,45.17,133.05,37.19,63.125,17.634999999999998,199.3,55.67,146.17000000000002,40.865,12.385000000000002,3.465,4.945,0.14,35.0,179.14999999999998,172.25,2543.5,2162.0,2789.0,225.995,63.165,131.86,36.835,251.11,70.18,106.74,29.82,203.32,56.815,91.295,25.515,63.23,17.659999999999997,1.0,0.5,424.5,48.53,2432.5,1798.0,634.5,22.0,50.0,866.5,520.5,346.0,6.0,27.0,34.535,32.685,223.0,406.5,83.0,1486.5,497592.0,167.4,46.86,149.685,41.9,40.18,11.245,192.25,53.825,150.45,42.1,14.565,4.075,8.205,0.175,49.0,170.10000000000002,168.8,2584.0,2473.5,2758.0,282.375,79.055,74.88499999999999,20.945,181.485,50.81,175.78,49.19,126.42,35.39,116.425,32.585,114.425,32.02,0,-3.0
11.0,4.0,430.5,53.775,1472.0,1160.5,311.5,14.0,27.0,492.0,393.0,99.0,4.5,8.5,19.015,23.205,328.5,195.0,56.5,1606.5,309770.0,77.045,37.735,94.765,46.41,32.52,15.855,117.195,57.46,76.41499999999999,37.325,10.715,5.215,2.49,0.13,19.5,101.0,97.75,2413.5,2049.0,2840.5,160.615,78.67500000000001,43.715,21.325,114.81,56.235,89.52000000000001,43.765,85.94,42.135000000000005,54.99,26.865,63.395,31.0,0.5,1.0,405.0,57.47,1458.0,1015.0,443.0,13.5,36.0,258.0,150.5,107.5,3.0,9.0,14.48,28.545,381.0,351.0,148.5,1530.0,297749.5,92.185,44.8,79.31,38.505,34.395,16.695,131.255,63.755,67.905,32.985,6.73,3.26,4.695,0.13,39.5,99.35,97.9,2328.5,1883.5,2685.0,147.64,71.77,58.25,28.23,145.95499999999998,70.925,59.935,29.075,113.39,55.11,58.24,28.27,34.260000000000005,16.615000000000002,1,3.0
7.0,7.0,383.5,48.620000000000005,2311.5,1682.0,629.5,20.5,49.0,293.5,189.0,104.5,2.5,9.5,70.44,32.945,291.5,355.5,56.0,1543.0,521627.5,165.39499999999998,44.925,155.535,42.245000000000005,47.23,12.825,196.935,53.495000000000005,152.6,41.45,18.62,5.055,5.315,0.12,44.5,171.95,171.9,2254.0,2171.0,2374.0,274.895,74.67,93.265,25.33,251.045,68.19,117.115,31.81,189.24,51.405,114.345,31.06,64.58,17.54,0.5,0.0,457.5,51.135,2703.0,2214.0,489.0,26.5,39.5,586.5,473.5,113.0,5.5,10.0,46.04,54.215,420.0,399.0,31.5,1584.0,532935.0,159.42000000000002,43.55500000000001,138.445,37.815,68.205,18.630000000000003,196.14,53.565,149.245,40.77,20.685,5.66,6.04,0.14,44.0,174.1,171.7,2462.0,2306.5,2637.5,257.2,70.25999999999999,108.875,29.74,209.135,57.13,156.945,42.87,155.38,42.445,111.495,30.45,99.195,27.105,1,1.0
9.0,10.0,359.5,55.57,1932.0,1621.5,310.5,21.0,27.5,343.0,238.0,105.0,3.0,9.5,30.445,35.1,290.5,288.5,64.0,1345.0,368241.5,170.615,53.85,105.105,33.26,40.69,12.885000000000002,204.565,64.6,98.69,31.235,13.155,4.165,5.555,0.145,38.0,188.85,162.8,2929.5,2796.5,3084.5,272.58,86.13,43.83,13.87,232.565,73.465,83.845,26.535,195.06,61.595,71.19,22.515,50.17,15.885,1.0,0.5,351.5,52.415,1857.0,1433.5,423.5,18.0,37.5,333.0,194.5,138.5,2.5,12.0,40.015,17.935,185.5,324.5,54.5,1292.0,355391.0,182.175,57.855,92.005,29.22,40.7,12.925,202.085,64.18,97.525,30.975,15.27,4.85,3.3200000000000003,0.155,21.0,161.85,193.0,2836.5,2553.5,3068.5,175.55,55.75,139.32999999999998,44.25,148.205,47.07,166.675,52.93,109.995,34.935,77.55499999999999,24.63,127.33,40.435,1,1.0
6.0,11.0,384.5,53.63,2383.0,1851.0,532.0,23.0,49.0,689.5,531.0,158.5,6.5,14.0,38.69,61.695,309.5,385.0,88.5,1616.5,505506.5,158.69,44.13,139.225,38.72,61.66,17.145000000000003,204.91,56.985,143.885,40.02,10.77,2.995,5.525,0.135,40.0,180.65,178.85,2922.5,2819.0,3004.5,261.725,72.78999999999999,97.845,27.21,229.12,63.72,130.45,36.28,168.555,46.875,114.23,31.77,76.78,21.355,1.0,0.0,408.0,48.655,2300.0,1706.5,593.5,20.5,53.5,437.5,329.0,108.5,4.0,10.0,35.225,29.155,230.0,297.0,42.5,1530.0,505709.5,165.375,46.385000000000005,139.54500000000002,39.075,51.79,14.54,211.725,59.345,133.39,37.405,11.59,3.255,8.175,0.105,78.5,170.2,170.35000000000002,2252.0,2263.0,2231.0,259.32,72.65,97.385,27.35,226.13,63.35,130.575,36.65,166.405,46.615,119.02,33.379999999999995,71.28,20.005000000000003,0,-4.0
10.0,10.0,426.0,51.725,2585.0,1925.5,659.5,24.0,57.5,689.0,499.5,189.5,6.0,17.0,32.375,30.82,467.0,268.0,91.5,1513.0,519288.0,180.945,47.870000000000005,146.54000000000002,38.785,50.365,13.34,226.075,59.825,141.45,37.44,10.325,2.73,5.5600000000000005,0.15,37.0,182.2,177.8,2554.0,2504.0,2596.0,272.545,72.12,105.305,27.880000000000003,235.25,62.255,142.595,37.745000000000005,178.59,47.26,108.245,28.655,91.015,24.09,2.0,1.5,336.5,52.235,2202.0,1683.0,519.0,19.5,45.5,200.0,98.0,102.0,1.0,8.5,40.255,55.405,293.5,281.5,1.5,1456.0,498946.5,201.325,53.47,133.125,35.36,42.05,11.17,233.915,62.13,130.605,34.69,11.975,3.18,4.285,0.135,33.5,185.45,177.65,2775.5,2675.5,2880.0,292.485,77.685,84.00999999999999,22.315,271.645,72.15,104.85,27.85,211.585,56.195,109.465,29.075,55.44500000000001,14.725,0,-2.0
9.0,4.0,381.0,52.515,2268.5,1772.5,496.0,20.5,45.0,457.5,274.5,183.0,3.5,16.5,42.325,42.85,237.0,212.5,49.5,1486.5,482078.5,165.16,48.08,131.20499999999998,38.21,47.045,13.71,197.27,57.44,138.38,40.3,7.76,2.26,5.87,0.135,43.5,163.25,162.55,2471.0,2382.5,2599.5,256.615,74.725,86.78999999999999,25.275,203.485,59.25,139.92000000000002,40.75,147.31,42.89,108.68,31.655,87.42,25.46,1.0,0.0,391.0,50.395,2190.0,1532.0,658.0,19.0,55.0,511.5,243.5,268.0,2.5,20.5,44.5,34.64,142.0,341.0,10.0,1503.5,481689.0,157.36,46.225,145.53,42.75,37.55,11.03,189.215,55.585,140.155,41.165000000000006,11.07,3.25,6.035,0.11,54.5,168.39999999999998,162.65,2304.0,2133.5,2477.5,236.18,69.375,104.255,30.625,206.13,60.55,134.305,39.45,154.86,45.485,101.62,29.855,83.96000000000001,24.66,1,2.0
9.0,6.0,434.0,45.98,1591.0,1125.0,466.0,14.0,42.5,469.0,240.5,228.5,2.5,20.0,31.48,26.64,284.0,278.0,14.5,1568.5,344583.5,109.615,46.010000000000005,90.09,37.805,38.555,16.189999999999998,135.425,56.845,94.565,39.685,8.275,3.47,4.545,0.1149999999999999,39.5,112.8,113.3,2215.5,2087.0,2314.0,166.83999999999995,69.975,71.42,30.025,130.14499999999998,54.605,108.115,45.395,91.26,38.285,69.72999999999999,29.24,77.27,32.475,0.5,1.5,414.0,47.24,1569.0,1147.0,422.0,14.0,37.5,258.5,168.5,90.0,2.0,9.0,39.875,25.825000000000003,358.5,254.5,30.5,1595.5,356126.5,102.095,42.15,100.465,41.495000000000005,39.525,16.35,132.27,54.655,105.09,43.4,4.7250000000000005,1.945,5.105,0.13,46.0,112.85,111.4,2601.5,2694.0,2551.5,167.54,69.215,74.545,30.785,169.62,70.065,72.465,29.935,129.49,53.485,73.08500000000001,30.19,39.51,16.325,1,1.0
11.0,8.0,436.0,47.285,2616.5,2022.5,594.0,23.0,53.0,604.5,375.0,229.5,4.5,20.5,46.195,36.135000000000005,447.5,219.5,26.0,1634.5,547858.0,142.24,39.33,151.10500000000002,41.78,68.34,18.895,203.68,56.315,142.57,39.42,15.44,4.27,8.08,0.11,79.0,168.39999999999998,168.39999999999998,2504.0,2447.0,2562.0,257.845,71.28999999999999,103.84,28.71,203.515,56.27,158.17000000000002,43.73,144.42,39.93,114.925,31.775,102.34,28.3,2.0,0.0,411.0,48.6,2541.5,1981.5,560.0,23.0,49.5,431.0,291.5,139.5,3.5,12.5,48.555,42.145,311.0,341.0,61.5,1602.5,525665.5,141.7,39.98,158.61,44.725,54.245000000000005,15.295,208.44,58.785,133.45,37.645,12.665,3.5700000000000003,5.73,0.145,38.0,175.75,170.25,2904.5,2516.0,3238.0,244.01,68.82499999999999,110.54,31.175,244.62,68.99000000000001,109.94,31.01,190.85,53.83,99.485,28.06,64.22,18.115,0,-2.0
6.0,7.0,428.0,48.495,2291.0,1793.5,497.5,21.0,44.0,470.0,295.0,175.0,3.5,15.0,38.925,27.06,264.0,257.0,41.5,1563.0,451901.0,143.8,45.01,126.525,39.635000000000005,49.02,15.355,169.19,52.995000000000005,139.08499999999998,43.53,11.07,3.475,3.53,0.09,44.0,152.25,150.95,2468.5,2376.0,2464.5,224.945,70.425,94.405,29.575000000000003,220.92,69.16499999999999,98.42,30.835,165.845,51.915,95.29,29.84,58.21,18.24,3.0,1.5,423.0,48.67,2166.0,1633.0,533.0,20.0,48.0,644.0,438.0,206.0,5.0,19.5,28.15,31.06,230.5,374.0,63.5,1516.5,429680.5,148.555,47.35,130.35500000000002,41.55500000000001,34.879999999999995,11.105,188.685,60.11,112.1,35.73,13.005,4.165,3.945,0.1,35.0,159.05,149.3,2514.0,2496.0,2465.5,235.12,74.91,78.67500000000001,25.09,181.69,57.905,132.10500000000002,42.095,131.60000000000002,41.94,100.32,31.975,81.875,26.085,1,2.0
13.0,1.0,427.5,51.52,1723.5,1317.0,406.5,16.5,36.0,462.5,305.5,157.0,4.5,14.0,25.15,26.49,215.0,262.0,103.5,1583.5,379756.5,115.51,43.94,107.26,40.84,39.895,15.215,152.715,58.115,100.775,38.39,9.17,3.495,4.31,0.14,31.5,121.65,124.7,2613.0,2270.0,3005.5,198.98,75.7,63.69,24.3,142.91,54.405,119.755,45.595,103.895,39.515,82.035,31.275,76.74000000000001,29.21,1.0,0.5,396.0,43.95,1611.5,1228.0,383.5,13.5,32.5,297.5,179.5,118.0,2.0,10.0,38.84,19.175,263.0,124.0,20.0,1486.0,354903.5,131.15,50.125,96.035,36.73,34.44,13.15,153.93,58.785,95.675,36.56,12.015,4.654999999999999,5.25,0.145,39.0,123.15,124.1,2500.5,2300.5,2589.5,172.4,65.965,89.22,34.035,177.405,67.845,84.22,32.155,133.005,50.905,77.44,29.565,51.175,19.525,1,6.0
14.0,13.0,382.5,49.345,2387.0,1723.5,663.5,21.0,61.0,424.0,199.5,224.5,2.5,19.5,34.38,39.6,346.0,268.0,14.5,1504.0,522843.0,186.16,48.305,151.115,39.2,48.19,12.495,206.63,53.605,167.115,43.355,11.72,3.045,8.425,0.13,64.5,178.15,177.14999999999998,2278.0,2166.0,2409.5,286.055,74.215,99.405,25.785,263.67999999999995,68.41,121.78,31.590000000000003,205.45,53.3,110.665,28.71,69.35499999999999,17.990000000000002,0.0,0.5,390.5,51.025,2562.0,1943.5,618.5,24.5,54.5,621.0,390.5,230.5,4.0,20.0,44.09,30.915,446.0,472.5,8.5,1566.5,543254.5,174.96,45.4,153.57,39.845,56.85,14.75,231.075,59.955,138.255,35.88,16.05,4.16,5.855,0.125,48.5,179.0,178.7,2756.5,2738.0,2801.0,284.43,73.81,100.945,26.19,236.26,61.31,149.115,38.69,174.22500000000002,45.21,123.725,32.114999999999995,87.425,22.675,1,1.0
6.0,9.0,380.5,50.295,2163.0,1497.5,665.5,20.5,59.0,486.5,235.0,251.5,3.5,22.0,38.2,46.59,199.5,396.0,73.5,1585.5,514775.5,145.88,42.42,138.28500000000005,40.215,59.705,17.365000000000002,176.475,51.32,153.405,44.615,13.995,4.07,5.665,0.155,36.5,165.35,165.8,2345.5,1931.0,2698.5,234.745,68.265,109.125,31.735,203.63,59.215,140.235,40.785,152.82,44.44,100.79,29.31,90.27,26.25,0.5,0.0,433.0,46.605,2350.5,1795.0,555.5,22.0,48.0,428.5,289.0,139.5,3.5,12.0,53.225,24.9,322.0,406.5,60.5,1569.0,507585.5,142.2,41.56,149.57999999999998,43.67,50.56,14.759999999999998,184.15,53.785,143.865,42.035,14.315,4.18,5.845000000000001,0.1149999999999999,50.5,166.7,165.25,2475.0,2536.5,2461.0,263.755,77.055,78.58500000000001,22.945,229.395,67.025,112.945,32.975,175.345,51.22,98.685,28.845,68.31,19.935,0,-4.0
13.0,6.0,454.5,46.83,2762.0,2119.0,643.0,27.0,58.0,834.0,599.5,234.5,6.5,21.5,35.93,28.630000000000003,339.5,404.0,30.5,1581.0,557605.0,176.54500000000002,44.505,162.39,40.935,57.78,14.56,206.5,52.045,160.95,40.575,29.265,7.380000000000001,5.5600000000000005,0.125,44.5,193.55,182.85,2231.5,2100.0,2543.5,287.775,72.53999999999999,108.94,27.46,225.15,56.75,171.56,43.25,160.245,40.395,128.13,32.295,108.34,27.315,1.5,1.0,252.0,44.0,1681.0,1100.0,581.0,14.0,51.0,312.0,207.0,105.0,3.0,9.0,38.175,27.04,190.0,308.0,92.0,1277.0,397543.0,252.175,63.865,104.72,26.6,37.48,9.53,248.435,62.995000000000005,134.89,34.185,11.055,2.815,19.51,0.365,62.5,203.05,215.3,2983.0,2852.5,3024.0,291.935,74.015,102.445,25.985,321.915,81.58,72.465,18.42,267.355,67.715,91.28,23.185,35.745,9.1,1,4.0
7.0,10.0,421.0,52.95,2508.0,1868.0,640.0,23.5,59.5,608.5,391.5,217.0,5.0,20.5,36.045,45.445,347.5,441.5,90.0,1562.0,512811.0,151.825,43.105,145.735,41.37,54.67999999999999,15.52,198.56,56.375,133.48000000000002,37.895,20.195,5.734999999999999,3.475,0.125,27.5,168.35000000000002,167.9,2294.0,2088.0,2469.0,256.38,72.785,95.85,27.215,214.25,60.83,137.985,39.17,156.39999999999998,44.4,110.755,31.445,85.08500000000001,24.155,0.0,0.0,393.5,47.03,2201.5,1701.0,500.5,20.5,47.0,438.0,297.0,141.0,3.5,12.0,44.735,67.41499999999999,416.0,396.5,55.0,1545.5,508809.0,160.56,45.625,131.505,37.370000000000005,59.84,17.005,200.83,57.065,137.575,39.095,13.505,3.835,3.58,0.12,34.5,170.2,168.35,2568.5,2295.0,2879.0,266.84,75.82,85.07,24.18,232.15,65.965,119.755,34.035,170.83,48.54,113.945,32.375,67.135,19.08,0,-1.0
5.0,10.0,431.0,51.105,2246.5,1693.5,553.0,21.0,48.0,313.0,190.0,123.0,2.0,10.5,40.745,24.195,219.5,353.5,9.5,1548.5,469845.5,148.85000000000002,45.425,128.23000000000002,39.06,50.905,15.515,177.05,53.995000000000005,137.11,41.8,13.82,4.205,6.23,0.15,40.5,166.05,162.55,2860.5,2825.0,2932.5,236.195,71.99000000000001,91.785,28.01,215.36,65.605,112.625,34.395,152.54000000000002,46.46,113.83,34.705,61.61,18.835,0.5,1.5,431.0,51.015,2284.0,1771.0,513.0,21.5,44.5,324.0,214.0,110.0,3.0,10.0,25.425,39.575,265.0,358.0,90.0,1575.5,488022.5,143.66000000000005,43.125,141.485,42.475,47.955,14.4,200.695,60.23,120.645,36.24,11.76,3.53,4.74,0.1,49.0,160.05,161.45,2772.5,2687.5,2892.0,261.16,78.4,71.94,21.6,214.075,64.265,119.025,35.735,163.86,49.19,100.17,30.085,69.07,20.73,0,-3.0
10.0,5.0,481.0,48.79,2768.5,2249.0,519.5,27.5,45.0,695.5,530.5,165.0,6.0,14.0,50.565,37.13,514.0,483.0,68.5,1653.0,538522.0,129.24,37.065,142.98000000000002,41.02,76.305,21.915,181.965,52.2,153.31,44.0,13.255,3.8,3.37,0.1149999999999999,29.5,170.25,166.6,2519.0,2353.5,2690.5,255.32,73.245,93.21,26.755,207.765,59.61,140.76999999999998,40.39,149.93,43.025000000000006,110.53,31.705,88.07,25.275,1.0,1.0,394.5,51.56,2132.5,1613.0,519.5,20.0,46.0,439.5,311.5,128.0,3.5,11.5,42.79,40.32,255.0,397.0,42.0,1495.5,485731.5,175.93,50.49,117.89,33.834999999999994,54.635,15.68,197.15,56.58,135.805,38.97,15.495,4.445,6.355,0.11,56.0,170.0,167.2,2399.0,2345.0,2441.5,237.91,68.27499999999999,110.54,31.725,229.255,65.8,119.185,34.2,172.175,49.415,107.61,30.885,68.66499999999999,19.705,1,1.0
20.0,11.0,448.0,55.34,3849.5,2881.5,968.0,35.5,87.5,1059.5,730.5,329.0,9.0,29.5,65.295,42.38,841.0,595.0,93.0,1598.0,787280.5,217.245,41.05,231.38,43.7,80.91499999999999,15.255,295.21500000000003,55.76,209.49,39.56,24.835,4.68,7.77,0.13,60.5,258.79999999999995,253.2,2474.0,2306.0,2619.5,378.37,71.47,151.175,28.53,289.765,54.74,239.78,45.260000000000005,210.735,39.81,166.175,31.39,152.635,28.8,0.5,2.0,436.0,45.145,3739.5,2891.0,848.5,33.0,71.0,854.5,607.0,247.5,6.5,18.0,71.245,53.19,568.5,421.5,46.0,1551.0,769465.5,239.36,44.815,202.395,37.89,92.375,17.29,283.275,53.05,222.84,41.71,28.015,5.24,6.255,0.11,58.0,254.5,253.45,2583.5,2446.5,2728.0,394.915,73.93,139.22,26.07,375.72,70.34,158.41,29.66,292.485,54.75,155.28,29.09,86.36,16.165,0,-1.0
