color,team name,player name,platform,player id,car id,car name,game duration,score,goals,assists,saves,shots,shots conceded,goals conceded,goals conceded while last defender,shooting percentage,bpm,avg boost amount,amount collected,amount collected big pads,amount collected small pads,count collected big pads,count collected small pads,amount stolen,amount stolen big pads,amount stolen small pads,count stolen big pads,count stolen small pads,0 boost time,100 boost time,amount used while supersonic,amount overfill total,amount overfill stolen,avg speed,total distance,time slow speed,percentage slow speed,time boost speed,percentage boost speed,time supersonic speed,percentage supersonic speed,time on ground,percentage on ground,time low in air,percentage low in air,time high in air,percentage high in air,time powerslide,avg powerslide time,count powerslide,time most back,time most forward,avg distance to ball,avg distance to ball has possession,avg distance to ball no possession,time behind ball,percentage behind ball,time in front of ball,percentage in front of ball,time defensive half,percentage defensive half,time offensive half,percentage offensive half,time defensive third,percentage defensive third,time neutral third,percentage neutral third,time offensive third,percentage offensive third,demos inflicted,demos taken,file_name
orange,,italic,Steam,76561198021360335,23,Octane,382,482,1,0,2,4,10,5,3,25.0,403,52.88,2466,1928,538,23,48,555,365,190,5,17,46.85,31.71,448,296,120,1582,547513,168.19,44.14,155.37,40.77,57.49,15.09,210.8,55.32,159.7,41.91,10.55,2.77,4.57,0.12,38,202.1,181.3,2306,2081,2463,271.45,71.24,109.6,28.76,246.21,64.61,134.84,35.39,192.16,50.43,107.25,28.15,81.64,21.43,0,0,csv_61.csv
blue,,.,Steam,76561198374054652,23,Octane,338,498,1,0,3,2,6,2,2,50.0,506,43.06,2507,1907,600,23,49,223,78,145,1,13,58.16,33.0,755,408,21,1606,513505,131.3,39.19,138.11,41.23,65.59,19.58,163.8,48.89,142.2,42.45,29.01,8.66,3.7,0.17,22,183.7,143.1,2454,2152,2806,250.13,74.67,84.87,25.33,213.34,63.68,121.66,36.32,149.79,44.71,113.26,33.81,71.94,21.48,0,1,csv_610.csv
blue,,italic,Steam,76561198021360335,23,Octane,338,264,0,1,1,3,6,2,0,0.0,446,52.31,2583,2096,487,24,43,910,732,178,8,15,60.06,47.63,329,227,67,1640,523585,121.21,36.18,147.4,44.0,66.4,19.82,191.45,57.15,138.36,41.3,5.21,1.56,5.74,0.13,45,146.2,180.7,2484,2454,2518,234.72,70.06,100.29,29.94,209.53,62.54,125.48,37.46,155.43,46.4,96.46,28.79,83.12,24.81,2,1,csv_610.csv
orange,,rzsvibing,Epic,ea024e2d26924568971d5a743f550908,23,Octane,338,444,2,0,0,4,5,1,0,50.0,444,50.47,2434,1928,506,22,38,645,382,263,4,16,28.04,77.15,258,298,30,1522,488034,154.41,46.08,131.06,39.11,49.64,14.81,173.1,51.65,130.27,38.87,31.74,9.47,8.68,0.14,60,143.7,183.0,2251,1957,2424,226.54,67.6,108.58,32.4,195.55,58.35,139.56,41.65,150.14,44.8,110.93,33.1,74.04,22.09,2,1,csv_610.csv
orange,,O_ALD1,PS4,O_ALD1,4284,Fennec,338,364,0,0,2,2,5,1,1,0.0,405,51.5,2320,1583,737,22,63,628,438,190,5,16,24.56,39.78,534,609,63,1551,495495,161.38,48.15,105.58,31.5,68.19,20.35,202.35,60.38,117.21,34.97,15.58,4.65,7.2,0.1,71,185.8,141.0,2418,2148,2674,236.62,70.6,98.53,29.4,218.86,65.3,116.28,34.7,164.24,49.01,107.99,32.22,62.91,18.77,0,1,csv_610.csv
blue,,MIXPELL,Epic,92d1f270dde04016a4c3bf2dfdd682a4,4284,Fennec,370,493,2,1,2,3,9,4,1,66.67,453,52.1,2740,2230,510,27,46,664,526,138,6,13,64.82,39.55,332,480,73,1593,534909,160.48,43.81,129.23,35.28,76.64,20.92,197.97,54.04,150.56,41.1,17.82,4.86,5.31,0.11,50,155.9,186.9,2565,2035,2903,251.75,68.72,114.6,31.28,244.78,66.82,121.57,33.18,177.56,48.47,115.58,31.55,73.22,19.99,0,1,csv_611.csv
blue,,The Nazgul7,Epic,ba6ec4ad7c054375bd9a7af6e1b99427,23,Octane,370,362,1,1,0,5,9,4,3,20.0,364,51.12,2249,1685,564,22,52,306,220,86,4,8,34.52,57.01,294,541,187,1528,515266,168.75,45.84,146.61,39.82,52.79,14.34,208.2,56.55,148.62,40.37,11.33,3.08,3.77,0.17,22,189.2,153.5,2874,2853,2874,253.02,68.73,115.13,31.27,259.62,70.52,108.53,29.48,197.52,53.65,108.29,29.41,62.35,16.94,0,0,csv_611.csv
orange,,italic,Steam,76561198021360335,23,Octane,370,752,3,1,2,6,8,3,1,50.0,470,53.17,3027,2376,651,30,54,523,376,147,5,13,34.33,58.8,438,543,89,1663,564540,141.1,38.21,154.44,41.82,73.78,19.98,188.24,50.97,165.13,44.71,15.96,4.32,4.14,0.11,36,175.6,165.4,2563,2443,2706,291.26,78.86,78.06,21.14,214.73,58.14,154.59,41.86,159.55,43.2,120.11,32.52,89.66,24.28,1,0,csv_611.csv
orange,,DonDom,Steam,76561198049330425,4284,Fennec,370,661,1,3,3,3,8,3,2,33.33,371,50.21,2377,1438,939,18,85,1057,672,385,7,34,36.85,18.74,243,385,38,1605,543793,168.29,45.57,136.77,37.04,64.23,17.39,219.57,59.46,137.59,37.26,12.13,3.28,8.98,0.09,98,164.9,175.1,2599,2599,2647,284.33,76.99,84.96,23.01,211.97,57.4,157.31,42.6,148.85,40.31,126.68,34.3,93.75,25.39,0,0,csv_611.csv
blue,,FinnMcIntosh5,Epic,c0ef89f17e0f4b41bfed7ffb2660d41f,23,Octane,136,62,0,0,0,1,5,4,2,0.0,402,45.27,904,678,226,9,19,158,100,58,1,5,13.31,10.33,97,221,0,1648,199610,57.12,41.84,56.73,41.56,22.66,16.6,72.06,52.79,63.32,46.38,1.13,0.83,1.64,0.08,20,52.3,66.7,2053,1345,2457,76.4,55.97,60.11,44.03,93.71,68.65,42.8,31.35,71.31,52.24,35.61,26.09,29.59,21.68,0,0,csv_612.csv
blue,,italic,Steam,76561198021360335,23,Octane,136,48,0,0,0,1,5,4,2,0.0,408,58.65,994,815,179,9,17,285,185,100,2,9,12.23,16.19,122,42,2,1685,204671,52.12,38.2,56.86,41.67,27.47,20.13,73.74,54.04,53.51,39.22,9.2,6.74,2.3,0.12,19,66.5,52.4,2884,2601,3080,83.7,61.34,52.75,38.66,83.87,61.47,52.57,38.53,64.17,47.03,44.49,32.61,27.78,20.36,0,0,csv_612.csv
orange,,!Kisuiii.,Steam,76561198334158544,23,Octane,136,402,2,1,1,3,2,0,0,66.67,469,39.85,1026,814,212,9,18,215,179,36,2,3,22.05,7.57,180,85,20,1550,187780,65.67,48.13,45.56,33.39,25.22,18.48,73.0,53.5,55.4,40.6,8.05,5.9,2.73,0.1,27,50.5,68.5,2287,2345,2322,110.02,80.63,26.43,19.37,81.94,60.06,54.5,39.94,62.88,46.08,41.5,30.41,32.07,23.5,0,0,csv_612.csv
orange,,scxze,Epic,e76715d9e0d04e6e9a66ac22e88ea5b7,23,Octane,136,353,2,0,1,2,2,0,0,100.0,417,50.0,1041,856,185,12,17,126,54,72,1,7,14.1,28.57,66,358,53,1595,193114,59.63,43.72,52.96,38.83,23.79,17.44,71.36,52.32,55.47,40.67,9.55,7.0,1.53,0.15,10,68.6,50.3,2528,2391,2002,118.55,86.93,17.83,13.07,88.26,64.72,48.11,35.28,69.75,51.15,42.75,31.35,23.87,17.5,0,0,csv_612.csv
blue,,Trinity,Steam,76561198258942653,23,Octane,389,815,3,0,3,6,9,2,2,50.0,458,50.78,2754,2252,502,28,45,348,151,197,2,17,31.76,70.06,413,490,48,1549,567823,172.53,44.36,159.8,41.08,56.62,14.56,235.23,60.48,131.38,33.78,22.35,5.75,5.41,0.12,44,186.8,178.8,2684,2586,2775,275.61,70.86,113.35,29.14,247.17,63.55,141.79,36.45,196.67,50.56,104.74,26.93,87.55,22.51,1,0,csv_613.csv
blue,,italic,Steam,76561198021360335,23,Octane,389,554,0,2,3,1,9,2,0,0.0,376,52.35,2517,1814,703,22,62,445,250,195,4,17,59.81,42.37,461,334,105,1547,565820,180.64,46.44,144.6,37.18,63.71,16.38,205.57,52.85,168.27,43.26,15.12,3.89,6.04,0.12,49,178.8,186.5,2509,2159,2722,274.44,70.56,114.51,29.44,251.37,64.63,137.59,35.37,190.98,49.1,107.56,27.65,90.41,23.24,1,0,csv_613.csv
orange,,! zariaa. LFT,Steam,76561198880146258,23,Octane,389,591,2,0,1,8,7,3,0,25.0,394,53.15,2631,2105,526,27,44,352,231,121,3,12,54.63,69.11,232,624,76,1559,563102,171.82,44.68,151.31,39.35,61.44,15.98,212.88,55.35,156.59,40.72,15.11,3.93,5.24,0.13,40,184.8,183.1,2313,2072,2466,299.18,77.79,85.4,22.21,247.45,64.34,137.13,35.66,181.09,47.09,119.0,30.94,84.49,21.97,0,1,csv_613.csv
orange,,Healer,Steam,76561198292653318,4284,Fennec,389,288,0,0,0,1,7,3,3,0.0,445,45.71,2851,1898,953,21,76,455,200,255,2,23,78.19,27.2,601,210,1,1630,591899,153.49,39.77,158.67,41.11,73.76,19.11,224.72,58.23,144.47,37.43,16.74,4.34,6.27,0.08,74,187.1,182.0,2535,2319,2786,284.99,73.85,100.93,26.15,245.7,63.67,140.22,36.33,178.58,46.27,132.12,34.24,75.22,19.49,0,1,csv_613.csv
blue,,Kyle,Steam,76561198243189446,23,Octane,304,813,4,1,2,7,5,1,1,57.14,451,42.77,2220,1863,357,22,31,607,488,119,6,11,31.23,36.15,161,239,14,1549,429490,132.63,44.31,130.45,43.58,36.24,12.11,161.19,53.85,120.94,40.4,17.19,5.74,5.44,0.1,52,153.0,130.3,2750,2563,2749,252.83,84.47,46.5,15.53,181.45,60.62,117.87,39.38,127.52,42.6,101.39,33.87,70.41,23.52,0,1,csv_614.csv
blue,,pookynio,Epic,e413af44afd64396ae51babd360fb501,4284,Fennec,304,393,1,2,1,3,5,1,0,33.33,433,47.12,2247,1727,520,22,46,477,314,163,4,15,33.17,25.12,362,476,87,1610,444305,124.0,41.43,129.59,43.3,45.71,15.27,189.16,63.2,101.52,33.92,8.62,2.88,6.91,0.12,59,133.8,151.3,2749,2815,2658,221.29,73.93,78.02,26.07,168.36,56.25,130.95,43.75,117.72,39.33,101.51,33.92,80.07,26.75,1,1,csv_614.csv
orange,,Timoooo,Steam,76561198216117613,4284,Fennec,304,605,1,0,5,5,10,5,2,20.0,258,40.47,1229,777,452,9,40,108,0,108,0,9,21.33,38.27,171,127,0,1379,379903,174.88,58.42,100.98,33.73,23.5,7.85,167.53,55.96,120.03,40.09,11.81,3.94,5.0,0.15,33,161.9,125.2,2353,1886,2625,227.45,75.98,71.92,24.02,237.88,79.46,61.48,20.54,187.24,62.55,79.06,26.41,33.06,11.04,0,1,csv_614.csv
orange,,italic,Steam,76561198021360335,23,Octane,304,134,0,0,0,0,10,5,3,0.0,443,59.16,2334,1934,400,25,36,421,338,83,4,7,34.26,27.93,358,422,61,1595,446964,127.51,42.16,121.06,40.02,53.9,17.82,179.76,59.43,102.49,33.88,20.22,6.68,5.57,0.14,41,125.5,167.5,2689,2155,2857,188.87,62.44,113.61,37.56,204.6,67.64,97.87,32.36,154.53,51.09,99.97,33.05,47.97,15.86,2,0,csv_614.csv
blue,,italic,Steam,76561198021360335,23,Octane,322,601,2,2,1,6,3,1,1,33.33,396,54.13,2167,1770,397,23,33,832,700,132,7,11,41.81,22.83,321,196,0,1601,484821,129.74,40.25,140.48,43.58,52.14,16.17,166.92,51.78,133.58,41.44,21.85,6.78,4.87,0.14,36,128.2,179.1,2181,1954,2407,256.67,79.62,65.68,20.38,183.81,57.02,138.54,42.98,140.51,43.59,98.45,30.54,83.39,25.87,1,0,csv_615.csv
blue,,Dem0nRex.TTV,Steam,76561199020596042,23,Octane,322,555,2,2,1,5,3,1,0,40.0,240,64.35,1367,999,368,17,37,262,186,76,3,8,11.33,124.59,96,765,121,1385,411458,174.65,55.21,113.09,35.75,28.58,9.04,197.78,62.53,113.64,35.93,4.9,1.55,5.51,0.13,43,179.1,122.7,2559,2755,2352,283.1,89.5,33.22,10.5,215.01,67.97,101.31,32.03,165.75,52.4,91.61,28.96,58.96,18.64,1,2,csv_615.csv
orange,,Jodeq18,Steam,76561199047707793,4284,Fennec,322,385,1,0,2,1,11,4,1,100.0,312,54.4,1825,1432,393,18,35,444,341,103,5,9,26.04,41.07,201,377,159,1466,439690,164.59,51.54,114.53,35.86,40.24,12.6,175.68,55.01,128.95,40.38,14.72,4.61,6.17,0.16,38,154.7,149.7,2460,2343,2541,227.24,71.16,92.11,28.84,204.16,63.93,115.19,36.07,145.12,45.44,108.46,33.96,65.77,20.59,1,1,csv_615.csv
orange,,evolution1g,Steam,76561197983800521,23,Octane,322,172,0,1,0,2,11,4,3,0.0,412,46.7,2181,1623,558,20,49,357,177,180,2,15,50.46,37.98,323,306,22,1534,459592,150.8,47.23,126.49,39.62,42.0,13.15,190.95,59.81,113.52,35.56,14.81,4.64,4.87,0.1,47,152.5,152.1,2580,2527,2598,211.29,66.18,107.99,33.82,217.93,68.26,101.35,31.74,156.47,49.01,106.73,33.43,56.09,17.57,1,1,csv_615.csv
blue,,lolfighterX,Steam,76561199058569010,23,Octane,235,673,3,2,1,4,4,0,0,75.0,437,50.53,1561,1296,265,17,22,266,218,48,3,4,36.72,31.1,120,404,81,1653,344001,76.82,33.91,125.43,55.37,24.3,10.73,111.99,49.43,106.55,47.03,8.02,3.54,3.83,0.12,33,104.9,110.3,2720,2825,2673,176.91,78.09,49.64,21.91,164.95,72.81,61.6,27.19,126.88,56.01,58.8,25.95,40.87,18.04,1,2,csv_616.csv
blue,,Thornirhim,Steam,76561198993214204,23,Octane,235,468,2,0,2,4,4,0,0,50.0,278,36.11,957,399,558,5,43,227,0,227,0,13,31.88,15.9,46,111,0,1295,279134,150.0,63.81,74.67,31.77,10.39,4.42,141.07,60.01,82.45,35.08,11.54,4.91,4.03,0.14,28,116.5,105.4,2381,2383,2443,187.82,79.91,47.23,20.09,162.72,69.22,72.34,30.78,135.69,57.73,46.96,19.98,52.41,22.3,0,0,csv_616.csv
orange,,Dem0nRex.TTV,Steam,76561199020596042,23,Octane,235,376,0,0,3,3,8,5,2,0.0,299,45.65,1234,963,271,10,23,303,199,104,2,9,26.22,39.2,32,36,0,1323,279276,139.89,60.87,76.74,33.39,13.17,5.73,119.43,51.97,97.01,42.21,13.36,5.81,2.73,0.1,28,101.6,116.7,2462,2556,2301,160.9,70.01,68.91,29.99,120.23,52.32,109.57,47.68,87.36,38.02,79.84,34.74,62.6,27.24,0,0,csv_616.csv
orange,,italic,Steam,76561198021360335,23,Octane,235,108,0,0,0,1,8,5,3,0.0,495,62.51,1915,1632,283,20,26,463,351,112,5,11,29.1,20.87,305,103,14,1575,326649,100.22,44.25,87.82,38.77,38.46,16.98,129.64,57.23,82.66,36.49,14.21,6.27,3.83,0.14,28,115.1,103.3,2503,2419,2465,165.4,73.02,61.11,26.98,129.14,57.01,97.37,42.99,97.91,43.23,66.13,29.2,62.46,27.58,2,1,csv_616.csv
blue,,slickz9.,Epic,d6a78eb1108a465eb66d55c35dc73d98,23,Octane,439,869,5,0,0,7,12,6,3,71.43,410,43.92,2814,2187,627,26,54,509,358,151,4,13,65.02,51.75,333,424,41,1608,627898,180.83,41.44,189.7,43.47,65.82,15.08,221.5,50.76,192.78,44.18,22.07,5.06,5.11,0.16,32,170.5,227.3,2659,2561,2794,322.13,73.82,114.23,26.18,274.91,63.0,161.44,37.0,194.35,44.54,148.86,34.11,93.14,21.35,0,0,csv_617.csv
blue,,Fr bro,Steam,76561199070802761,23,Octane,439,550,0,2,4,4,12,6,3,0.0,371,55.37,2835,2142,693,28,62,286,74,212,1,19,22.24,44.55,203,688,33,1505,579590,217.79,50.58,158.1,36.72,54.71,12.71,229.88,53.39,170.61,39.62,30.11,6.99,9.46,0.09,100,228.3,165.7,2663,2468,2907,346.22,80.4,84.38,19.6,274.35,63.71,156.25,36.29,201.08,46.7,144.11,33.47,85.41,19.84,0,1,csv_617.csv
orange,,italic,Steam,76561198021360335,23,Octane,439,897,3,2,1,9,11,5,3,33.33,406,52.82,2812,2105,707,26,54,397,256,141,3,12,42.36,44.91,379,378,43,1602,628697,188.07,42.91,181.46,41.4,68.77,15.69,242.62,55.36,172.19,39.29,23.48,5.36,5.84,0.12,49,230.8,166.9,2488,2143,2751,325.78,74.33,112.51,25.67,306.4,69.91,131.9,30.09,242.31,55.28,124.7,28.45,71.29,16.27,1,0,csv_617.csv
orange,,Adzer.2,Steam,76561198268287545,23,Octane,439,725,3,2,2,3,11,5,2,100.0,484,37.92,3481,2472,1009,27,80,501,200,301,2,25,64.26,40.52,568,227,0,1688,654744,170.05,39.27,156.76,36.2,106.24,24.53,217.18,50.15,192.82,44.53,23.05,5.32,8.08,0.11,76,162.3,225.6,2493,2373,2591,308.21,71.17,124.84,28.83,280.88,64.86,152.18,35.14,204.39,47.2,144.21,33.3,84.45,19.5,0,0,csv_617.csv
blue,,italic,Steam,76561198021360335,23,Octane,354,427,1,1,1,2,5,3,0,50.0,462,53.48,2857,2357,500,29,44,448,329,119,4,10,38.67,31.31,525,341,14,1578,522453,142.99,40.37,154.9,43.73,56.3,15.9,210.23,59.36,132.14,37.31,11.82,3.34,5.61,0.14,40,190.0,149.7,2948,2571,3293,272.32,76.89,81.86,23.11,228.63,64.55,125.55,35.45,158.92,44.87,127.62,36.03,67.64,19.1,1,0,csv_618.csv
blue,,Son-Goulousse,PS4,Son-Goulousse,23,Octane,354,196,1,0,0,4,5,3,3,25.0,407,50.48,2392,1920,472,22,43,529,423,106,5,10,59.03,27.6,487,281,76,1611,522725,142.39,40.95,137.52,39.55,67.82,19.5,203.96,58.65,130.51,37.53,13.26,3.81,5.41,0.06,90,143.3,186.5,2386,2428,2359,238.26,68.52,109.48,31.48,192.21,55.28,155.52,44.72,128.09,36.83,127.74,36.73,91.91,26.43,0,2,csv_618.csv
orange,,Naikz,Steam,76561198821903185,23,Octane,354,486,2,0,2,3,6,2,1,66.67,357,49.17,2137,1299,838,15,76,393,153,240,2,20,29.98,34.35,307,227,46,1525,500591,165.23,47.07,130.32,37.12,55.5,15.81,199.58,56.85,133.84,38.13,17.63,5.02,6.41,0.13,48,162.4,170.4,2380,2372,2403,243.59,69.39,107.45,30.61,227.51,64.81,123.53,35.19,166.36,47.39,121.74,34.68,62.95,17.93,1,1,csv_618.csv
orange,,FMHPro,Epic,4f695939e28a416491b868d5b9ce1cd5,7532,,354,366,1,0,2,2,6,2,1,50.0,513,51.43,3069,2466,603,28,53,694,476,218,5,19,33.74,30.85,264,338,23,1551,514405,161.63,45.65,125.82,35.54,66.6,18.81,158.74,44.84,155.04,43.79,40.26,11.37,6.95,0.14,51,170.6,165.3,1965,1795,2150,268.53,75.85,85.52,24.15,236.96,66.93,117.09,33.07,175.35,49.53,114.27,32.28,64.43,18.2,1,0,csv_618.csv
blue,,italic,Steam,76561198021360335,23,Octane,373,625,2,0,3,8,8,3,3,25.0,397,51.53,2528,1761,767,22,68,564,361,203,4,19,39.52,33.31,340,392,45,1549,530920,176.0,47.15,146.91,39.36,50.33,13.48,219.83,58.9,139.73,37.44,13.68,3.67,6.27,0.13,49,207.4,140.2,2350,2281,2447,284.34,76.18,88.9,23.82,256.38,68.69,116.86,31.31,193.89,51.95,113.16,30.32,66.2,17.74,4,0,csv_619.csv
blue,,eina,Steam,76561198354791493,23,Octane,373,605,2,1,2,5,8,3,0,40.0,419,53.22,2741,1987,754,24,66,730,461,269,6,26,42.11,41.0,257,453,155,1522,517453,169.7,45.86,153.52,41.49,46.79,12.65,218.1,58.94,129.76,35.07,22.15,5.99,4.57,0.12,37,136.9,207.4,2218,1913,2539,267.07,72.18,102.94,27.82,232.78,62.91,137.23,37.09,167.03,45.14,122.43,33.09,80.56,21.77,0,0,csv_619.csv
orange,,Under,Steam,76561198280299407,7532,,373,693,3,0,3,3,13,4,2,100.0,269,41.82,1601,995,606,12,45,459,187,272,2,16,43.5,30.42,136,204,12,1329,434822,213.2,59.01,122.28,33.84,25.82,7.15,242.26,67.05,113.54,31.43,5.49,1.52,6.4,0.13,50,154.2,198.0,2464,2230,2658,277.21,76.73,84.09,23.27,232.74,64.42,128.56,35.58,160.31,44.37,138.13,38.23,62.86,17.4,0,1,csv_619.csv
orange,,Flow,Steam,76561198222169088,23,Octane,373,556,0,1,3,5,13,4,2,0.0,461,54.07,2708,2144,564,26,51,408,338,70,4,8,30.4,39.92,348,476,66,1594,535411,160.0,43.75,140.46,38.41,65.27,17.85,195.77,53.53,146.41,40.03,23.55,6.44,7.11,0.1,71,199.0,158.9,2733,2537,2927,289.66,79.2,76.06,20.8,260.88,71.33,104.85,28.67,199.06,54.43,105.26,28.78,61.42,16.79,0,3,csv_619.csv
blue,,italic,Steam,76561198021360335,23,Octane,418,564,2,0,1,10,8,5,2,20.0,465,48.89,3105,2322,783,27,62,582,318,264,4,22,58.75,43.55,506,296,6,1644,604976,156.53,38.69,161.87,40.01,86.18,21.3,201.8,49.88,187.11,46.25,15.67,3.87,5.97,0.13,46,193.5,195.1,2432,2091,2695,296.44,73.27,108.13,26.73,267.16,66.03,137.42,33.97,206.99,51.16,112.18,27.73,85.4,21.11,1,4,csv_62.csv
blue,,jeudi_cest_tacos,Epic,d5652f3d32a6497c859ebafd71f7cfd6,4284,Fennec,418,474,2,1,0,4,8,5,3,50.0,364,54.3,2476,1706,770,21,71,293,100,193,1,16,33.56,44.58,193,446,0,1500,559823,203.31,49.47,162.13,39.45,45.56,11.09,246.32,59.93,155.89,37.93,8.8,2.14,5.91,0.12,48,203.5,190.7,2645,2651,2558,312.01,75.91,99.0,24.09,278.83,67.84,132.17,32.16,187.7,45.67,152.28,37.05,71.02,17.28,2,2,csv_62.csv
orange,,Vidde,Steam,76561197987710387,23,Octane,418,933,3,1,5,5,14,4,2,60.0,449,55.74,3073,2385,688,28,61,514,328,186,4,17,36.76,50.22,622,430,76,1592,601834,174.22,41.9,181.71,43.71,59.82,14.39,270.64,65.1,139.86,33.64,5.24,1.26,12.79,0.17,75,197.1,193.5,2939,2931,2925,301.11,72.43,114.64,27.57,280.0,67.35,135.75,32.65,218.96,52.67,120.03,28.87,76.76,18.46,4,1,csv_62.csv
orange,,Labro,Steam,76561197998058960,23,Octane,418,742,2,2,5,3,14,4,2,66.67,396,52.92,2655,2151,504,25,46,445,335,110,4,10,36.99,42.77,413,354,64,1575,582110,171.16,41.63,199.06,48.42,40.93,9.96,274.59,66.79,129.25,31.44,7.31,1.78,5.17,0.12,43,191.3,190.8,2649,2692,2543,300.43,73.07,110.72,26.93,277.9,67.59,133.25,32.41,210.71,51.25,115.45,28.08,84.99,20.67,2,2,csv_62.csv
blue,,Crxtval,XBox,52cbbd2cf7010900,4284,Fennec,344,555,0,0,5,4,14,4,1,0.0,428,49.14,2545,1825,720,23,58,520,358,162,4,14,31.0,43.38,333,487,41,1507,473326,151.75,45.33,137.96,41.21,45.03,13.45,185.33,55.37,129.38,38.65,20.03,5.98,3.74,0.09,41,181.0,143.2,2489,2064,3077,244.37,73.0,90.37,27.0,221.46,66.16,113.28,33.84,148.66,44.41,131.74,39.36,54.34,16.23,0,2,csv_620.csv
blue,,italic,Steam,76561198021360335,23,Octane,344,507,1,0,4,4,14,4,3,25.0,399,54.13,2399,1818,581,21,45,503,347,156,4,13,51.56,37.07,380,223,52,1578,512404,142.09,41.26,152.51,44.28,49.81,14.46,200.08,58.1,136.62,39.67,7.7,2.24,4.51,0.12,37,152.4,184.5,2582,2612,2599,234.69,68.14,109.72,31.86,212.84,61.8,131.56,38.2,145.52,42.25,131.55,38.2,67.34,19.55,1,0,csv_620.csv
orange,,Washed_Fanos,Epic,8b504757dfb64360b9cb2c3ba9dfdde5,23,Octane,344,751,4,0,1,9,8,1,1,44.44,465,55.74,2535,2076,459,25,43,633,500,133,5,13,38.13,28.11,469,430,3,1591,516768,140.36,40.75,139.1,40.39,64.94,18.86,200.76,58.29,134.26,38.98,9.39,2.73,3.2,0.1,32,143.5,185.7,2190,2051,2329,260.05,75.51,84.35,24.49,212.29,61.64,132.11,38.36,158.47,46.01,107.57,31.23,78.36,22.75,2,0,csv_620.csv
orange,,7Mochi,Steam,76561198139862776,23,Octane,344,523,0,2,3,5,8,1,0,0.0,340,50.49,2044,1248,796,18,75,235,103,132,2,12,36.63,38.85,352,592,108,1577,506011,154.15,45.34,133.06,39.14,52.75,15.52,228.53,67.22,107.02,31.48,4.4,1.29,4.7,0.1,46,186.1,139.5,2667,2718,2718,268.71,79.04,71.24,20.96,253.83,74.67,86.12,25.33,189.31,55.69,103.67,30.5,46.97,13.82,0,1,csv_620.csv
blue,,mellur,Steam,76561198260666882,23,Octane,338,438,1,0,2,2,11,5,3,50.0,397,38.65,2134,1390,744,16,57,514,343,171,4,15,54.2,23.19,263,213,56,1496,461196,165.24,49.35,124.93,37.31,44.65,13.34,172.8,51.61,136.87,40.88,25.16,7.51,7.95,0.12,68,136.9,178.9,2387,2229,2510,220.1,65.74,114.72,34.26,234.9,70.16,99.92,29.84,181.56,54.23,93.3,27.87,59.96,17.91,1,1,csv_621.csv
blue,,anton aus tirol,Steam,76561198312747714,403,Dominus,338,390,1,0,2,2,11,5,2,50.0,426,49.33,2424,1969,455,23,34,388,347,41,4,4,29.74,30.63,218,334,52,1408,429265,180.38,54.4,122.65,36.99,28.56,8.61,212.57,64.11,105.76,31.9,13.25,4.0,6.11,0.13,46,182.4,131.1,3128,2970,3144,244.31,73.68,87.27,26.32,249.49,75.24,82.1,24.76,188.27,56.78,99.34,29.96,43.98,13.26,0,2,csv_621.csv
orange,,italic,Steam,76561198021360335,23,Octane,338,673,2,3,0,6,4,2,1,33.33,448,52.65,2344,1775,569,24,53,777,508,269,6,24,40.31,42.69,382,427,52,1654,514890,128.96,38.17,143.12,42.36,65.77,19.47,186.7,55.26,131.08,38.8,20.07,5.94,4.47,0.11,39,142.0,173.7,2628,2308,2934,252.49,74.73,85.36,25.27,191.75,56.76,146.1,43.24,130.95,38.76,115.36,34.15,91.54,27.09,1,0,csv_621.csv
orange,,MayDizz_,Steam,76561198830258639,23,Octane,338,639,3,1,2,5,4,2,1,60.0,400,46.28,2297,1787,510,20,47,330,230,100,3,11,60.84,25.88,208,229,86,1493,456688,173.15,52.01,112.92,33.92,46.82,14.06,202.33,60.78,121.09,36.38,9.46,2.84,4.41,0.12,37,171.4,138.3,2725,2926,2541,274.49,82.46,58.4,17.54,211.1,63.42,121.78,36.58,161.51,48.52,103.1,30.97,68.28,20.51,2,1,csv_621.csv
blue,,Thimoinho,Steam,76561198358695498,23,Octane,370,751,4,0,1,6,7,3,0,66.67,440,53.92,2644,1872,772,23,68,605,398,207,4,18,31.55,33.99,566,462,5,1648,551014,147.53,40.29,135.25,36.94,83.38,22.77,208.11,56.84,137.49,37.55,20.56,5.62,7.27,0.09,83,160.4,182.0,2306,2039,2526,246.37,67.28,119.79,32.72,243.6,66.53,122.56,33.47,182.5,49.84,120.45,32.9,63.2,17.26,1,1,csv_622.csv
blue,,EdSem007,PS4,EdSem007,23,Octane,370,451,0,2,2,4,7,3,3,0.0,344,56.43,2358,1844,514,23,39,443,327,116,4,11,27.1,51.22,233,441,54,1391,470907,218.0,58.99,128.58,34.79,23.0,6.22,230.97,62.5,125.87,34.06,12.74,3.45,6.41,0.15,44,184.6,160.1,2456,2486,2443,271.23,73.39,98.35,26.61,261.99,70.89,107.59,29.11,205.7,55.66,107.98,29.22,55.9,15.13,1,0,csv_622.csv
