goals-a,shots-a,shots conceded-a,goals conceded-a,bpm-a,avg boost amount-a,amount collected-a,amount collected big pads-a,amount collected small pads-a,count collected big pads-a,count collected small pads-a,amount stolen-a,amount stolen big pads-a,amount stolen small pads-a,count stolen big pads-a,count stolen small pads-a,amount used while supersonic-a,amount overfill total-a,amount overfill stolen-a,avg speed-a,total distance-a,percentage slow speed-a,percentage boost speed-a,percentage supersonic speed-a,percentage on ground-a,percentage low in air-a,percentage high in air-a,count powerslide-a,avg distance to ball-a,avg distance to ball has possession-a,avg distance to ball no possession-a,percentage behind ball-a,percentage in front of ball-a,percentage defensive half-a,percentage offensive half-a,percentage defensive third-a,percentage neutral third-a,percentage offensive third-a,demos inflicted-a,demos taken-a,bpm-b,avg boost amount-b,amount collected-b,amount collected big pads-b,amount collected small pads-b,count collected big pads-b,count collected small pads-b,amount stolen-b,amount stolen big pads-b,amount stolen small pads-b,count stolen big pads-b,count stolen small pads-b,amount used while supersonic-b,amount overfill total-b,amount overfill stolen-b,avg speed-b,total distance-b,percentage slow speed-b,percentage boost speed-b,percentage supersonic speed-b,percentage on ground-b,percentage low in air-b,percentage high in air-b,count powerslide-b,avg distance to ball-b,avg distance to ball has possession-b,avg distance to ball no possession-b,percentage behind ball-b,percentage in front of ball-b,percentage defensive half-b,percentage offensive half-b,percentage defensive third-b,percentage neutral third-b,percentage offensive third-b,demos inflicted-b,demos taken-b
5.0,11.0,6.0,2.0,427.5,49.395,2719.0,2117.0,602.0,25.0,53.0,418.5,239.0,179.5,3.0,15.5,353.0,353.0,60.0,1561.5,525388.5,45.08,41.0,17.53,56.2,39.44,5.71,42.5,2476.5,2385.5,2578.5,72.67,29.89,64.25,36.32,48.65,33.01,21.84,1.5,0.5,380.0,45.47,2358.5,1601.5,757.0,18.5,60.5,506.0,304.5,201.5,4.0,17.5,296.5,257.0,99.5,1504.0,496437.0,49.96,38.22,13.42,61.4,36.95,3.29,50.5,2447.5,2346.5,2531.5,76.41,24.17,65.75,36.27,50.39,29.93,24.19,0.5,1.5
3.0,6.0,6.0,1.0,401.5,54.94,2002.0,1466.5,535.5,17.5,50.0,384.0,197.0,187.0,3.0,17.0,290.0,197.5,24.0,1560.0,443691.0,45.61,42.98,15.05,62.84,41.74,5.77,50.5,2405.0,2170.5,2535.0,75.85,26.54,66.06,36.04,47.07,36.11,17.76,0.0,0.0,347.0,54.495000000000005,1752.0,1380.0,372.0,17.0,33.0,327.5,219.0,108.5,2.5,9.5,188.0,327.0,35.5,1462.0,416822.0,52.71,37.89,14.3,63.94,46.36,4.96,51.0,2381.5,2118.0,2525.5,79.24,24.74,67.76,37.5,48.24,34.69,23.17,0.0,0.0
2.0,11.0,8.0,4.0,474.5,53.635000000000005,2806.5,2191.0,615.5,25.5,58.0,827.5,557.5,270.0,7.0,23.0,407.0,364.0,125.0,1572.5,522413.5,50.59,41.68,17.6,55.94,42.68,7.02,63.0,2454.5,2402.0,2510.5,75.7,29.39,56.86,45.67,41.39,32.7,28.34,0.0,0.5,312.5,44.435,1908.5,1198.0,710.5,14.0,63.5,384.5,179.5,205.0,2.0,19.0,71.0,214.0,22.5,1444.5,482368.5,53.19,37.2,14.24,56.04,45.57,4.15,76.5,2292.0,2006.5,2615.0,76.72,31.46,71.87,35.49,57.02,28.08,24.0,0.5,0.0
3.0,6.0,10.0,2.0,423.0,56.825,4244.0,3341.0,903.0,42.5,82.0,759.0,473.0,286.0,7.0,26.0,923.5,794.5,136.0,1566.5,881743.0,42.16,46.11,16.86,63.27,39.8,6.24,82.5,2390.5,2237.0,2505.5,81.13,25.2,61.79,41.92,46.51,31.41,24.8,4.0,1.0,396.5,50.295,3822.5,2723.0,1099.5,31.0,97.0,638.0,333.5,304.5,4.0,27.5,292.0,415.0,74.0,1485.5,822399.0,49.92,39.7,13.97,56.04,39.69,5.81,127.5,2471.5,2333.0,2601.5,76.78,28.71,67.4,33.73,54.03,30.17,21.5,1.0,4.0
5.0,13.0,8.0,4.0,431.0,50.28,2592.0,1907.0,685.0,25.0,55.0,743.0,419.0,324.0,4.5,22.5,414.5,529.5,29.5,1557.0,539117.0,54.08,42.52,19.93,58.09,42.71,3.53,37.5,2365.5,2213.0,2528.0,82.29,30.51,66.19,42.97,46.5,32.85,28.91,1.0,1.0,432.5,47.1,2614.0,2006.0,608.0,23.5,54.5,439.5,244.5,195.0,3.0,17.0,541.0,362.0,56.0,1544.0,534081.0,50.37,37.31,20.19,58.34,39.44,5.97,37.0,2221.5,2139.5,2312.5,74.15,38.47,70.07,39.39,50.88,36.24,20.95,1.0,1.0
1.0,2.0,2.0,0.0,397.0,49.805,354.5,239.5,115.0,2.5,10.0,82.0,47.0,35.0,0.5,3.0,70.5,11.5,3.5,1536.0,77302.5,52.63,43.36,14.7,62.89,37.11,10.45,3.5,2201.0,2029.5,2480.5,79.81,25.11,74.26,31.59,64.56,21.91,20.35,0.0,0.0,537.0,51.21,456.0,375.0,81.0,4.0,7.0,67.5,50.0,17.5,0.5,1.5,41.0,24.0,0.0,1621.0,77754.5,55.08,45.5,17.44,60.51,39.49,6.2,6.5,2619.0,1972.5,2886.5,75.99,35.78,64.8,40.62,46.04,38.21,20.83,0.0,0.0
1.0,5.0,8.0,5.0,440.0,56.695,2096.0,1799.0,297.0,24.0,27.0,227.5,163.5,64.0,3.5,6.0,332.0,519.0,121.5,1578.0,441300.5,57.23,43.33,15.61,74.65,38.62,4.78,40.5,2454.0,2178.0,2676.0,74.18,38.93,64.78,36.02,49.84,33.92,21.96,2.0,1.0,332.5,53.31,1895.5,1379.0,516.5,18.0,45.5,402.0,241.5,160.5,3.5,14.0,182.5,437.5,108.0,1443.5,466107.5,52.96,42.01,10.1,57.8,40.64,5.0,60.0,2332.5,2264.0,2398.0,80.2,24.04,68.48,34.52,53.25,34.2,21.08,1.0,2.0
6.0,7.0,7.0,3.0,394.5,49.0,2468.5,1917.0,551.5,22.5,48.5,340.5,197.0,143.5,3.0,12.5,337.0,260.5,62.0,1531.5,497979.5,56.05,42.42,18.39,58.51,43.01,3.91,42.0,2578.0,2372.5,2661.0,74.34,30.03,66.67,37.98,49.26,37.96,19.95,0.0,0.0,294.0,49.775000000000006,1748.0,1241.0,507.0,16.5,46.5,433.0,274.5,158.5,3.5,14.5,162.5,394.0,86.5,1508.5,487663.5,52.17,37.95,14.77,60.01,41.67,2.82,21.5,2239.0,2099.5,2377.0,69.81,30.47,62.7,37.62,44.08,35.07,27.25,0.0,0.0
3.0,10.0,10.0,4.0,431.0,51.895,3045.5,2437.0,608.5,29.0,54.5,464.0,316.5,147.5,3.5,13.0,358.0,436.0,35.5,1525.5,602267.0,46.05,42.87,15.24,58.24,43.08,2.9,91.0,2470.5,2397.5,2533.5,76.08,25.39,67.92,32.35,52.58,30.93,19.93,3.0,2.0,420.5,51.955,2918.5,2286.0,632.5,26.5,52.5,627.5,401.5,226.0,5.5,22.5,403.5,392.5,166.5,1524.5,595739.5,51.49,43.9,15.49,64.67,34.07,4.21,47.0,2445.0,2272.0,2623.5,77.22,25.35,64.35,39.47,48.11,30.32,24.97,2.0,3.0
5.0,5.0,4.0,2.0,400.0,56.015,2059.0,1392.5,666.5,18.5,60.5,489.0,266.0,223.0,3.0,19.5,228.5,433.5,36.5,1595.5,448196.5,42.31,42.77,17.67,53.82,41.0,7.89,52.0,2678.0,2483.5,2933.0,75.56,24.47,63.62,40.16,45.51,32.58,24.66,1.5,0.5,371.5,49.845,1914.5,1460.5,454.0,20.0,40.0,406.5,301.0,105.5,4.0,9.5,144.0,505.5,59.0,1546.5,430185.5,46.99,41.41,14.7,57.54,37.96,6.05,36.0,2520.5,2260.5,2732.0,72.83,30.09,70.03,33.03,52.61,31.09,20.65,0.5,1.5
2.0,8.0,9.0,4.0,435.0,54.655,2370.0,1844.0,526.0,24.5,45.0,414.5,242.0,172.5,3.5,15.5,340.0,522.5,71.5,1612.5,511871.0,40.23,46.53,19.6,55.39,42.34,4.99,51.5,2455.5,2163.5,2737.5,72.82,29.64,66.45,37.75,49.72,30.24,24.53,0.0,0.0,406.0,46.26,2306.5,1713.0,593.5,19.5,52.0,439.0,218.5,220.5,2.5,20.0,313.0,197.0,33.5,1556.5,493752.5,52.07,38.96,21.89,54.71,39.93,5.7,47.5,2312.5,2058.0,2529.5,77.15,28.12,61.74,39.04,46.93,32.12,25.68,0.0,0.0
0.0,8.0,7.0,3.0,453.5,51.635,2290.5,1679.0,611.5,21.5,54.5,643.5,336.0,307.5,4.0,27.0,312.0,317.5,65.5,1647.0,481303.0,40.02,46.87,21.04,58.37,39.86,5.65,51.5,2564.0,2401.0,2735.5,72.93,31.3,46.69,57.22,31.64,38.38,37.28,2.0,0.0,347.5,44.845,1664.5,1232.5,432.0,15.5,38.0,100.0,0.0,100.0,0.0,8.5,189.5,332.0,0.0,1328.5,378878.5,60.62,31.46,9.81,61.7,46.16,6.52,34.0,2289.0,2180.0,2395.0,77.68,22.66,83.1,19.45,66.99,28.06,7.92,0.0,2.0
0.0,1.0,2.0,2.0,377.0,55.815,490.5,382.5,108.0,5.0,10.0,67.5,43.5,24.0,0.5,2.0,55.5,70.5,6.0,1437.0,100820.0,53.93,37.93,11.33,59.16,48.64,8.49,6.5,2839.0,2442.0,3199.0,78.06,35.44,67.94,34.73,58.45,33.94,20.81,0.0,0.0,441.0,42.235,522.5,370.5,152.0,4.5,15.0,8.0,0.0,8.0,0.0,1.0,72.5,83.5,0.0,1578.0,112538.5,46.67,38.09,18.34,60.18,39.02,15.64,5.0,2800.0,2367.5,3474.5,79.61,22.33,65.79,34.34,54.01,34.76,22.9,0.0,0.0
4.0,8.0,12.0,3.0,432.0,48.95,2700.5,2025.5,675.0,26.0,60.0,563.0,363.0,200.0,4.5,17.5,417.5,494.5,50.5,1505.0,516038.0,52.56,40.19,14.96,57.96,41.33,3.32,53.0,2413.5,2233.5,2495.5,78.79,25.52,72.1,34.07,53.75,30.39,22.17,0.5,1.5,389.5,43.61,2407.5,1930.5,477.0,23.0,42.0,251.0,123.5,127.5,1.5,11.0,318.0,334.5,25.5,1476.0,508976.0,52.46,35.74,16.7,57.89,38.68,3.99,39.5,2513.5,2287.5,2739.5,80.35,28.67,70.79,36.92,49.88,34.47,22.14,1.5,0.5
3.0,10.0,6.0,2.0,416.5,56.555,2824.5,2093.0,731.5,28.0,64.5,787.0,537.5,249.5,7.0,22.5,309.5,500.0,99.5,1552.5,592967.5,54.79,43.86,20.69,56.04,39.78,4.68,51.0,2457.0,2236.5,2677.5,76.39,27.2,62.69,40.49,47.19,33.51,23.8,0.0,1.5,398.5,48.33,2655.5,2032.0,623.5,23.0,57.5,486.0,327.5,158.5,3.5,15.0,406.0,300.0,33.5,1616.5,626751.0,38.72,47.19,17.11,52.68,42.32,6.71,83.5,2471.0,2287.0,2619.0,72.25,29.23,67.62,35.82,47.72,34.76,22.21,1.5,0.0
2.0,8.0,5.0,3.0,467.0,49.55,2102.5,1657.0,445.5,21.0,37.0,766.5,548.0,218.5,5.5,16.0,306.5,285.5,4.5,1539.0,409823.0,45.55,39.6,16.72,58.47,41.13,11.54,29.5,2464.5,2417.5,2584.0,73.52,29.59,56.56,47.53,41.15,37.93,34.93,0.5,0.0,382.0,44.645,1677.0,1307.5,369.5,15.5,31.5,288.0,198.0,90.0,2.5,7.5,261.5,201.0,51.0,1422.5,378473.0,62.95,36.81,13.81,62.88,37.76,6.04,20.0,2290.5,1963.5,2605.5,74.42,29.0,69.71,34.71,54.07,30.13,19.64,0.0,0.5
2.0,4.0,7.0,5.0,420.5,56.04,2418.5,1911.0,507.5,26.0,48.0,549.5,401.0,148.5,5.5,13.5,446.0,605.5,126.5,1605.0,482810.0,45.99,41.75,18.94,62.78,35.2,7.45,25.5,2197.0,2040.0,2319.5,71.95,29.33,71.79,36.44,52.88,34.88,17.94,1.0,2.0,447.5,48.855,2474.0,1828.0,646.0,22.0,58.5,598.5,375.0,223.5,4.5,20.0,370.5,385.5,79.5,1577.0,477724.0,46.86,38.06,23.31,59.33,46.86,3.56,64.5,2457.5,2403.5,2451.5,79.77,21.17,64.98,37.54,47.0,36.22,22.78,2.0,1.0
5.0,8.0,4.0,2.0,438.5,57.395,2285.0,1759.5,525.5,22.0,48.0,610.0,405.0,205.0,5.0,19.5,297.0,423.5,97.5,1563.0,458727.0,46.59,41.9,17.11,59.84,43.9,6.37,47.0,2420.0,2447.5,2365.5,82.98,22.19,55.09,52.62,37.93,37.93,33.37,1.0,0.5,373.5,44.650000000000006,1841.0,1228.5,612.5,14.0,54.0,196.5,100.0,96.5,1.0,9.0,269.0,176.0,0.0,1440.5,399107.5,51.97,41.85,19.18,57.93,41.18,3.46,47.5,2462.0,2480.5,2446.5,72.69,33.1,82.42,18.7,69.23,25.23,9.57,0.5,1.0
3.0,10.0,10.0,4.0,422.5,52.67,2747.0,2031.0,716.0,26.5,63.5,556.5,357.5,199.0,5.0,18.0,555.5,528.0,146.0,1639.0,594635.0,42.88,37.25,25.49,58.49,42.37,5.91,84.5,2515.5,2427.0,2622.0,79.69,23.02,64.77,38.25,50.05,32.26,22.74,1.0,2.0,367.0,52.760000000000005,2632.0,2062.0,570.0,25.5,51.5,485.0,334.0,151.0,3.5,13.5,544.5,506.0,18.0,1482.5,548311.0,50.55,41.85,14.57,63.36,34.17,5.22,32.5,2217.0,1802.5,2613.0,74.76,26.55,70.93,33.79,52.26,33.57,21.27,2.0,1.0
5.0,9.0,11.0,4.0,379.5,50.675,2488.5,1933.0,555.5,23.0,50.5,472.5,342.0,130.5,4.0,12.5,426.0,358.0,48.5,1495.5,527665.5,54.53,38.81,15.15,64.18,43.88,3.76,54.0,2669.5,2697.5,2613.5,76.25,29.08,74.25,33.97,53.95,35.6,17.83,1.0,0.0,351.5,53.395,2281.0,1706.0,575.0,22.5,53.0,609.5,470.0,139.5,5.5,14.0,247.5,549.0,72.0,1438.5,497168.5,62.29,37.02,15.7,56.36,43.48,3.8,43.5,2285.0,2079.5,2431.5,77.2,26.57,64.66,43.74,47.35,31.69,30.95,0.0,1.0
4.0,7.0,4.0,1.0,448.0,57.275,2123.0,1628.5,494.5,21.5,44.0,624.5,466.5,158.0,6.5,13.5,277.0,430.0,80.5,1555.5,409704.5,43.47,44.58,22.11,56.26,42.49,6.25,47.0,2725.5,2556.0,2851.0,80.85,25.51,59.27,43.67,40.4,35.85,25.95,0.5,0.0,348.0,46.675,1604.0,1174.5,429.5,13.5,35.0,228.0,143.5,84.5,1.5,7.5,200.5,181.5,6.0,1444.5,378954.0,57.97,38.8,14.71,54.84,43.87,6.34,31.5,2280.0,2031.5,2538.0,72.64,29.03,76.37,27.63,57.46,35.56,14.57,0.0,0.5
1.0,2.0,9.0,3.0,416.0,57.58,2288.5,1713.0,575.5,21.0,53.0,418.5,300.0,118.5,3.0,10.5,237.5,272.0,0.0,1537.5,493137.5,46.39,43.41,16.16,54.15,42.47,6.93,83.0,2359.0,2349.0,2364.0,70.76,30.61,71.52,29.77,57.8,29.13,17.28,1.5,1.0,364.5,56.895,2173.5,1589.5,584.0,21.5,53.0,428.5,232.0,196.5,3.0,17.5,224.0,549.5,56.5,1516.5,484433.0,53.6,41.13,17.61,58.95,44.72,5.17,40.0,2336.0,2149.0,2592.0,76.59,25.82,59.39,45.06,40.48,39.47,24.38,1.0,1.5
3.0,12.0,9.0,2.0,474.0,52.845,3372.5,2650.0,722.5,31.5,62.0,583.5,326.0,257.5,4.0,22.5,507.5,382.0,22.0,1642.0,656232.5,40.35,47.43,19.29,57.89,45.62,6.26,56.5,2286.0,2138.5,2422.5,75.09,25.37,62.64,39.41,46.62,31.71,25.62,2.0,0.5,412.5,50.335,2867.0,2095.5,771.5,26.0,64.5,410.0,200.0,210.0,3.0,18.0,360.0,513.0,100.5,1562.5,615609.0,48.51,41.75,17.56,58.12,39.32,4.36,87.5,2502.0,2218.5,2748.0,76.32,28.79,74.52,36.54,53.75,33.59,20.08,0.5,2.0
2.0,6.0,10.0,3.0,406.5,52.785,2454.0,1530.0,924.0,20.0,76.5,635.0,289.0,346.0,4.0,26.5,512.0,356.5,72.0,1573.0,530529.0,45.26,42.32,20.51,56.94,43.41,2.71,58.5,2303.5,2144.0,2430.5,69.52,31.5,68.54,36.08,48.34,35.46,19.19,0.5,2.5,429.0,51.245000000000005,2701.5,2137.5,564.0,27.5,50.0,514.5,325.0,189.5,4.5,17.0,536.5,536.0,84.0,1603.5,550478.5,43.22,44.15,17.98,67.7,43.36,3.16,76.5,2514.5,2451.5,2570.0,75.6,24.64,63.83,45.33,47.25,34.93,25.91,2.5,0.5
2.0,5.0,10.0,4.0,433.5,54.025,2451.5,1868.0,583.5,23.5,50.5,527.5,348.0,179.5,4.0,15.0,299.5,486.5,45.0,1562.5,487924.0,48.11,48.03,16.51,61.72,39.86,7.84,85.5,2441.0,2286.5,2580.0,75.13,30.34,70.99,37.04,54.17,32.02,21.6,2.0,0.5,408.0,53.16,2274.0,1891.0,383.0,23.0,38.5,489.0,375.0,114.0,4.5,12.0,218.0,409.0,77.5,1498.0,463248.0,50.14,38.81,13.56,60.6,42.94,4.69,37.5,2449.5,2293.5,2652.5,77.23,32.18,62.83,41.9,44.49,35.71,29.27,0.5,2.0
5.0,9.0,4.0,2.0,411.0,48.150000000000006,2093.5,1571.0,522.5,17.5,45.5,427.5,284.5,143.0,3.0,12.5,241.5,103.5,14.5,1537.0,430831.5,50.67,41.48,16.57,60.14,45.36,2.93,44.0,2434.5,2294.5,2518.5,80.52,26.93,62.34,38.84,46.96,42.67,26.14,1.5,1.5,472.5,46.625,2269.0,1658.0,611.0,20.0,55.0,494.0,337.0,157.0,4.0,14.0,389.0,316.5,27.5,1644.0,461210.0,38.67,42.98,19.9,59.91,40.03,4.22,45.5,2347.5,2083.0,2538.0,75.0,32.14,72.65,35.86,49.95,35.2,20.15,1.5,1.5
6.0,14.0,7.0,3.0,442.0,46.83,2807.0,2272.0,535.0,26.0,46.0,673.5,468.0,205.5,5.5,18.0,470.0,313.0,81.0,1542.5,537363.0,50.29,41.28,17.99,58.5,42.28,3.45,52.0,2463.0,2137.0,2733.0,79.9,30.14,54.71,47.36,40.01,31.66,30.39,3.0,0.0,318.5,40.79,1998.5,1331.0,667.5,17.0,55.5,207.0,0.0,207.0,0.0,14.0,262.5,334.5,0.0,1382.0,469385.0,58.14,34.85,8.07,57.06,40.96,6.37,41.5,2448.5,2523.0,2359.0,70.42,30.27,78.32,27.0,61.49,26.46,17.43,0.0,3.0
4.0,9.0,9.0,3.0,429.0,51.225,2515.5,1798.5,717.0,22.5,65.0,428.0,251.5,176.5,3.0,17.0,411.0,334.0,56.5,1582.0,534219.5,43.31,41.23,18.79,64.25,44.6,5.8,56.0,2647.5,2410.5,2855.0,76.23,26.36,66.52,33.96,53.42,29.79,20.1,2.0,1.0,412.0,54.42,2627.5,2112.5,515.0,26.0,44.5,457.5,286.5,171.0,4.0,13.5,262.5,507.0,114.5,1594.0,531684.5,45.33,40.41,20.64,61.19,37.8,4.51,29.0,2779.5,2531.5,2962.0,72.9,28.79,60.25,40.5,44.09,34.17,24.33,1.0,2.0
7.0,17.0,5.0,1.0,470.5,50.965,2731.5,2030.0,701.5,25.0,61.5,878.0,541.5,336.5,6.5,30.0,418.5,389.5,105.0,1630.0,524089.5,41.09,41.06,20.16,56.55,40.95,6.94,65.0,2442.5,2411.5,2502.5,79.56,26.47,45.94,54.57,33.32,39.5,36.45,2.5,0.0,336.0,41.07,1864.0,1320.0,544.0,15.5,43.5,113.5,50.0,63.5,0.5,6.0,142.0,239.5,3.0,1433.5,449544.0,56.99,32.23,12.07,58.54,43.35,4.11,64.5,2378.0,2186.5,2458.5,69.58,35.18,83.79,22.54,68.78,25.11,11.55,0.0,2.5
2.0,8.0,10.0,5.0,370.0,50.315,2127.0,1579.0,548.0,19.0,48.0,554.0,390.5,163.5,5.0,14.0,327.0,189.5,42.0,1489.0,481696.0,57.74,40.28,16.8,58.46,40.75,4.73,30.0,2211.0,2097.5,2307.5,71.99,31.94,69.86,31.03,53.04,33.24,18.29,1.5,2.0,391.0,56.08,2351.0,1621.5,729.5,19.5,59.0,627.5,387.5,240.0,4.5,18.0,371.0,351.5,74.5,1553.5,502226.5,47.45,41.21,15.98,63.23,37.22,3.4,50.5,2549.5,2376.0,2760.5,80.87,24.46,64.36,43.53,44.84,35.06,25.93,2.0,1.5
6.0,10.0,9.0,3.0,429.0,52.515,2618.5,2106.5,512.0,26.0,46.5,782.0,620.5,161.5,7.0,14.5,477.0,477.5,78.5,1615.0,549237.5,44.32,41.19,19.72,55.74,43.67,3.19,71.0,2677.0,2416.0,2970.5,78.6,25.6,64.59,36.32,48.48,31.37,23.37,0.0,0.0,371.0,55.27,2415.0,1662.0,753.0,21.5,68.5,556.5,329.5,227.0,3.5,20.0,278.5,509.5,24.5,1647.5,559624.5,42.14,44.71,20.7,56.96,42.38,6.29,35.5,2621.5,2274.0,2922.5,68.03,42.44,67.31,37.98,50.51,39.41,20.39,0.0,0.0
5.0,9.0,9.0,2.0,459.0,53.54,2715.0,2177.5,537.5,25.5,46.5,653.0,441.5,211.5,5.0,18.5,345.0,271.5,60.0,1590.0,524032.0,43.9,42.55,17.6,57.76,40.38,6.57,57.5,2745.5,2392.5,3087.0,78.99,26.4,67.84,35.03,53.6,33.89,21.92,0.5,0.0,371.0,45.825,2113.5,1567.5,546.0,17.5,48.5,480.0,300.0,180.0,3.0,16.0,130.0,193.0,0.0,1549.5,507575.5,47.46,42.75,14.05,55.98,40.13,6.1,58.5,2445.0,2230.5,2659.0,71.33,30.56,61.55,38.74,45.22,35.69,26.24,0.0,0.5
4.0,7.0,8.0,5.0,438.0,48.665000000000006,2809.0,2238.5,570.5,25.5,52.0,669.5,446.0,223.5,5.5,20.0,368.5,190.0,28.5,1498.0,520449.0,51.41,40.8,14.21,61.51,42.11,5.39,50.5,2556.5,2334.0,2746.0,74.75,30.06,54.35,49.13,43.07,35.75,30.84,1.0,2.0,403.0,50.53,2552.0,2031.5,520.5,25.5,45.5,450.5,316.0,134.5,4.0,12.0,336.0,480.0,85.5,1435.0,501003.0,57.93,36.73,13.18,62.77,37.32,6.37,43.0,2386.5,2206.0,2522.5,76.07,26.13,73.13,29.15,58.44,26.21,17.0,2.0,1.0
4.0,16.0,8.0,3.0,406.5,54.155,2497.0,1832.0,665.0,23.5,60.5,496.5,265.0,231.5,4.5,21.5,405.0,309.0,50.0,1605.5,543887.5,47.83,41.56,21.94,60.92,40.77,4.39,51.5,2786.5,2630.5,2931.0,76.75,30.83,63.0,41.95,43.17,34.69,25.9,2.0,1.0,437.5,45.905,2524.5,1911.5,613.0,22.5,56.5,588.5,395.5,193.0,4.0,18.0,441.0,373.5,16.5,1589.5,529707.0,48.62,44.28,17.89,61.95,40.88,4.65,38.5,2542.0,2420.5,2687.5,74.82,25.74,71.38,35.52,54.22,32.28,22.89,1.0,2.0
5.0,10.0,12.0,6.0,428.0,51.22,3061.0,2290.0,771.0,28.0,64.0,614.5,329.0,285.5,4.0,21.5,381.5,396.5,52.5,1582.0,640868.0,45.82,40.99,17.12,57.43,43.4,6.66,49.5,2632.5,2373.0,2967.0,75.36,30.91,64.28,42.08,43.98,38.37,23.15,2.5,0.0,367.0,47.785,2458.5,1838.5,620.0,23.5,55.0,558.5,399.5,159.0,5.0,14.0,279.0,523.5,99.5,1509.0,598085.0,59.76,41.46,19.27,67.1,44.11,8.1,39.5,2491.0,2376.5,2617.5,74.73,28.57,72.47,32.14,54.94,28.77,20.02,0.0,2.5
4.0,9.0,8.0,1.0,446.0,57.735,2655.0,2208.5,446.5,28.5,41.5,708.5,558.5,150.0,8.0,14.0,436.5,661.5,240.5,1607.5,537180.0,42.29,39.33,20.05,54.03,42.08,6.78,59.0,2549.5,2350.5,2759.0,78.16,24.59,58.4,41.78,42.68,32.12,29.45,1.0,0.0,325.0,42.89,1768.0,1281.5,486.5,14.0,44.0,284.5,148.5,136.0,1.5,12.0,184.0,128.0,1.0,1501.0,488782.5,53.16,40.12,13.24,59.23,40.48,5.6,51.0,2499.5,2311.0,2639.5,74.08,40.74,72.84,32.48,56.78,29.84,18.88,0.0,1.0
5.0,10.0,2.0,1.0,433.5,50.83,2262.5,1814.0,448.5,21.0,40.5,430.0,293.0,137.0,3.5,12.0,302.0,216.5,58.5,1546.5,465310.5,43.67,42.22,17.58,53.27,43.74,5.9,32.0,2534.5,2397.5,2735.0,76.56,26.74,62.59,42.62,46.14,32.83,27.73,0.0,0.5,328.5,47.765,1847.5,1295.0,552.5,16.0,48.0,237.5,88.0,149.5,1.0,15.0,200.5,321.0,13.5,1525.5,461937.0,46.14,42.77,18.22,55.68,41.24,4.56,54.5,2636.0,2427.5,2713.5,74.99,32.18,72.46,35.55,52.28,34.18,20.02,0.5,0.0
3.0,12.0,5.0,4.0,488.0,51.620000000000005,2943.5,2361.0,582.5,28.0,53.0,681.5,458.5,223.0,5.5,19.5,543.0,341.5,23.0,1663.5,560755.0,38.44,44.94,21.95,53.22,45.34,3.25,44.5,2581.5,2352.0,2806.0,74.02,28.84,51.99,49.47,36.11,36.06,30.87,1.0,0.5,329.5,47.565,1832.0,1362.0,470.0,17.0,42.5,90.5,0.0,90.5,0.0,8.5,167.5,362.0,3.5,1440.5,478045.5,57.81,37.19,13.04,66.54,41.67,7.1,38.0,2349.5,2181.5,2511.0,75.94,29.14,79.61,26.81,66.78,33.73,10.47,0.5,1.0
4.0,9.0,5.0,2.0,439.5,53.205,2620.5,1959.5,661.0,25.5,57.0,607.0,431.0,176.0,5.5,16.0,297.0,542.0,97.0,1592.5,513456.0,42.62,40.34,19.19,52.46,44.57,4.9,56.0,2444.0,2255.5,2621.5,73.46,38.47,70.64,32.91,55.42,29.01,21.06,0.0,0.5,442.5,48.8,2437.0,1750.0,687.0,20.5,55.0,432.0,193.5,238.5,2.0,19.5,412.0,312.0,12.0,1589.5,514749.0,48.0,41.93,24.33,59.68,46.36,4.69,33.0,2487.5,2178.0,2686.5,75.96,30.23,59.86,44.33,41.47,34.59,28.2,0.5,0.0
4.0,13.0,8.0,3.0,409.0,46.845,2607.0,1955.0,652.0,23.5,57.0,600.5,357.0,243.5,4.5,21.0,354.5,289.0,29.5,1569.5,552347.5,46.65,41.55,17.82,58.47,49.9,4.66,56.0,2571.5,2524.0,2620.5,73.83,27.49,64.92,41.96,46.06,30.58,27.33,0.5,0.5,376.5,52.135000000000005,2410.0,1919.0,491.0,23.5,44.0,418.0,275.5,142.5,3.5,13.0,282.0,449.0,79.5,1501.5,527642.5,49.61,38.58,15.85,60.92,38.89,2.21,80.0,2379.0,2273.0,2478.0,79.22,34.01,71.54,31.33,51.28,34.12,18.06,0.5,0.5
5.0,14.0,4.0,1.0,458.0,53.97,2661.5,2134.0,527.5,28.0,44.5,680.5,457.0,223.5,6.0,20.5,415.0,569.5,106.5,1568.0,521659.5,49.55,42.77,19.44,58.24,40.27,5.29,54.5,2534.5,2530.5,2560.5,79.0,22.79,56.59,48.2,37.55,40.02,33.02,1.0,1.0,344.0,47.27,2130.5,1509.0,621.5,18.0,56.0,294.5,152.5,142.0,2.0,12.5,291.0,299.0,47.0,1489.0,495033.0,50.95,40.02,13.83,60.87,42.4,2.85,58.0,2397.5,2229.5,2551.0,69.66,33.64,74.64,26.47,55.69,36.43,13.33,1.0,1.0
