goals-a,shots-a,shots conceded-a,goals conceded-a,bpm-a,avg boost amount-a,amount collected-a,amount collected big pads-a,amount collected small pads-a,count collected big pads-a,count collected small pads-a,amount stolen-a,amount stolen big pads-a,amount stolen small pads-a,count stolen big pads-a,count stolen small pads-a,amount used while supersonic-a,amount overfill total-a,amount overfill stolen-a,avg speed-a,total distance-a,percentage slow speed-a,percentage boost speed-a,percentage supersonic speed-a,percentage on ground-a,percentage low in air-a,percentage high in air-a,count powerslide-a,avg distance to ball-a,avg distance to ball has possession-a,avg distance to ball no possession-a,percentage behind ball-a,percentage in front of ball-a,percentage defensive half-a,percentage offensive half-a,percentage defensive third-a,percentage neutral third-a,percentage offensive third-a,demos inflicted-a,demos taken-a,bpm-b,avg boost amount-b,amount collected-b,amount collected big pads-b,amount collected small pads-b,count collected big pads-b,count collected small pads-b,amount stolen-b,amount stolen big pads-b,amount stolen small pads-b,count stolen big pads-b,count stolen small pads-b,amount used while supersonic-b,amount overfill total-b,amount overfill stolen-b,avg speed-b,total distance-b,percentage slow speed-b,percentage boost speed-b,percentage supersonic speed-b,percentage on ground-b,percentage low in air-b,percentage high in air-b,count powerslide-b,avg distance to ball-b,avg distance to ball has possession-b,avg distance to ball no possession-b,percentage behind ball-b,percentage in front of ball-b,percentage defensive half-b,percentage offensive half-b,percentage defensive third-b,percentage neutral third-b,percentage offensive third-b,demos inflicted-b,demos taken-b
4.0,6.0,8.0,3.0,470.5,49.06,2880.5,2123.5,757.0,24.0,63.5,494.0,239.0,255.0,2.5,17.0,494.5,220.5,12.5,1637.5,554362.0,41.34,42.14,21.08,56.79,42.11,5.63,71.5,2424.5,2200.0,2709.0,76.94,31.4,66.24,35.03,53.5,32.78,20.05,2.0,0.5,425.0,44.57,2578.5,1816.5,762.0,21.0,63.0,470.5,239.0,231.5,3.0,19.5,446.5,293.5,61.0,1599.5,533484.0,44.34,45.02,19.24,57.99,39.6,4.17,65.5,2441.5,2497.0,2379.0,77.59,27.36,65.79,39.01,48.65,34.61,20.85,0.5,2.0
3.0,10.0,3.0,1.0,445.0,53.18,2443.0,1786.5,656.5,22.0,56.0,855.5,536.5,319.0,6.0,25.0,547.5,392.5,22.0,1697.5,528524.0,36.21,47.56,29.56,57.46,43.87,3.06,70.5,2447.0,2251.5,2566.5,79.6,26.87,62.97,48.87,41.53,40.12,31.04,1.5,0.0,394.0,49.765,2143.5,1579.0,564.5,19.0,50.5,397.0,240.5,156.5,3.0,13.5,288.0,341.0,58.5,1475.0,451916.0,49.57,40.36,15.87,58.19,41.24,4.31,47.5,2336.0,2160.0,2539.5,78.01,30.7,69.47,31.89,56.58,32.81,17.76,0.0,1.5
5.0,7.0,9.0,6.0,422.5,48.795,2806.0,2262.5,543.5,27.5,47.5,375.0,299.0,76.0,4.0,7.0,512.5,425.0,77.5,1599.0,582315.0,47.97,41.25,19.13,59.73,41.31,5.93,46.0,2536.0,2527.5,2570.5,78.3,25.84,75.66,29.54,57.87,31.02,18.04,1.0,0.0,386.5,45.82,2691.0,1999.5,691.5,23.5,62.0,391.0,192.0,199.0,2.0,17.5,284.0,358.0,10.5,1576.0,572508.5,47.63,43.29,18.17,58.38,39.86,2.08,94.0,2474.5,2416.5,2528.0,80.95,28.11,66.35,37.14,50.96,34.26,19.99,0.0,1.0
1.0,5.0,5.0,2.0,458.5,50.25,2535.0,2066.5,468.5,24.0,40.0,462.0,322.0,140.0,3.5,12.0,280.5,299.5,31.0,1545.0,489983.0,47.54,41.57,21.27,57.09,43.28,5.51,57.0,2254.5,2126.0,2381.5,72.8,29.68,64.49,36.63,50.3,30.42,21.42,1.0,1.0,351.0,50.89,1961.5,1297.0,664.5,18.5,53.5,431.0,220.5,210.5,3.5,19.0,284.0,569.0,141.0,1434.5,452672.0,53.44,40.2,11.68,66.72,39.93,3.62,29.0,2331.0,2254.5,2363.0,77.98,24.12,64.4,37.89,47.91,29.02,24.41,1.0,1.0
2.0,6.0,9.0,4.0,392.0,51.675,2164.5,1646.0,518.5,22.0,47.0,423.0,271.5,151.5,3.5,13.0,412.0,454.0,78.5,1535.0,492318.5,49.56,41.86,14.48,56.36,39.47,5.37,24.0,2501.5,2298.5,2693.5,73.27,31.36,67.27,33.58,48.34,32.72,20.36,1.0,0.5,389.0,50.535,2123.5,1433.0,690.5,19.0,59.0,483.5,282.0,201.5,3.5,18.5,188.5,468.0,68.5,1522.5,485527.0,51.76,48.05,14.76,60.69,37.81,6.89,90.0,2495.0,2345.5,2646.5,78.24,25.66,62.93,38.79,45.07,36.04,24.25,0.5,1.0
2.0,3.0,13.0,6.0,340.5,45.32,1434.5,1089.5,345.0,13.0,32.0,105.0,25.5,79.5,0.5,7.5,198.5,209.5,29.5,1474.5,355842.5,59.06,38.77,14.78,57.18,40.71,3.98,44.5,2658.5,2524.0,2740.0,67.55,35.03,73.16,29.28,56.97,29.08,15.71,1.0,0.5,457.5,47.185,1990.0,1536.5,453.5,19.0,40.5,714.5,560.0,154.5,6.5,14.0,206.5,364.5,91.5,1593.5,376853.5,48.55,41.04,18.87,55.49,41.75,7.27,45.5,2308.5,2105.0,2540.0,81.61,27.83,58.51,48.88,44.22,32.53,29.92,0.5,1.0
0.0,8.0,4.0,3.0,427.5,54.845,1812.5,1394.5,418.0,17.5,33.5,347.0,186.0,161.0,2.0,10.5,239.5,355.0,13.5,1514.0,364135.5,51.62,45.24,16.15,58.18,41.81,4.87,33.0,2514.5,2044.0,2797.0,72.52,32.55,63.16,48.66,46.47,40.68,27.01,0.0,1.5,349.0,44.835,1493.5,1031.5,462.0,12.0,41.5,136.5,45.0,91.5,0.5,8.0,147.5,128.0,4.5,1456.0,356333.0,51.38,42.99,10.42,56.0,42.55,4.64,44.0,2065.5,2095.5,2017.5,71.04,29.94,71.95,30.45,51.04,37.82,15.57,1.5,0.0
4.0,10.0,12.0,5.0,407.0,52.56,2635.5,2124.5,511.0,24.0,46.0,534.5,329.0,205.5,4.0,18.0,299.5,243.5,74.5,1535.5,547814.0,51.76,41.42,16.5,52.29,44.51,5.07,43.0,2738.5,2493.5,2977.5,81.48,28.42,67.75,38.33,50.08,31.99,23.64,1.0,0.5,399.0,47.115,2725.5,2112.0,613.5,26.0,53.0,482.5,317.0,165.5,4.0,14.0,220.5,500.0,85.0,1490.5,529420.5,52.28,40.89,11.9,62.74,36.61,4.24,64.0,2488.5,2399.5,2522.5,78.48,35.38,72.62,34.55,58.24,28.66,22.29,0.5,1.0
1.0,5.0,9.0,4.0,424.5,52.06,1975.5,1515.5,460.0,16.5,42.0,506.0,340.0,166.0,3.5,15.0,308.0,138.0,10.0,1551.0,402003.0,49.85,38.68,18.97,56.69,38.71,6.61,43.0,2404.0,2105.0,2644.0,75.58,35.31,66.28,41.83,52.56,31.83,25.99,1.5,1.5,510.5,47.785,2294.0,1818.5,475.5,22.5,38.0,377.0,279.0,98.0,3.5,8.5,455.0,446.5,72.5,1617.5,420430.0,43.07,44.09,22.37,55.2,42.89,6.11,45.0,2532.5,2336.0,2718.0,78.32,23.5,67.95,39.15,52.19,32.46,24.05,1.5,1.5
4.0,11.0,4.0,1.0,427.5,53.86,2105.5,1696.5,409.0,21.5,36.5,462.0,281.0,181.0,4.0,15.5,592.5,449.5,118.5,1605.0,444292.5,39.23,44.17,20.85,60.3,47.83,3.04,32.5,2741.0,2566.0,2933.5,81.8,24.75,56.22,49.49,38.78,35.58,31.63,1.0,0.5,399.0,46.935,1796.5,1278.5,518.0,15.0,47.5,285.0,180.0,105.0,2.0,10.0,177.5,233.5,22.5,1532.5,420590.5,45.39,41.35,14.34,59.56,45.86,4.03,34.5,2462.0,2073.0,2716.0,66.46,35.29,77.38,23.9,58.45,33.39,11.67,0.5,1.0
3.0,6.0,5.0,2.0,385.0,47.035,2040.0,1530.0,510.0,19.0,46.0,257.5,100.0,157.5,1.0,14.0,227.0,345.5,4.0,1529.0,510797.0,50.62,41.91,17.97,57.67,45.35,6.89,45.5,2493.5,2269.5,2687.0,74.15,30.33,68.33,32.45,54.05,31.11,18.41,0.0,0.5,438.5,48.305,2691.5,2042.0,649.5,26.5,57.0,554.0,316.5,237.5,4.5,20.5,460.0,615.0,137.5,1563.5,523778.5,48.99,45.36,15.26,66.48,32.64,3.37,65.0,2355.5,2280.0,2457.5,78.49,29.3,60.34,40.33,44.17,36.49,26.26,0.5,0.0
0.0,6.0,11.0,5.0,386.5,50.6,1722.5,1273.0,449.5,16.0,40.5,341.0,195.5,145.5,3.0,13.0,210.5,294.5,103.5,1474.0,358913.5,54.19,39.35,13.37,56.43,40.82,8.89,28.5,2310.0,2081.5,2565.5,76.29,35.32,64.1,37.35,48.67,32.89,24.94,1.0,0.5,360.0,50.305,1628.5,1088.5,540.0,12.5,48.5,275.0,108.0,167.0,1.5,15.0,192.5,174.0,45.0,1475.0,360901.0,50.53,38.54,14.78,62.25,37.69,6.98,32.0,2614.0,2582.0,2512.5,88.35,22.08,71.26,31.66,54.94,30.49,19.56,0.5,1.0
1.0,2.0,3.0,0.0,436.5,52.295,2334.5,1774.5,560.0,22.0,50.5,629.0,462.0,167.0,5.0,15.5,228.5,377.0,29.5,1557.5,483215.0,46.35,42.32,17.21,54.36,41.39,7.72,48.5,2461.5,2254.5,2654.5,80.02,27.12,59.18,44.73,40.71,39.06,25.23,1.0,0.0,392.0,50.76,1988.5,1486.5,502.0,17.0,45.0,449.0,322.0,127.0,3.5,11.5,188.5,213.5,27.0,1433.0,438969.5,51.68,41.86,10.62,61.98,40.35,6.32,72.5,2181.0,1958.5,2403.0,70.86,37.85,67.43,37.34,52.22,31.87,21.62,0.0,1.0
4.0,7.0,8.0,3.0,386.0,48.605,2357.5,1721.5,636.0,20.5,57.0,528.0,327.5,200.5,4.0,18.0,269.0,341.5,70.0,1530.5,529780.0,51.07,35.57,16.31,54.82,42.08,6.53,37.5,2337.0,2145.0,2485.0,74.93,31.2,67.52,34.7,50.55,34.39,19.29,0.5,0.0,411.0,50.075,2571.0,2129.5,441.5,25.5,40.0,432.5,299.5,133.0,4.0,12.0,192.0,428.5,104.5,1571.5,542206.0,46.92,44.53,18.79,52.9,46.4,7.93,40.0,2584.0,2313.0,2828.0,79.62,25.92,68.89,43.2,47.05,37.15,24.24,0.0,0.5
4.0,9.0,1.0,0.0,402.5,54.915000000000006,851.5,687.0,164.5,8.5,15.5,294.0,213.5,80.5,2.5,7.5,168.5,169.0,33.5,1570.0,184226.5,51.84,37.86,15.95,65.18,39.57,5.87,13.5,2637.0,2306.0,3123.5,85.18,22.01,51.6,50.5,37.87,33.36,32.57,0.5,0.5,342.5,45.745000000000005,798.0,541.0,257.0,6.5,22.5,119.5,49.5,70.0,1.0,6.0,94.5,113.5,49.5,1569.0,187661.0,51.3,40.22,19.15,64.68,52.53,3.59,19.5,2435.0,2291.0,2398.0,66.04,39.93,78.32,26.74,61.13,27.96,17.16,0.5,0.5
4.0,8.0,6.0,1.0,397.5,47.48,1604.0,1245.0,359.0,16.0,33.0,263.0,128.0,135.0,2.0,12.0,188.0,299.5,4.0,1587.5,324858.5,47.21,37.91,19.57,56.56,44.67,5.87,16.5,2527.0,2375.5,2715.0,87.07,27.11,61.63,47.28,49.04,32.6,31.45,0.0,0.5,468.0,36.96,1606.5,1288.5,318.0,13.5,27.0,344.0,249.0,95.0,2.5,8.0,367.0,60.5,0.5,1611.5,333270.0,45.03,40.71,19.85,56.75,41.76,2.74,32.0,2566.5,2293.5,2755.5,70.31,37.3,72.82,29.49,56.78,30.24,17.07,0.5,0.0
2.0,11.0,8.0,3.0,423.0,55.045,2687.5,2098.5,589.0,25.5,55.0,575.5,416.5,159.0,5.5,15.5,323.5,391.0,78.0,1600.0,596854.5,39.94,47.62,17.48,51.97,43.07,5.54,57.5,2571.5,2397.5,2783.0,75.83,29.97,57.82,46.21,40.81,34.36,29.74,1.0,0.5,478.5,46.125,3078.0,2366.5,711.5,30.0,59.0,355.5,205.0,150.5,3.0,13.0,277.5,635.5,94.5,1606.0,598946.0,44.21,39.73,23.3,47.06,46.39,8.3,73.0,2858.0,2584.0,3036.5,71.38,31.51,73.58,30.28,57.72,28.43,18.09,0.5,1.0
0.0,7.0,4.0,2.0,458.5,47.355,2352.0,1610.0,742.0,19.0,57.0,528.0,153.0,375.0,2.0,25.0,632.5,176.0,39.5,1644.5,510997.5,44.12,44.5,25.97,57.0,39.71,6.07,24.5,2241.0,2001.5,2485.5,73.88,34.79,57.86,49.23,39.17,37.18,30.41,2.5,0.0,443.5,46.66,2269.5,1635.5,634.0,20.0,52.0,379.0,227.5,151.5,2.5,13.0,252.5,368.5,22.0,1567.0,477920.0,42.57,49.65,15.95,57.17,43.8,8.28,58.0,2572.5,2339.0,2795.0,82.73,28.62,74.68,32.14,60.83,32.86,17.84,0.0,2.5
5.0,6.0,6.0,2.0,406.5,47.595,2466.5,1844.5,622.0,23.0,56.5,676.5,517.5,159.0,5.5,14.5,383.0,383.0,37.0,1562.5,524339.0,46.83,41.67,17.27,57.01,42.39,5.35,44.5,2606.5,2652.0,2551.0,75.86,26.25,61.43,39.67,45.93,32.88,24.76,2.5,2.0,425.0,50.77,2688.5,2180.0,508.5,27.0,44.5,501.0,344.0,157.0,4.0,13.5,377.0,529.5,58.5,1550.0,510402.5,46.69,38.05,18.1,60.74,37.81,4.02,81.5,2738.5,2339.0,2999.5,70.51,32.69,64.69,37.85,47.41,36.76,23.55,2.0,2.5
2.0,9.0,15.0,3.0,397.5,52.75,2298.5,1737.0,561.5,20.5,51.0,510.5,365.0,145.5,4.5,13.0,350.5,257.5,61.5,1513.5,507384.0,50.51,35.73,18.47,52.66,44.37,5.84,67.0,2167.0,2090.0,2238.0,72.74,28.88,70.18,31.69,56.53,25.41,18.51,1.0,0.5,439.5,47.54,2646.0,2119.5,526.5,24.5,47.0,693.0,479.0,214.0,6.0,19.5,432.0,338.0,120.0,1572.5,525806.0,44.67,44.22,17.63,59.93,42.31,5.9,59.5,2371.0,2275.0,2524.5,74.74,25.5,55.23,51.35,40.81,28.25,36.48,0.5,1.0
3.0,13.0,10.0,4.0,388.5,54.085,2548.5,2020.0,528.5,26.5,49.5,447.5,346.5,101.0,4.0,11.0,310.0,543.0,59.5,1481.0,554136.0,54.75,38.89,16.98,60.65,42.59,6.09,35.5,2475.0,2394.0,2569.5,77.8,32.23,70.4,34.98,55.12,31.71,21.06,0.0,1.0,368.5,47.595,2532.0,1759.5,772.5,20.5,69.0,544.5,274.5,270.0,3.0,23.0,300.0,313.5,27.5,1528.5,574859.5,49.5,40.21,15.19,63.24,35.09,4.44,81.0,2325.0,2045.5,2603.0,83.58,21.06,62.53,39.68,46.05,33.9,26.09,1.0,0.0
4.0,5.0,6.0,2.0,377.0,49.290000000000006,2138.0,1664.0,474.0,21.5,41.0,438.0,276.0,162.0,3.0,14.0,356.5,429.5,23.0,1541.5,490938.5,46.06,39.87,17.26,59.65,44.42,4.52,54.5,2353.0,2177.0,2500.5,77.62,31.26,67.03,34.2,50.78,30.77,22.32,0.5,0.5,375.0,59.15,2269.5,1731.0,538.5,23.0,46.5,482.0,280.0,202.0,4.5,15.0,190.5,595.0,174.0,1532.5,478833.5,46.86,40.97,22.38,64.29,45.41,3.21,51.0,2536.5,2232.0,2828.5,79.58,30.78,66.21,44.03,47.71,34.26,29.72,0.5,0.5
2.0,7.0,12.0,3.0,403.0,52.685,2870.5,2037.5,833.0,26.5,76.5,745.0,475.0,270.0,5.0,25.5,487.0,524.0,39.0,1556.0,647758.5,44.42,40.04,18.17,55.85,42.94,3.79,70.0,2291.5,2275.5,2307.5,76.54,24.52,67.3,33.08,48.0,36.89,18.79,1.0,1.0,380.0,56.295,2878.0,2075.5,802.5,28.0,73.0,729.5,510.5,219.0,6.5,21.0,242.5,722.0,156.0,1562.0,651745.5,45.14,44.44,14.06,63.45,46.27,3.14,87.0,2518.0,2335.5,2715.5,81.53,25.25,64.91,38.76,46.07,37.13,20.71,1.0,1.0
2.0,5.0,10.0,5.0,460.0,51.040000000000006,2455.5,1978.5,477.0,23.0,44.0,339.0,243.0,96.0,2.5,8.5,538.0,315.0,6.5,1721.0,494423.0,37.0,43.14,27.35,54.64,41.46,5.3,31.0,2662.5,2452.5,2793.5,76.11,31.97,70.64,33.09,53.67,34.32,17.97,2.5,0.5,502.5,48.975,2535.5,1980.5,555.0,24.5,46.0,450.5,252.0,198.5,3.0,14.0,351.5,476.0,48.5,1691.0,475530.5,41.04,43.3,31.1,63.8,44.1,8.45,47.5,2745.5,2510.0,2863.5,82.39,24.21,65.99,34.88,50.38,42.56,20.21,0.5,2.5
1.0,7.0,9.0,3.0,439.0,49.72,2396.5,1703.5,693.0,21.5,59.5,580.5,360.5,220.0,4.0,19.5,529.5,433.5,39.5,1607.5,516769.0,40.72,42.05,19.16,57.68,40.68,6.28,55.0,2183.0,1969.0,2362.5,68.03,35.21,64.22,40.51,48.44,29.28,26.79,1.0,0.5,415.5,46.72,2450.5,1788.0,662.5,21.5,55.5,348.5,134.5,214.0,2.0,19.5,347.0,382.5,69.0,1546.5,493859.0,49.13,37.09,21.92,61.52,48.41,4.83,38.0,2244.0,2111.0,2430.0,76.49,24.29,62.74,40.57,47.83,32.85,23.99,0.5,1.0
2.0,9.0,6.0,4.0,423.0,54.565,2445.0,1775.5,669.5,23.0,55.5,369.0,241.0,128.0,3.0,12.0,431.5,475.0,58.0,1572.5,500984.5,47.46,39.57,20.15,62.11,41.92,6.08,41.5,2414.0,2099.5,2659.0,70.45,32.49,65.94,34.85,51.4,32.51,20.61,1.0,0.0,414.0,50.255,2329.5,1770.5,559.0,23.5,50.5,536.0,355.0,181.0,4.0,16.0,267.0,546.0,44.0,1559.5,492965.0,45.28,41.2,16.6,54.51,46.7,5.38,38.5,2571.0,2455.5,2720.5,85.04,20.73,65.08,35.32,47.88,32.08,20.67,0.0,1.0
4.0,14.0,10.0,3.0,459.5,55.795,3768.0,2925.0,843.0,37.0,75.5,820.0,504.5,315.5,5.5,23.5,610.0,750.5,38.5,1625.0,756208.0,37.9,46.33,17.76,55.0,40.95,5.84,63.5,2675.0,2604.5,2711.5,78.56,25.73,60.28,44.56,44.76,33.42,28.6,0.5,1.0,425.5,48.725,3534.5,2757.0,777.5,32.0,71.5,517.0,345.0,172.0,3.5,16.0,464.0,474.0,12.0,1537.0,715240.0,50.39,42.64,16.29,59.38,41.28,8.2,91.0,2361.0,2202.5,2522.0,72.23,30.68,72.23,30.51,52.55,33.73,17.55,1.0,0.5
2.0,7.0,11.0,4.0,401.5,50.17,2532.0,1971.5,560.5,23.5,52.0,538.0,344.0,194.0,4.0,17.0,467.0,336.0,45.0,1612.0,538229.5,41.62,44.49,19.57,61.03,41.43,7.21,31.0,2417.5,2265.0,2550.0,68.46,36.75,67.86,34.97,51.32,34.44,21.3,0.0,0.0,397.0,47.16,2456.0,1908.5,547.5,23.0,48.5,531.0,298.5,232.5,3.5,20.5,285.0,395.0,54.0,1566.0,522399.0,50.27,43.23,19.03,60.47,42.47,8.31,44.0,2466.0,2333.0,2627.5,80.01,20.59,62.27,41.63,44.44,39.05,24.0,0.0,0.0
2.0,12.0,10.0,3.0,391.5,53.585,2243.0,1791.0,452.0,24.0,40.5,339.0,237.5,101.5,3.5,9.5,328.5,459.0,83.0,1551.0,506725.0,44.96,40.11,18.87,56.7,40.93,4.98,48.5,2467.0,2433.5,2512.0,71.2,29.22,65.29,36.38,50.09,30.56,23.15,0.5,1.5,402.0,51.465,2419.0,1822.0,597.0,22.5,54.5,388.0,213.0,175.0,2.5,15.5,417.0,415.0,13.0,1461.0,482371.0,51.38,35.34,14.34,61.38,38.41,4.46,36.0,2611.5,2564.5,2677.0,81.0,22.67,66.19,38.01,53.57,30.29,24.01,1.5,0.5
1.0,8.0,9.0,4.0,385.5,53.805,2160.0,1559.5,600.5,20.0,55.0,403.0,228.0,175.0,3.5,16.0,268.0,369.0,76.5,1511.0,485518.0,53.06,39.89,18.46,65.98,42.39,2.25,45.5,2638.0,2743.5,2565.0,70.82,32.16,70.14,30.45,54.44,31.43,17.87,0.5,1.0,442.0,47.05,2585.0,1891.5,693.5,24.0,62.0,767.0,497.0,270.0,6.0,24.5,337.5,483.5,68.5,1658.5,542022.5,38.83,41.34,22.78,59.65,44.81,6.89,56.0,2080.0,1951.5,2291.0,74.29,26.51,53.49,48.11,38.29,34.12,30.91,1.0,0.5
4.0,6.0,5.0,2.0,418.5,48.59,1696.5,1350.0,346.5,15.0,27.5,324.5,198.5,126.0,2.0,7.5,212.5,148.0,0.0,1580.0,339064.0,48.63,43.7,17.79,60.09,46.03,7.47,39.0,2614.5,2475.0,2817.0,80.8,20.35,61.55,39.66,45.65,41.73,18.62,0.0,0.5,369.0,47.760000000000005,1540.5,1125.5,415.0,12.5,37.5,279.0,187.0,92.0,2.5,8.5,157.5,106.5,38.0,1549.0,334410.5,49.0,40.64,16.14,60.48,41.03,7.67,26.0,2474.0,2436.0,2528.0,68.06,32.27,69.25,32.92,51.19,34.27,17.96,0.5,0.0
1.0,11.0,3.0,2.0,438.0,51.035,2509.0,1984.5,524.5,23.5,46.0,591.0,400.0,191.0,5.0,17.0,473.5,308.0,63.5,1561.0,501782.0,43.93,46.05,20.15,59.19,38.17,4.49,34.5,2352.5,2247.5,2480.0,74.24,32.17,55.59,48.35,38.71,36.38,29.94,1.0,1.0,440.0,50.06,2416.0,1933.5,482.5,22.0,43.0,543.0,409.0,134.0,4.5,12.0,435.0,286.5,42.5,1582.5,510529.5,40.84,41.39,19.34,54.35,47.04,6.09,56.5,2457.0,2365.5,2542.5,76.05,32.64,73.27,35.83,57.41,30.71,21.44,1.0,1.0
1.0,8.0,7.0,2.0,426.5,54.04,2862.0,2218.5,643.5,28.0,58.5,726.5,533.0,193.5,5.5,16.5,446.5,545.0,8.0,1520.0,579351.5,48.0,37.84,17.75,61.91,37.59,5.86,62.5,2301.0,2182.5,2422.5,77.92,25.08,65.68,37.36,49.25,34.01,24.93,1.5,1.5,414.5,48.785,2609.0,1946.5,662.5,23.5,58.5,309.5,93.5,216.0,1.0,18.5,207.5,383.5,10.5,1522.0,581663.0,46.03,42.09,17.08,55.79,41.06,10.67,67.5,2248.5,2205.0,2344.5,76.86,28.07,62.63,42.69,43.8,38.1,21.45,1.5,1.5
3.0,6.0,6.0,1.0,420.5,55.295,2211.0,1631.5,579.5,22.0,48.5,614.0,451.5,162.5,5.5,14.5,376.0,530.0,81.5,1595.5,498870.0,42.73,39.93,20.5,56.15,42.89,7.86,32.0,2350.5,2336.0,2335.0,73.88,27.78,66.53,38.7,51.39,36.83,21.99,2.0,1.0,450.0,51.575,2422.0,1794.5,627.5,23.0,53.5,734.5,483.5,251.0,5.5,19.0,410.0,520.0,68.0,1703.5,525589.5,35.25,42.88,28.57,58.05,47.85,4.93,58.0,2325.0,2083.0,2503.5,73.99,32.75,65.09,36.25,46.76,35.71,21.22,1.0,2.0
2.0,6.0,7.0,6.0,445.0,52.43,2384.5,1833.0,551.5,21.0,49.5,608.5,429.0,179.5,4.5,16.0,360.5,244.5,20.0,1603.0,483673.5,43.13,43.68,16.01,59.17,46.1,6.29,40.0,2727.5,2434.5,3007.0,75.04,29.95,63.13,41.63,42.12,42.61,23.16,0.5,0.5,425.0,51.385000000000005,2464.0,1884.0,580.0,25.0,51.0,386.0,260.5,125.5,3.5,10.5,352.0,630.5,89.0,1638.5,497926.0,40.33,43.08,19.47,63.1,41.06,7.2,31.0,2814.5,2697.5,2910.5,76.0,29.84,69.33,32.22,51.92,34.68,17.3,0.5,0.5
1.0,9.0,8.0,2.0,359.5,48.78,1909.5,1428.0,481.5,17.5,43.5,489.5,263.0,226.5,3.5,20.0,118.5,250.5,36.0,1508.0,477582.0,48.48,41.32,13.48,51.25,45.24,3.94,28.5,2352.0,2150.5,2542.5,73.95,32.56,55.73,47.35,38.39,35.36,30.41,0.5,0.5,476.5,52.71,2605.0,1994.5,610.5,23.5,56.0,396.5,200.0,196.5,2.5,18.0,330.5,375.5,55.0,1648.5,521195.5,38.88,39.94,26.01,48.94,49.54,5.68,101.5,2131.5,1949.5,2308.5,75.87,36.04,68.45,32.23,55.73,30.57,20.0,0.5,0.5
1.0,2.0,12.0,5.0,344.0,45.68,1204.0,805.0,399.0,9.0,32.0,129.5,45.5,84.0,1.0,7.5,106.5,106.5,56.0,1398.0,284548.5,57.33,35.43,15.73,53.87,46.61,4.56,25.5,2531.0,2367.5,2634.0,74.52,35.49,77.28,25.41,65.88,29.69,12.59,0.5,1.5,439.5,55.745000000000005,1710.5,1347.0,363.5,16.5,34.5,473.5,355.0,118.5,4.5,11.5,264.0,334.0,101.0,1570.0,325940.0,48.05,39.22,18.31,64.23,32.47,9.14,18.0,2542.0,2325.0,2770.5,86.88,22.71,56.52,48.9,40.25,33.03,33.15,1.5,0.5
3.0,6.0,12.0,2.0,396.0,53.98,2726.5,2048.5,678.0,26.5,60.5,501.0,299.0,202.0,4.5,17.5,276.5,545.5,137.5,1493.5,614330.0,48.61,41.23,16.74,54.67,46.88,5.16,81.5,2399.5,2301.0,2475.5,75.19,27.78,67.3,38.48,53.71,33.53,22.68,1.0,0.5,437.0,47.150000000000006,3147.0,2352.5,794.5,26.0,68.0,573.0,364.5,208.5,4.0,15.5,377.0,257.0,38.0,1579.0,646107.5,45.27,42.43,19.27,56.53,46.45,4.78,104.5,2548.5,2376.5,2734.0,74.79,29.43,67.16,37.36,50.65,31.44,23.33,0.5,1.0
4.0,8.0,9.0,2.0,417.0,53.465,2247.0,1760.5,486.5,22.0,45.5,412.0,302.5,109.5,3.5,11.5,336.5,448.5,60.0,1587.5,509726.0,40.96,44.41,15.36,57.79,36.99,5.53,57.5,2562.0,2476.0,2618.5,76.7,24.52,70.53,32.02,51.01,36.09,17.97,0.5,2.0,434.5,47.78,2511.0,1985.0,526.0,22.5,45.5,453.0,265.0,188.0,3.0,16.5,300.0,275.5,38.0,1533.0,496073.5,48.97,37.72,15.2,59.5,38.78,5.32,61.5,2386.0,2086.5,2643.5,77.34,28.33,69.15,42.43,50.07,41.06,21.11,2.0,0.5
4.0,9.0,15.0,3.0,406.0,51.245000000000005,2807.0,2163.0,644.0,27.0,58.0,424.0,288.5,135.5,3.0,12.5,460.5,482.5,21.0,1542.5,610963.5,48.92,35.85,24.13,55.28,45.28,3.5,54.0,2454.5,2300.5,2532.0,77.19,24.38,71.97,29.25,54.57,29.66,17.4,1.0,2.0,452.0,45.39,3170.0,2340.5,829.5,26.5,71.5,507.0,213.0,294.0,2.5,22.5,504.0,335.5,36.0,1671.5,662976.5,36.09,45.19,20.2,56.2,43.96,6.84,100.5,2387.0,2271.5,2514.5,74.97,30.1,60.91,41.02,39.81,38.34,23.97,2.0,1.0
3.0,8.0,7.0,1.0,400.0,56.725,2314.0,1717.0,597.0,22.0,54.0,684.0,457.5,226.5,5.5,21.0,320.0,467.5,72.5,1607.0,520093.0,42.58,43.13,20.53,54.52,41.37,5.47,42.0,2376.0,2248.0,2566.5,82.56,29.05,59.13,43.6,42.51,31.76,29.55,1.5,0.0,478.0,51.36,2575.5,1928.0,647.5,24.0,57.5,625.5,447.0,178.5,5.0,16.5,490.5,404.5,39.5,1598.0,511476.5,46.38,36.09,26.51,59.71,40.99,2.56,67.5,2444.5,2351.0,2508.5,74.94,27.6,74.23,31.88,56.51,29.45,18.31,0.0,1.5
