goals-a,shots-a,shots conceded-a,goals conceded-a,bpm-a,avg boost amount-a,amount collected-a,amount collected big pads-a,amount collected small pads-a,count collected big pads-a,count collected small pads-a,amount stolen-a,amount stolen big pads-a,amount stolen small pads-a,count stolen big pads-a,count stolen small pads-a,amount used while supersonic-a,amount overfill total-a,amount overfill stolen-a,avg speed-a,total distance-a,percentage slow speed-a,percentage boost speed-a,percentage supersonic speed-a,percentage on ground-a,percentage low in air-a,percentage high in air-a,count powerslide-a,avg distance to ball-a,avg distance to ball has possession-a,avg distance to ball no possession-a,percentage behind ball-a,percentage in front of ball-a,percentage defensive half-a,percentage offensive half-a,percentage defensive third-a,percentage neutral third-a,percentage offensive third-a,demos inflicted-a,demos taken-a,bpm-b,avg boost amount-b,amount collected-b,amount collected big pads-b,amount collected small pads-b,count collected big pads-b,count collected small pads-b,amount stolen-b,amount stolen big pads-b,amount stolen small pads-b,count stolen big pads-b,count stolen small pads-b,amount used while supersonic-b,amount overfill total-b,amount overfill stolen-b,avg speed-b,total distance-b,percentage slow speed-b,percentage boost speed-b,percentage supersonic speed-b,percentage on ground-b,percentage low in air-b,percentage high in air-b,count powerslide-b,avg distance to ball-b,avg distance to ball has possession-b,avg distance to ball no possession-b,percentage behind ball-b,percentage in front of ball-b,percentage defensive half-b,percentage offensive half-b,percentage defensive third-b,percentage neutral third-b,percentage offensive third-b,demos inflicted-b,demos taken-b
0.0,2.0,7.0,4.0,395.0,49.225,1338.0,988.5,349.5,12.0,31.0,258.5,150.0,108.5,1.5,9.5,127.0,161.5,0.0,1486.5,297544.0,61.47,45.07,17.68,70.57,42.78,7.65,25.5,2469.5,2049.5,2743.5,72.05,37.83,76.01,37.63,57.41,33.7,21.85,0.0,1.5,449.0,54.925,1593.0,1062.5,530.5,15.0,47.5,476.0,225.0,251.0,3.0,22.0,375.5,414.5,80.0,1619.0,330083.0,41.16,45.67,17.99,65.84,34.75,4.24,32.5,2591.0,2506.5,2767.5,85.43,20.17,62.33,38.68,47.09,35.96,25.94,1.5,0.0
2.0,12.0,5.0,3.0,407.0,49.870000000000005,2733.0,2084.5,648.5,24.0,60.0,558.0,204.0,354.0,2.5,32.0,418.5,343.0,59.5,1562.5,587858.5,46.64,46.47,20.23,62.71,41.98,4.77,55.0,2735.5,2583.5,2915.5,76.74,31.23,48.5,55.18,35.19,35.97,35.78,1.0,0.5,425.0,50.935,2772.5,2231.5,541.0,27.0,47.5,100.5,31.0,69.5,0.5,6.5,608.0,436.0,19.5,1451.5,543308.5,55.97,37.48,15.8,68.32,34.0,5.77,59.0,2266.5,2160.0,2303.0,71.35,29.6,80.04,22.55,65.74,29.96,10.41,0.5,1.0
4.0,8.0,7.0,3.0,405.0,54.91,2398.0,1966.0,432.0,24.0,43.0,517.5,393.5,124.0,4.5,12.5,236.5,385.0,47.5,1491.5,506257.5,54.86,42.9,15.9,61.07,40.24,4.14,57.5,2665.0,2505.0,2797.0,80.1,27.55,66.03,34.15,49.83,32.87,23.17,0.5,2.0,366.0,51.295,2249.0,1763.5,485.5,21.0,45.0,539.0,368.5,170.5,4.5,15.0,344.5,356.0,82.5,1484.5,504521.0,53.92,38.84,13.49,68.39,41.47,4.43,71.0,2322.5,2104.5,2545.0,76.52,31.64,69.82,38.21,55.85,34.88,20.91,2.0,0.5
0.0,3.0,4.0,3.0,388.5,51.76,1796.5,1438.5,358.0,18.5,31.5,359.0,263.0,96.0,3.0,8.0,257.5,317.0,29.0,1505.5,391100.0,51.66,42.31,19.8,60.09,41.27,5.78,39.5,2353.5,2018.0,2576.0,74.16,33.97,70.21,39.7,55.0,29.43,23.8,1.5,0.0,374.0,49.065,1673.5,1165.5,508.0,17.0,44.0,485.5,287.0,198.5,3.5,17.5,137.5,542.0,62.0,1535.5,392484.0,49.75,43.56,14.37,66.61,37.73,2.59,38.0,2429.0,2337.5,2523.5,79.0,22.19,61.26,43.22,42.74,39.22,24.74,0.0,1.5
5.0,12.0,12.0,4.0,388.0,48.73,2586.0,1950.5,635.5,24.5,57.0,678.0,406.5,271.5,4.5,25.0,367.0,420.0,44.5,1499.5,602997.0,58.19,41.15,17.84,64.14,38.65,4.97,69.5,2634.5,2470.5,2764.5,80.46,27.43,62.94,37.96,48.81,32.28,23.01,1.5,0.5,426.0,47.835,2999.0,2303.0,696.0,29.5,59.0,526.5,341.5,185.0,4.0,15.5,439.0,568.5,58.5,1541.5,618335.5,48.58,40.61,18.47,61.28,40.7,10.09,74.0,2342.0,2020.0,2668.5,73.03,31.91,66.45,34.17,50.68,36.19,20.5,0.5,1.5
5.0,10.0,8.0,2.0,387.5,55.805,1854.0,1539.0,315.0,18.5,32.0,311.5,191.5,120.0,2.0,12.5,273.0,313.5,14.5,1492.5,397995.5,56.76,37.72,18.53,67.61,43.07,7.68,39.0,2548.5,2499.5,2605.5,80.41,22.49,65.43,42.83,48.17,32.36,27.86,0.0,1.0,411.5,47.66,1986.5,1484.5,502.0,16.5,44.5,275.5,158.5,117.0,2.0,11.0,317.0,147.5,40.5,1439.5,384069.5,54.37,37.82,18.15,64.59,40.42,3.39,42.0,2335.0,1974.5,2449.0,69.86,30.46,70.88,33.11,50.89,32.21,19.55,1.0,0.0
6.0,10.0,7.0,5.0,353.0,52.24,2475.5,1907.0,568.5,24.0,52.5,407.0,260.5,146.5,4.0,13.0,312.0,421.0,103.5,1466.0,538508.0,57.08,38.64,17.45,62.69,35.92,4.36,66.5,2473.0,2619.0,2273.0,76.67,26.59,70.58,35.45,54.33,30.53,23.02,1.0,0.0,366.0,41.395,2314.5,1586.5,728.0,18.0,59.0,584.5,310.5,274.0,3.5,20.0,236.0,217.0,39.0,1478.5,529180.0,52.48,39.06,12.49,61.65,39.98,1.92,67.5,2128.0,1936.0,2304.5,76.06,24.26,61.9,40.81,45.92,39.06,23.41,0.0,1.0
0.0,4.0,6.0,1.0,423.0,56.48,2177.5,1685.5,492.0,21.0,41.5,565.0,334.0,231.0,4.5,18.0,282.5,344.5,97.5,1508.0,460666.0,57.14,40.26,21.78,68.17,42.2,3.21,66.0,2369.0,2265.5,2477.0,74.13,32.95,51.49,49.02,37.55,33.99,31.46,1.0,0.5,359.0,48.21,1892.0,1380.5,511.5,16.0,44.5,334.0,210.5,123.5,2.5,11.0,114.5,228.0,44.0,1376.0,418698.5,66.16,39.39,11.64,65.43,39.35,5.29,53.0,2231.0,2012.5,2398.0,80.16,25.81,74.51,30.32,58.7,30.23,17.38,0.5,1.0
1.0,9.0,11.0,4.0,417.5,46.23,1972.0,1519.0,453.0,19.0,41.5,455.5,274.0,181.5,4.0,17.0,279.0,335.5,110.5,1522.5,424491.5,52.68,45.72,19.07,65.19,38.16,6.83,40.0,2800.5,2504.5,2974.5,74.13,37.14,54.67,45.38,41.46,38.71,29.72,0.0,2.0,396.5,49.415,1928.5,1436.0,492.5,18.0,44.0,327.5,183.0,144.5,2.0,12.5,326.5,334.5,19.0,1625.0,462022.5,44.69,46.35,20.95,59.69,39.45,5.64,69.0,2262.5,2100.5,2444.0,77.25,33.55,73.51,31.32,58.49,30.66,18.72,2.0,0.0
2.0,4.0,9.0,3.0,403.0,53.98,2722.5,2122.5,600.0,26.0,55.0,640.5,476.5,164.0,6.0,15.5,401.5,358.5,128.0,1516.0,573675.0,51.76,40.62,18.01,66.14,42.36,2.26,57.0,2552.5,2386.0,2641.5,76.46,34.28,65.04,37.94,48.16,42.77,20.79,2.0,0.0,351.5,53.445,2320.0,1626.5,693.5,19.5,58.0,557.0,369.5,187.5,5.0,16.0,177.0,310.5,88.0,1514.5,562722.0,48.85,41.2,11.65,61.27,37.06,7.56,90.0,2250.5,2153.5,2251.5,79.3,22.44,68.09,36.27,49.78,35.92,19.74,0.0,2.0
4.0,13.0,4.0,1.0,423.5,50.135,1963.5,1497.0,466.5,17.0,32.0,260.5,142.0,118.5,1.5,8.5,353.5,200.0,12.0,1552.5,408971.0,50.5,43.32,19.84,66.44,41.92,4.47,31.0,2533.5,2400.0,2732.0,82.15,22.67,54.81,45.44,40.93,31.83,29.71,0.0,0.5,428.5,46.725,1970.5,1567.0,403.5,19.0,33.0,250.0,147.5,102.5,1.5,9.5,247.5,289.0,8.0,1547.5,408921.5,44.35,41.82,17.41,51.46,45.63,4.88,25.5,2360.0,1649.5,2870.5,74.04,36.99,70.97,29.68,61.51,24.48,20.56,0.5,0.0
3.0,9.0,6.0,2.0,407.0,52.875,2384.5,1891.5,493.0,22.5,45.5,501.0,321.5,179.5,3.5,16.0,311.0,326.5,20.0,1486.5,492660.5,58.93,42.14,18.91,68.75,42.22,5.88,48.0,2361.5,2253.5,2479.5,77.74,24.82,68.24,35.1,52.05,31.53,19.83,1.0,0.0,339.5,52.225,1988.5,1374.5,614.0,17.0,55.0,361.5,175.0,186.5,2.0,17.0,270.0,335.5,26.5,1528.0,501153.0,52.28,46.43,15.11,59.81,39.02,5.16,80.5,2496.0,2436.0,2591.0,82.88,22.4,65.84,37.63,48.22,35.65,21.78,0.0,1.0
5.0,12.0,11.0,4.0,383.0,46.03,3371.0,2656.0,715.0,30.5,66.0,371.5,101.0,270.5,1.5,24.5,425.5,336.0,48.5,1479.0,724484.5,57.74,40.52,18.22,67.21,44.11,4.64,63.5,2641.0,2448.5,2811.5,74.92,27.25,66.91,34.0,50.02,32.55,21.72,0.5,2.5,389.5,53.25,3458.5,2779.0,679.5,36.5,61.5,565.5,365.0,200.5,6.5,18.5,439.5,906.0,292.5,1488.0,727462.5,49.6,41.02,12.22,63.86,40.34,4.14,71.5,2676.5,2449.5,2916.0,77.03,32.85,67.76,35.73,51.83,30.11,21.97,2.5,0.5
2.0,4.0,9.0,1.0,402.5,51.735,2146.5,1742.0,404.5,20.5,36.0,500.5,348.5,152.0,4.0,13.5,262.5,306.0,58.0,1438.5,457231.0,58.17,40.62,16.51,66.89,40.27,7.4,53.0,2432.0,2327.5,2614.5,73.52,28.61,67.33,37.98,52.14,31.17,24.13,1.5,0.5,348.5,50.025,1927.0,1260.5,666.5,16.0,58.0,571.0,319.5,251.5,3.5,22.0,246.0,322.0,37.0,1500.5,471327.5,49.31,41.12,12.43,68.21,35.69,2.7,76.5,2427.5,2179.0,2600.5,78.58,24.06,58.75,42.55,43.36,33.8,25.7,0.5,1.5
1.0,9.0,8.0,3.0,403.0,54.2,2373.5,1953.0,420.5,24.0,39.0,553.5,376.0,177.5,4.0,15.5,411.0,325.5,26.0,1500.0,489882.0,54.14,38.92,19.53,59.46,38.09,5.21,62.5,2445.5,2466.0,2436.0,72.9,28.84,59.37,41.05,43.87,34.74,26.29,2.0,0.0,315.0,51.415,1764.0,1215.0,549.0,15.5,49.0,419.0,224.5,194.5,3.5,17.0,160.0,350.5,133.5,1349.0,432160.5,59.89,41.02,8.41,57.25,41.32,4.52,51.0,2328.0,2233.5,2402.5,81.14,19.38,67.49,35.51,51.57,29.97,22.14,0.0,2.0
2.0,8.0,3.0,0.0,411.0,54.325,2176.0,1749.5,426.5,20.5,39.5,262.0,121.0,141.0,1.5,12.0,420.0,246.5,0.0,1580.5,493760.0,47.97,46.01,20.7,65.27,46.59,4.24,43.0,2478.5,2373.5,2622.0,77.08,23.99,58.5,42.06,40.54,44.82,28.22,2.0,0.5,330.5,56.775000000000006,1774.5,1306.0,468.5,18.5,41.5,279.0,181.0,98.0,3.0,9.5,379.0,556.5,121.5,1443.0,441212.5,53.3,37.45,13.74,69.84,29.98,1.82,24.5,2363.0,2267.0,2442.0,77.63,28.12,73.42,33.19,60.88,28.41,19.88,0.5,2.0
3.0,13.0,11.0,2.0,408.0,51.825,2230.0,1808.5,421.5,21.5,37.0,286.0,120.5,165.5,1.5,14.0,279.5,291.0,31.0,1463.0,480556.5,58.1,40.79,18.05,63.07,46.29,3.98,43.0,2563.5,2397.0,2662.0,82.03,26.25,67.72,38.98,53.3,29.67,23.83,1.0,0.0,383.0,50.455,2038.0,1641.5,396.5,21.0,36.0,460.5,306.5,154.0,4.0,14.5,490.5,475.0,100.5,1471.0,475912.5,54.42,40.83,12.73,64.56,42.47,4.61,21.5,2133.5,1935.0,2338.5,76.65,29.95,61.74,39.58,47.69,27.33,28.85,0.0,1.0
2.0,4.0,3.0,1.0,381.5,54.685,2210.5,1805.0,405.5,21.5,37.0,592.0,443.5,148.5,5.5,13.5,189.0,282.0,55.5,1399.0,445223.0,57.46,39.48,10.96,65.9,40.72,8.46,47.5,2482.0,2296.0,2678.5,78.62,29.09,62.85,39.88,47.15,30.24,24.91,0.5,1.5,316.5,60.52,1836.5,1371.5,465.0,18.5,42.0,363.0,211.5,151.5,2.5,13.5,319.5,507.0,44.5,1337.0,428605.5,62.16,32.5,9.3,65.06,31.12,6.18,23.0,2351.5,2224.5,2466.0,77.09,28.15,65.31,37.02,46.47,37.47,20.23,1.5,0.5
0.0,6.0,6.0,5.0,367.5,49.135000000000005,1460.5,1165.0,295.5,15.5,26.0,228.0,104.5,123.5,1.5,11.0,178.0,316.5,46.0,1490.5,337703.5,58.3,41.81,19.29,58.81,40.32,5.86,31.5,2557.5,2232.5,2849.0,69.09,31.62,62.69,40.23,47.08,34.54,22.24,1.0,2.5,383.0,47.78,1589.0,1163.0,426.0,13.5,38.5,506.0,344.5,161.5,3.5,14.0,208.5,201.0,5.5,1569.0,360850.0,48.85,40.13,19.71,60.17,37.94,5.21,30.0,2259.5,2272.5,2298.5,76.93,29.97,66.17,37.81,53.05,26.8,24.85,2.5,1.0
4.0,10.0,10.0,3.0,383.5,51.63,2560.5,2044.5,516.0,26.0,43.0,591.5,391.0,200.5,4.5,14.5,300.0,498.5,39.5,1580.0,565606.5,46.36,45.89,17.5,60.75,41.89,3.18,49.0,2707.0,2680.5,2720.5,78.81,25.41,58.99,42.43,41.49,35.52,26.62,0.5,0.5,366.5,51.81,2325.5,1787.0,538.5,22.5,48.5,244.0,150.0,94.0,1.5,9.0,330.5,446.0,5.5,1476.0,523846.0,62.75,42.57,19.59,63.26,36.45,5.73,33.0,2396.5,2308.0,2472.5,73.14,28.06,76.98,25.97,61.68,27.54,16.05,0.5,0.5
2.0,6.0,8.0,3.0,373.5,53.150000000000006,2434.5,1938.0,496.5,24.0,45.5,387.0,199.0,188.0,3.0,16.5,181.0,410.5,95.5,1478.0,520196.5,60.93,44.42,16.51,67.69,42.97,4.91,46.0,2565.5,2601.0,2498.0,72.93,28.29,69.28,31.97,53.1,31.62,19.11,0.5,0.5,404.5,55.09,2468.0,1918.0,550.0,24.5,50.0,338.5,165.0,173.5,2.5,15.5,160.0,565.5,85.5,1524.0,539431.5,56.53,45.8,17.2,63.01,48.57,6.66,37.5,2530.0,2167.0,2792.0,79.01,30.7,59.73,42.92,44.67,34.22,25.3,0.5,0.5
2.0,6.0,9.0,3.0,396.5,48.8,2330.5,1857.5,473.0,22.0,42.0,672.0,434.0,238.0,5.0,21.5,204.0,334.5,49.5,1449.0,481182.5,60.01,36.84,17.96,69.05,46.55,6.66,56.0,2332.5,2196.0,2468.0,74.41,30.1,63.67,46.37,48.0,33.08,31.27,1.0,0.0,365.0,49.135000000000005,2208.5,1699.0,509.5,19.5,44.5,399.5,263.5,136.0,3.5,11.5,253.5,268.5,85.5,1425.0,469650.5,54.59,37.44,9.66,59.88,39.07,5.17,53.5,2491.5,2355.0,2627.0,72.5,29.72,65.45,35.44,50.48,29.78,20.52,0.0,1.0
6.0,8.0,11.0,5.0,399.0,50.04,3219.5,2525.0,694.5,28.5,61.5,593.5,400.0,193.5,4.0,17.0,468.0,287.5,5.5,1480.0,674891.0,58.77,41.77,16.29,68.22,43.23,4.61,81.0,2543.0,2455.5,2627.0,73.79,27.53,68.25,38.03,51.42,33.32,22.06,1.5,1.0,454.0,49.925,3835.5,3211.0,624.5,37.5,57.0,824.5,626.0,198.5,7.0,18.5,424.5,539.5,74.5,1560.0,711232.5,44.54,45.38,16.14,56.53,41.68,2.93,101.5,2669.5,2400.0,2900.0,70.16,30.02,62.21,40.9,45.32,32.38,24.94,1.0,1.5
4.0,8.0,7.0,1.0,463.0,53.59,1735.5,1378.0,357.5,16.5,33.0,326.5,226.5,100.0,2.5,9.5,301.0,213.0,25.0,1655.5,366295.0,41.91,41.26,22.16,57.66,39.66,6.35,30.5,2910.0,2396.0,3323.5,78.26,24.69,68.0,38.37,52.3,38.48,19.87,1.0,0.5,423.0,55.260000000000005,1651.0,1292.5,358.5,15.5,31.5,280.5,158.0,122.5,2.0,10.5,34.5,270.0,44.5,1498.5,328486.0,51.54,46.43,10.86,60.25,38.08,5.47,51.0,2709.0,2432.5,2811.0,72.31,33.52,67.97,35.4,52.03,31.45,19.77,0.5,1.0
5.0,6.0,7.0,2.0,410.0,46.66,1919.0,1470.5,448.5,16.5,37.5,368.5,256.5,112.0,3.0,10.0,152.0,185.5,42.5,1537.0,404284.5,49.37,45.58,15.08,65.22,40.08,6.52,49.0,2664.0,2566.5,2737.0,72.49,30.77,65.32,36.63,48.42,29.39,23.08,0.0,0.0,400.5,47.995000000000005,1848.0,1406.5,441.5,17.0,40.0,471.5,325.0,146.5,4.0,14.5,286.5,307.0,82.5,1537.5,404035.0,52.07,39.23,15.06,67.2,42.62,3.27,41.5,2483.0,2379.0,2539.5,76.01,28.33,67.42,37.52,49.62,34.07,22.17,0.0,0.0
3.0,4.0,2.0,0.0,457.5,51.22,1338.5,1040.0,298.5,12.5,26.5,263.0,184.0,79.0,2.0,7.0,208.5,141.5,3.0,1578.0,271620.5,48.39,43.34,19.54,52.67,46.84,3.2,32.0,2720.5,2651.0,2822.0,83.71,27.16,68.83,45.44,51.43,32.16,30.47,1.0,0.5,453.0,52.16,1373.5,958.5,415.0,11.5,30.5,152.0,81.5,70.5,1.0,6.5,146.5,206.5,20.0,1574.0,267807.0,53.15,42.87,20.3,61.28,38.95,5.95,43.0,2636.0,2220.5,2881.0,72.61,31.37,78.91,30.29,60.45,32.16,16.44,0.5,1.0
4.0,4.0,13.0,7.0,396.5,46.870000000000005,2146.0,1615.5,530.5,19.5,46.0,451.5,313.5,138.0,3.5,13.0,282.5,334.5,39.0,1512.5,474947.5,54.28,38.27,15.38,56.21,41.0,7.56,35.5,2417.0,2295.5,2536.0,74.36,30.52,69.69,33.06,54.1,32.97,18.76,1.5,2.0,435.0,46.645,2583.0,2086.0,497.0,26.0,44.5,560.5,378.0,182.5,5.0,16.0,377.0,517.0,121.0,1561.5,495249.5,52.5,32.89,21.85,61.72,42.22,7.13,36.0,2639.0,2545.5,2714.0,79.49,28.99,61.65,40.28,44.83,35.99,25.24,2.0,1.5
4.0,9.0,11.0,5.0,434.0,45.64,2718.0,2213.0,505.0,25.5,46.0,300.5,131.5,169.0,2.0,15.0,347.5,275.5,31.0,1575.0,547507.0,45.44,44.1,14.58,59.22,43.59,3.13,62.0,2640.5,2627.5,2659.0,77.52,30.6,72.67,32.67,54.99,33.38,16.27,1.0,1.0,409.0,48.02,2692.5,2083.5,609.0,25.0,51.0,566.0,312.5,253.5,3.5,19.0,305.0,411.5,36.5,1579.5,547816.0,45.65,50.39,16.55,57.98,39.49,5.24,45.5,2689.5,2507.0,2891.5,74.64,25.39,63.35,40.19,45.63,35.29,23.55,1.0,1.0
1.0,5.0,8.0,4.0,411.0,50.515,2310.0,1809.0,501.0,22.0,46.5,458.0,348.5,109.5,4.5,10.0,271.0,289.0,60.5,1494.5,484119.5,53.63,40.87,20.3,65.64,45.15,3.13,54.5,2735.5,2493.5,2979.5,72.24,29.45,66.08,39.36,48.6,39.59,23.79,0.0,2.0,426.0,49.86,2463.0,1923.5,539.5,25.0,44.0,348.0,240.0,108.0,4.0,9.5,287.5,577.0,159.0,1566.0,520967.0,42.74,45.46,16.66,58.18,43.39,5.23,48.5,2363.5,2171.0,2583.5,77.4,30.51,70.15,40.85,51.51,36.02,23.26,2.0,0.0
1.0,3.0,12.0,6.0,402.0,49.045,1386.5,1125.5,261.0,13.5,23.5,266.0,168.0,98.0,2.0,9.0,113.0,184.0,13.5,1429.0,256502.0,59.83,36.64,15.95,62.99,40.5,3.04,28.0,2761.0,2609.5,2860.0,70.81,34.67,73.04,31.85,56.86,31.56,17.22,0.5,1.0,477.5,48.355,1624.5,1266.5,358.0,14.5,34.5,229.0,103.0,126.0,1.5,12.0,218.0,182.0,58.5,1616.0,297679.5,43.44,42.48,22.68,57.1,46.7,7.01,41.0,3052.0,2902.0,3245.5,80.68,19.77,69.3,39.07,52.97,40.66,19.0,1.0,0.5
5.0,10.0,7.0,4.0,412.5,48.855,2623.5,1974.0,649.5,23.5,59.0,507.0,313.0,194.0,3.5,17.0,328.5,362.5,28.5,1547.5,546220.0,50.72,39.98,17.03,58.35,41.32,2.32,59.0,2431.0,2297.0,2568.5,72.4,27.77,65.08,34.98,49.03,36.2,20.94,1.0,1.0,402.5,48.875,2641.5,2017.5,624.0,24.0,54.0,573.5,430.0,143.5,5.5,14.5,304.5,399.5,130.5,1505.0,531011.5,52.86,38.99,14.67,59.85,39.3,5.52,56.5,2427.5,2253.0,2584.5,80.18,28.36,67.24,36.33,51.42,31.54,21.77,1.0,1.0
0.0,4.0,12.0,3.0,432.0,49.05,2205.0,1743.5,461.5,20.0,40.5,476.5,288.5,188.0,3.5,16.5,444.5,220.0,46.5,1517.5,479589.0,54.34,44.71,19.53,64.37,46.57,3.35,43.0,2393.5,2232.5,2511.0,70.35,33.85,67.22,33.58,51.65,30.5,20.47,1.5,1.0,389.0,56.09,2167.5,1591.0,576.5,20.5,53.5,386.0,188.0,198.0,3.0,18.5,242.5,484.0,115.0,1533.0,481118.5,46.45,44.67,14.8,62.72,37.89,3.36,76.0,2547.5,2378.5,2771.5,79.18,30.0,60.72,49.64,44.27,37.99,28.61,1.0,1.5
3.0,5.0,6.0,0.0,383.5,51.68,2066.5,1535.0,531.5,18.5,44.5,341.0,144.5,196.5,1.5,14.0,287.0,262.0,3.0,1512.5,457676.5,55.01,39.73,19.56,66.65,44.6,3.69,46.0,2643.5,2345.0,2923.0,82.93,25.97,62.15,40.48,46.3,35.9,24.39,0.5,1.0,450.0,47.225,2320.0,1828.0,492.0,22.0,44.5,422.5,271.5,151.0,3.5,13.5,364.5,379.0,77.5,1457.0,439820.0,54.85,34.86,16.96,64.71,42.63,5.46,38.0,2219.0,1928.5,2492.0,68.65,36.66,63.55,36.61,48.26,36.64,21.67,1.0,0.5
1.0,2.0,7.0,5.0,417.0,50.005,1591.5,1304.0,287.5,15.0,25.5,79.0,23.5,55.5,0.5,5.5,244.5,138.0,26.0,1533.5,319905.5,55.16,43.14,19.83,68.15,44.08,5.25,27.0,2624.5,2605.0,2581.0,77.84,28.87,79.48,22.31,66.92,29.01,12.5,0.0,0.0,393.5,56.3,1573.5,1194.0,379.5,15.0,35.5,233.0,119.5,113.5,2.5,10.5,116.5,335.5,140.5,1547.5,322678.0,45.98,47.75,16.21,67.46,43.96,4.18,26.5,2849.5,2647.5,2981.5,85.01,24.6,64.64,39.37,44.47,36.18,22.57,0.0,0.0
2.0,6.0,7.0,3.0,415.5,51.825,2511.5,1932.5,579.0,23.5,47.5,437.0,295.5,141.5,3.5,12.5,327.0,342.0,34.0,1476.0,513024.0,56.85,41.42,16.43,65.39,40.88,7.01,52.5,2548.5,2384.0,2720.0,72.08,30.09,73.83,30.65,52.53,37.48,15.91,1.5,0.5,432.5,48.435,2538.0,1710.0,828.0,22.5,71.0,696.0,422.5,273.5,6.0,24.0,328.5,561.0,184.5,1579.5,543091.0,49.98,47.36,18.99,65.05,36.1,7.25,81.5,2460.5,2151.0,2720.0,79.22,28.37,57.4,43.15,39.86,37.02,26.13,0.5,1.5
4.0,10.0,4.0,0.0,381.5,49.725,1998.5,1641.5,357.0,19.5,34.5,382.0,275.0,107.0,3.5,10.0,280.5,207.0,51.5,1492.5,449109.5,50.68,42.03,18.81,58.62,39.63,3.77,45.0,2802.5,2732.0,2901.0,79.85,26.12,64.9,36.37,47.52,32.9,21.06,0.5,1.0,418.0,52.040000000000006,2281.0,1767.5,513.5,22.0,43.5,532.0,380.5,151.5,4.0,13.5,190.5,440.5,21.5,1514.5,458139.0,46.17,45.23,14.56,53.89,43.99,4.66,33.0,2474.0,2038.5,2865.0,70.85,36.32,66.36,39.73,49.59,35.79,23.91,1.0,0.5
0.0,4.0,8.0,3.0,410.5,53.355,2017.0,1604.5,412.5,19.0,37.0,568.5,443.5,125.0,5.0,11.5,214.0,253.0,67.0,1459.5,407842.5,61.28,48.96,15.01,64.66,48.87,5.17,40.0,2550.5,2431.0,2605.0,70.13,33.23,60.92,39.97,46.31,41.74,26.58,0.5,0.0,336.0,50.06,1724.0,1270.5,453.5,15.5,41.0,426.0,305.0,121.0,4.0,12.0,128.0,297.0,105.0,1410.5,391897.0,58.13,38.09,15.99,60.01,45.04,5.46,41.5,2185.0,1929.5,2503.0,79.74,23.08,71.61,40.84,54.55,31.83,25.57,0.0,0.5
4.0,10.0,9.0,5.0,369.5,48.14,2235.5,1675.0,560.5,21.5,46.0,339.0,198.5,140.5,3.0,13.0,329.5,329.0,104.0,1479.0,515448.0,57.06,40.07,16.91,69.88,44.24,4.67,43.0,2567.5,2186.5,2725.5,79.0,26.06,68.5,39.87,52.05,32.1,26.22,0.5,1.0,379.5,50.795,2354.0,1823.0,531.0,21.5,45.5,253.0,110.0,143.0,1.5,12.0,349.0,312.0,40.0,1461.5,490829.5,56.1,36.12,14.52,67.26,34.62,5.03,83.5,2330.0,2246.0,2316.5,74.21,27.23,66.35,34.05,51.86,31.98,20.53,1.0,0.5
3.0,8.0,4.0,0.0,374.5,55.35,1577.0,1228.5,348.5,15.5,30.5,339.5,232.5,107.0,3.0,9.5,118.5,290.5,42.0,1503.0,381633.5,57.71,40.73,18.16,65.57,51.01,5.73,32.5,2525.0,2284.5,2705.0,84.15,26.77,69.09,42.14,51.9,35.46,27.42,0.5,1.0,380.0,56.445,1750.5,1396.5,354.0,19.0,32.5,402.5,271.0,131.5,4.0,13.0,456.0,514.0,134.0,1500.0,385746.0,50.74,44.2,12.17,75.05,26.02,4.14,34.5,2447.5,2236.0,2628.5,71.97,29.51,68.24,34.45,50.09,37.19,22.87,1.0,0.5
0.0,5.0,6.0,1.0,359.5,53.71,1897.0,1451.5,445.5,18.5,41.0,469.0,338.0,131.0,3.5,12.0,284.5,348.5,14.5,1420.0,433521.0,58.09,40.89,13.75,66.29,39.57,4.78,65.5,2257.5,2005.5,2477.0,75.44,33.13,66.82,35.1,51.89,34.66,20.21,0.5,1.5,409.0,56.85,2127.5,1588.0,539.5,20.0,50.5,477.0,263.5,213.5,3.0,19.5,186.0,444.5,38.5,1531.0,472307.5,44.88,48.81,12.13,59.13,38.6,6.63,57.5,2242.5,2116.5,2371.0,78.88,30.21,57.3,45.2,40.05,39.23,29.15,1.5,0.5
0.0,2.0,10.0,4.0,336.0,53.665,1237.0,1007.5,229.5,12.0,23.5,140.0,83.5,56.5,1.0,6.0,82.0,180.0,24.5,1463.5,297109.5,50.69,41.85,12.57,58.71,42.0,6.38,35.5,2594.5,2290.5,2869.0,75.97,37.71,77.01,26.8,62.61,31.3,13.75,0.0,0.0,414.0,53.815,1499.0,1153.5,345.5,15.0,30.5,230.5,95.0,135.5,1.5,12.5,187.5,349.5,57.0,1575.0,320908.5,53.52,46.59,21.91,63.4,40.04,7.34,30.5,2740.5,2572.5,2936.5,81.63,21.8,56.77,48.82,43.57,35.73,27.97,0.0,0.0
