goals-a,shots-a,shots conceded-a,goals conceded-a,bpm-a,avg boost amount-a,amount collected-a,amount collected big pads-a,amount collected small pads-a,count collected big pads-a,count collected small pads-a,amount stolen-a,amount stolen big pads-a,amount stolen small pads-a,count stolen big pads-a,count stolen small pads-a,amount used while supersonic-a,amount overfill total-a,amount overfill stolen-a,avg speed-a,total distance-a,percentage slow speed-a,percentage boost speed-a,percentage supersonic speed-a,percentage on ground-a,percentage low in air-a,percentage high in air-a,count powerslide-a,avg distance to ball-a,avg distance to ball has possession-a,avg distance to ball no possession-a,percentage behind ball-a,percentage in front of ball-a,percentage defensive half-a,percentage offensive half-a,percentage defensive third-a,percentage neutral third-a,percentage offensive third-a,demos inflicted-a,demos taken-a,bpm-b,avg boost amount-b,amount collected-b,amount collected big pads-b,amount collected small pads-b,count collected big pads-b,count collected small pads-b,amount stolen-b,amount stolen big pads-b,amount stolen small pads-b,count stolen big pads-b,count stolen small pads-b,amount used while supersonic-b,amount overfill total-b,amount overfill stolen-b,avg speed-b,total distance-b,percentage slow speed-b,percentage boost speed-b,percentage supersonic speed-b,percentage on ground-b,percentage low in air-b,percentage high in air-b,count powerslide-b,avg distance to ball-b,avg distance to ball has possession-b,avg distance to ball no possession-b,percentage behind ball-b,percentage in front of ball-b,percentage defensive half-b,percentage offensive half-b,percentage defensive third-b,percentage neutral third-b,percentage offensive third-b,demos inflicted-b,demos taken-b
5.0,9.0,8.0,4.0,393.5,51.53,2500.5,2012.5,488.0,24.0,44.0,316.5,132.5,184.0,2.0,16.0,195.0,323.5,35.0,1481.5,527612.0,59.71,41.28,15.33,64.43,44.97,9.56,55.0,2829.0,2764.0,2906.0,78.83,27.35,65.61,37.93,49.32,35.16,19.74,0.5,0.5,370.0,51.725,2418.0,1830.5,587.5,23.5,54.5,391.5,232.0,159.5,3.0,14.0,289.5,554.5,71.5,1480.0,525812.0,54.39,38.71,14.68,62.9,32.85,6.31,41.0,2590.5,2270.5,2872.0,77.95,29.88,70.78,31.08,53.14,32.86,16.17,0.5,0.5
4.0,6.0,6.0,2.0,369.0,57.06,2281.0,1715.5,565.5,22.5,52.0,546.5,331.0,215.5,4.5,19.0,196.0,401.5,48.0,1463.0,499059.0,58.64,37.5,17.56,64.99,42.96,6.02,61.0,2514.0,2638.0,2369.0,73.92,26.86,68.6,40.22,50.18,31.63,25.61,1.5,1.5,360.0,54.84,2244.0,1774.0,470.0,21.5,42.5,403.5,233.5,170.0,3.0,15.0,236.5,398.0,65.5,1463.5,498267.5,58.03,40.33,13.3,64.74,36.95,2.36,66.5,2317.5,2134.0,2448.0,75.74,34.7,61.32,39.78,48.03,28.4,25.17,1.5,1.5
3.0,5.0,8.0,1.0,366.0,52.145,2006.0,1476.5,529.5,18.0,47.0,149.5,50.0,99.5,0.5,10.0,245.0,247.5,12.5,1490.0,478588.5,55.15,42.24,19.99,59.21,40.81,4.4,49.0,2559.0,2599.5,2525.5,75.61,25.16,70.48,37.25,51.58,32.25,21.97,1.0,1.0,445.0,54.915,2427.0,1806.5,620.5,23.5,52.0,444.5,280.5,164.0,3.5,14.5,452.5,550.5,56.5,1588.0,506901.5,39.77,47.76,18.02,60.86,37.57,5.18,80.5,2620.0,2028.5,3112.5,70.88,30.56,64.05,38.69,45.56,36.31,21.98,1.0,1.0
5.0,8.0,8.0,4.0,407.5,51.55,2548.5,2004.5,544.0,23.0,51.5,595.0,407.0,188.0,5.0,17.5,429.0,266.5,87.5,1521.5,536806.5,50.86,42.47,17.85,63.76,45.63,6.86,47.0,2723.0,2746.5,2692.5,76.46,30.19,69.24,40.85,53.14,31.07,22.89,1.0,0.5,441.0,46.655,2766.0,1971.0,795.0,22.5,70.5,623.5,345.5,278.0,4.0,24.0,247.0,293.0,53.5,1514.5,532497.5,50.58,39.63,13.32,56.47,39.37,8.41,53.5,2472.0,2244.0,2662.0,72.0,28.36,68.3,37.93,49.33,32.83,22.22,0.5,1.0
5.0,8.0,5.0,2.0,416.5,51.185,1672.0,1294.0,378.0,16.5,34.5,314.5,182.5,132.0,2.5,11.5,294.5,191.0,23.0,1531.5,357887.5,61.6,42.31,22.04,66.32,43.73,7.23,28.0,2712.5,2481.5,2915.5,78.84,22.56,63.01,41.56,40.68,39.51,25.52,2.0,0.0,396.0,51.195,1589.5,1258.5,331.0,14.5,30.0,107.0,36.0,71.0,1.0,6.5,85.5,203.0,71.0,1409.5,319999.5,55.58,39.03,9.61,56.6,39.74,7.48,38.0,2594.5,2288.5,2862.5,70.57,33.89,70.83,31.12,58.42,29.59,19.16,0.0,2.0
4.0,10.0,4.0,3.0,432.0,51.85,2779.5,2085.0,694.5,24.0,61.0,499.5,254.5,245.0,3.5,21.5,292.0,292.5,103.5,1509.5,512080.0,53.32,39.13,19.02,64.75,41.03,8.18,48.5,2537.5,2450.5,2677.5,79.12,32.64,53.5,46.91,39.01,35.54,28.69,1.0,0.0,360.0,51.005,2209.0,1543.5,665.5,18.5,55.5,286.0,148.0,138.0,2.0,11.5,195.0,295.0,51.0,1472.0,493184.5,54.77,36.08,17.61,57.58,42.34,4.18,53.5,2791.5,2306.0,3079.0,75.99,25.39,76.03,25.25,62.89,24.92,14.78,0.0,1.0
5.0,10.0,6.0,3.0,380.5,49.005,2281.5,1735.5,546.0,20.0,49.0,472.0,302.5,169.5,3.5,15.5,266.5,219.5,13.5,1518.5,511733.5,54.43,44.46,17.35,65.62,45.96,5.69,39.5,2476.0,2399.5,2527.0,77.42,26.93,64.54,38.62,47.6,37.27,24.62,1.0,0.0,419.5,50.805,2421.5,1867.5,554.0,21.5,51.0,484.5,347.5,137.0,4.5,12.5,129.0,315.0,109.5,1506.5,504277.0,48.41,41.2,12.89,58.38,38.46,4.95,58.5,2694.0,2490.0,2793.0,74.83,27.54,67.44,36.63,52.97,34.14,18.12,0.0,1.0
2.0,5.0,10.0,7.0,397.5,50.805,1871.0,1497.0,374.0,17.5,33.0,259.0,186.5,72.5,2.0,6.5,247.5,193.5,13.0,1520.5,412003.0,54.87,40.7,19.73,60.47,43.81,1.37,37.0,2729.0,2492.0,2945.5,69.89,34.12,67.92,34.18,52.34,35.43,20.24,0.0,0.0,460.5,48.725,2332.0,1869.5,462.5,22.0,43.0,449.5,293.0,156.5,3.0,14.0,387.0,352.0,8.5,1605.5,432386.5,48.76,39.04,22.25,65.95,36.78,6.12,60.0,2739.5,2517.0,2977.0,82.69,18.17,69.01,34.19,50.6,33.96,19.15,0.0,0.0
2.0,10.0,10.0,3.0,387.5,57.41,2470.0,1864.0,606.0,25.0,57.0,592.0,429.5,162.5,6.0,16.0,257.0,530.5,109.0,1514.0,534779.0,52.77,41.47,20.04,65.91,38.71,6.94,48.5,2532.0,2502.5,2575.5,74.58,33.31,67.52,33.93,52.05,34.02,19.62,1.0,1.5,424.5,51.135,2654.5,2020.5,634.0,23.5,59.0,714.0,489.0,225.0,5.5,21.5,373.0,321.0,70.0,1592.0,565844.5,44.63,42.74,21.01,54.26,39.55,7.63,52.5,2576.5,2445.0,2710.0,72.8,27.51,63.23,42.77,48.14,33.66,24.75,1.5,1.0
3.0,9.0,8.0,2.0,407.0,53.275000000000006,2290.5,1751.5,539.0,22.5,48.5,575.5,441.5,134.0,5.5,11.5,307.0,458.0,106.5,1593.0,519251.5,45.08,44.52,19.09,57.22,40.69,7.15,58.5,2525.0,2377.5,2675.5,80.81,25.62,74.52,37.91,54.7,32.53,23.7,1.0,1.5,410.5,54.585,2407.5,1822.5,585.0,22.5,54.0,653.5,429.5,224.0,5.0,20.5,277.5,461.5,83.5,1537.5,498140.0,50.37,38.93,22.19,63.55,41.92,4.96,61.0,2156.0,2037.5,2278.0,73.04,30.48,63.72,39.92,47.33,30.61,27.75,1.5,1.0
1.0,11.0,5.0,0.0,369.0,54.535,1919.0,1342.0,577.0,18.0,52.0,514.0,321.5,192.5,4.0,18.0,197.5,396.5,76.5,1568.5,472801.0,51.06,41.93,22.56,56.96,45.15,7.45,50.5,2459.5,2204.5,2670.5,84.47,35.04,61.65,46.97,42.79,38.89,33.15,0.5,2.0,382.5,55.21,2044.5,1461.0,583.5,20.0,53.5,433.5,244.5,189.0,3.0,17.5,396.0,560.5,61.5,1502.5,459945.0,51.46,42.52,17.72,60.84,37.75,3.51,31.5,2343.5,2197.0,2487.5,71.63,31.75,67.25,36.69,54.35,28.67,22.67,2.0,0.5
1.0,5.0,18.0,8.0,337.5,47.26,1683.0,1319.5,363.5,16.0,32.0,294.0,214.0,80.0,2.5,7.0,226.5,233.5,35.0,1426.5,355634.5,57.84,36.67,15.47,54.35,45.0,4.56,26.5,2729.5,2338.5,3172.5,70.12,36.47,93.5,24.52,85.2,22.74,15.11,1.0,1.0,397.0,50.055,2406.0,1821.0,585.0,23.0,52.0,594.5,295.0,299.5,4.0,26.0,324.5,484.5,96.5,1512.5,504159.5,51.02,41.8,12.98,63.4,32.94,5.82,59.5,2426.5,2311.0,2616.5,85.85,23.16,54.32,48.67,37.53,35.55,33.37,1.0,1.0
1.0,5.0,6.0,3.0,415.0,50.965,2301.0,1790.0,511.0,22.5,38.5,669.5,476.5,193.0,5.5,14.5,269.5,423.0,38.0,1522.0,476537.0,48.22,38.5,18.55,57.88,45.13,7.26,32.5,2212.5,2003.0,2422.5,68.03,33.13,59.83,41.76,43.45,34.77,26.21,1.0,1.5,420.0,47.585,2311.0,1664.0,647.0,19.0,56.0,649.0,426.5,222.5,5.5,20.0,228.0,242.5,130.0,1579.5,504464.0,41.29,47.38,16.61,58.74,40.23,5.52,61.0,2278.0,2132.0,2442.5,74.61,29.84,60.68,40.68,47.19,30.8,25.66,1.5,1.0
5.0,6.0,8.0,1.0,429.5,53.455,2172.5,1732.5,440.0,21.0,40.0,351.0,223.5,127.5,2.5,11.5,309.5,322.5,26.5,1548.5,444234.5,45.03,46.01,17.11,57.11,47.3,6.58,46.0,2276.0,2233.5,2311.5,75.94,28.32,70.97,33.26,57.29,27.54,19.9,1.5,1.0,393.5,47.73,1902.5,1439.0,463.5,16.5,42.0,452.5,263.0,189.5,3.5,17.0,233.5,215.5,89.5,1508.5,421647.0,52.32,39.88,13.33,61.33,38.72,4.34,38.0,2394.5,1977.5,2739.5,76.17,35.19,56.19,51.32,40.09,31.16,37.48,1.0,1.5
1.0,5.0,7.0,4.0,476.5,52.96,2534.5,1931.5,603.0,22.0,43.5,529.0,369.0,160.0,4.0,12.0,453.0,231.5,34.5,1557.0,483700.5,44.94,43.71,18.02,56.96,38.28,7.82,54.0,2491.0,2235.5,2804.5,69.2,35.82,61.69,46.84,45.13,32.07,31.24,1.5,1.0,361.0,47.145,1952.5,1436.0,516.5,17.0,45.0,389.0,238.0,151.0,2.5,13.0,186.0,275.5,11.0,1550.5,476996.0,43.48,43.87,17.33,50.47,45.98,7.08,58.0,2398.0,2199.5,2505.0,81.66,27.75,65.83,37.63,50.17,33.51,22.06,1.0,1.5
4.0,8.0,11.0,3.0,447.5,51.515,2755.5,2136.0,619.5,25.5,57.5,639.5,419.0,220.5,4.5,20.5,478.0,329.5,41.0,1658.5,554077.5,40.52,45.45,22.86,53.59,43.07,6.85,47.5,2633.5,2570.0,2733.0,77.61,25.26,61.55,39.07,47.32,32.06,22.48,1.5,1.5,459.5,44.475,2670.5,2029.5,641.0,23.0,57.0,375.5,186.0,189.5,2.0,17.0,294.0,285.5,17.0,1605.0,537734.0,45.13,43.74,19.45,55.31,45.28,7.67,72.5,2527.0,2224.5,2781.0,70.0,31.59,63.92,36.26,48.46,29.62,22.32,1.5,1.5
5.0,9.0,6.0,6.0,440.0,51.075,2760.0,2288.0,472.0,26.5,43.0,649.5,499.5,150.0,5.5,14.5,358.0,318.0,49.5,1488.0,539106.0,53.8,39.11,16.85,58.19,38.54,4.63,48.5,2637.5,2505.5,2768.5,76.62,31.8,66.71,33.49,51.29,31.14,21.21,0.0,1.0,423.0,43.92,2673.5,2066.5,607.0,22.5,53.5,347.5,143.5,204.0,1.5,18.5,408.5,150.5,11.0,1490.5,542990.5,51.83,37.29,14.68,61.56,38.56,4.64,44.5,2624.5,2532.0,2723.0,75.63,25.1,66.03,38.72,48.7,35.34,19.44,1.0,0.0
2.0,5.0,11.0,5.0,397.5,48.235,2306.0,1758.5,547.5,22.0,49.0,505.5,330.0,175.5,4.0,16.5,315.5,393.5,30.5,1501.0,517730.5,52.35,39.59,21.28,52.93,44.92,4.46,32.0,2591.0,2401.5,2825.0,73.5,36.94,64.05,39.23,49.15,30.32,24.62,0.5,0.5,373.5,49.68,2296.0,1655.0,641.0,20.5,59.5,702.0,424.5,277.5,5.0,25.5,254.0,369.5,82.0,1503.0,516211.0,50.74,38.57,17.14,64.91,38.09,5.3,47.0,2242.0,1979.0,2440.5,80.27,28.69,60.0,41.66,46.88,29.25,26.65,0.5,0.5
3.0,6.0,7.0,2.0,402.0,51.23,2443.0,1917.0,526.0,22.5,47.5,588.5,427.0,161.5,5.0,15.0,239.0,273.0,49.5,1530.0,500183.0,46.01,44.77,15.94,60.7,44.61,3.88,54.0,2666.0,2550.5,2758.0,79.72,27.35,71.22,41.59,48.78,38.5,22.16,0.0,1.0,473.0,42.61,2559.0,1857.5,701.5,20.0,62.5,551.0,326.5,224.5,3.5,19.5,440.0,141.5,22.5,1523.0,498282.0,46.64,41.64,13.88,54.56,44.82,3.85,77.5,2226.5,2079.5,2373.0,70.2,34.71,66.92,38.59,47.15,37.29,23.3,1.0,0.0
1.0,5.0,2.0,0.0,432.0,57.14,2270.0,1771.5,498.5,24.0,45.0,514.5,342.0,172.5,4.5,15.0,337.5,487.5,104.0,1577.0,490651.0,47.92,46.11,25.47,59.71,43.56,5.91,38.0,2593.5,2362.5,2904.5,74.65,36.33,61.77,39.0,46.01,36.96,24.86,0.5,0.0,420.0,57.055,2138.5,1468.0,670.5,18.0,60.0,359.5,184.5,175.0,2.5,15.0,173.0,359.0,67.0,1622.5,501879.0,39.53,55.0,15.11,59.62,37.33,5.67,42.0,2651.5,2261.0,2950.5,76.18,29.77,61.67,39.31,39.94,41.89,19.39,0.0,0.5
2.0,4.0,6.0,5.0,444.5,53.56,2573.0,2053.0,520.0,23.0,42.5,655.5,541.5,114.0,5.5,11.0,283.0,233.5,12.5,1610.0,526827.0,47.59,46.22,21.8,60.23,43.46,4.18,44.5,2736.0,2541.5,2919.5,71.74,29.11,60.85,40.17,44.65,32.48,24.72,1.0,0.0,352.5,49.285,2209.5,1739.5,470.0,22.0,38.5,282.5,217.0,65.5,2.5,6.0,228.5,439.0,36.0,1472.0,475947.0,57.92,42.4,12.21,67.6,36.13,4.28,45.0,2799.0,2664.5,2904.0,80.44,26.7,76.37,32.1,54.06,36.84,16.87,0.0,1.0
7.0,7.0,5.0,1.0,398.5,49.77,1456.0,1180.0,276.0,13.5,25.0,212.5,149.5,63.0,2.0,5.5,207.0,163.5,41.5,1481.5,288162.5,59.89,36.52,23.68,65.58,43.95,4.28,25.5,2817.0,2843.5,2781.0,83.39,24.76,67.33,40.66,51.13,33.59,26.83,0.5,1.0,364.0,47.79,1392.0,1058.5,333.5,12.5,29.0,196.0,104.0,92.0,1.5,8.0,135.5,200.5,45.5,1515.0,296177.5,51.16,39.33,15.6,60.93,43.15,0.7,24.0,2810.0,2644.0,2835.0,67.67,32.82,72.88,29.45,55.26,32.44,15.84,1.0,0.5
4.0,8.0,8.0,3.0,399.5,50.675,2438.5,1893.0,545.5,22.0,47.0,632.0,423.5,208.5,5.0,16.5,396.5,266.5,75.5,1511.0,523268.0,48.31,44.84,18.63,61.4,41.02,7.37,53.0,2735.5,2680.5,2808.5,80.79,31.96,66.78,37.64,51.5,33.2,24.12,1.5,0.5,428.5,47.735,2593.0,1943.5,649.5,24.0,53.5,710.5,463.0,247.5,5.5,17.5,216.0,464.5,86.0,1525.5,522985.0,50.58,40.91,15.0,59.07,43.14,7.88,75.5,2495.5,2045.5,2964.5,78.58,36.74,69.55,38.66,52.54,34.81,24.43,0.5,1.5
1.0,6.0,10.0,4.0,398.0,55.49,1922.0,1495.0,427.0,18.5,42.0,391.5,258.0,133.5,4.0,13.0,296.5,238.5,97.5,1529.0,430765.5,52.02,39.09,20.27,65.4,43.92,3.97,42.0,2546.5,2499.5,2617.5,72.98,31.91,67.76,32.79,51.24,31.17,21.1,0.5,1.5,385.5,51.085,1906.0,1372.0,534.0,17.5,49.5,482.0,323.0,159.0,4.0,15.5,307.0,373.5,86.0,1470.5,417167.0,61.13,44.13,16.23,66.59,34.84,7.6,30.5,2190.5,1997.5,2334.0,79.44,25.64,60.55,42.13,42.83,35.74,29.64,1.5,0.5
4.0,9.0,8.0,6.0,386.0,52.265,2539.5,1872.0,667.5,21.0,63.0,759.0,463.0,296.0,5.0,27.5,298.0,261.0,40.5,1520.0,526768.5,54.48,40.23,19.13,65.89,39.99,4.84,51.0,2905.0,2787.0,3028.5,77.69,31.65,63.86,41.69,46.9,38.17,23.59,0.0,0.5,436.0,50.815,2660.0,2083.5,576.5,25.0,53.0,543.0,377.0,166.0,4.5,14.5,437.5,456.5,77.5,1652.0,577293.0,40.04,42.48,19.12,57.57,43.31,5.37,86.0,2626.5,2360.5,2835.0,74.4,26.48,68.71,37.39,49.58,35.45,18.45,0.5,0.0
1.0,5.0,10.0,2.0,363.5,53.965,2051.0,1574.5,476.5,20.5,41.5,340.0,197.0,143.0,3.0,13.0,231.5,371.5,101.5,1477.0,460464.5,54.33,39.7,19.57,58.22,45.65,3.75,46.0,2532.0,2466.0,2533.5,72.48,35.65,71.56,30.63,57.48,28.34,18.76,0.5,2.5,395.5,53.8,2263.0,1836.5,426.5,23.5,38.0,621.0,426.5,194.5,5.0,17.0,223.5,521.0,75.5,1508.5,479759.0,50.87,47.0,14.09,57.78,40.1,7.54,55.5,2440.5,2315.0,2594.0,76.72,24.76,53.14,50.2,38.11,36.19,31.78,2.5,0.5
2.0,5.0,12.0,0.0,322.0,57.01,1757.5,1280.5,477.0,16.0,43.0,271.0,181.0,90.0,2.5,8.0,172.0,275.0,39.5,1408.0,444821.5,62.27,37.53,14.69,63.01,40.26,4.21,47.0,2081.0,2081.0,2094.5,76.32,27.25,73.02,33.23,56.27,30.06,21.94,0.0,0.0,362.5,54.025000000000006,1960.5,1404.5,556.0,19.5,50.5,531.0,315.0,216.0,4.0,20.5,235.0,539.0,87.5,1437.0,452273.0,54.57,39.77,13.18,60.82,39.29,3.78,31.0,2472.5,2160.0,2685.5,78.32,29.5,54.99,50.44,40.66,33.58,33.78,0.0,0.0
2.0,8.0,8.0,6.0,402.0,51.605,2173.5,1698.5,475.0,20.0,43.5,492.5,323.5,169.0,3.5,15.5,345.0,225.0,15.5,1502.0,461027.5,50.96,41.88,15.5,63.39,43.52,3.48,42.5,2766.5,2642.5,2932.5,73.92,32.51,63.58,44.01,48.86,32.36,28.2,0.5,1.0,393.0,47.98,2081.5,1478.5,603.0,18.5,56.0,390.0,198.0,192.0,2.0,18.5,151.5,390.5,1.5,1434.5,443214.5,55.64,39.91,10.44,62.43,35.84,6.97,53.0,2298.5,2003.5,2574.5,72.23,27.92,66.69,36.2,52.7,27.18,20.58,1.0,0.5
1.0,4.0,8.0,4.0,385.0,55.33,2154.5,1690.5,464.0,21.5,42.0,464.5,350.5,114.0,4.0,9.5,167.5,421.5,15.0,1456.0,455334.0,59.86,42.75,14.51,60.04,44.39,6.34,47.0,2553.0,2416.0,2690.0,69.13,37.65,73.45,29.44,56.27,36.01,17.49,0.5,1.0,414.5,50.965,2286.0,1647.5,638.5,19.0,55.0,508.5,261.0,247.5,3.0,19.0,268.0,290.0,50.5,1483.5,465871.5,50.88,40.92,12.18,64.43,39.48,8.83,25.5,2710.0,2628.5,2810.0,83.12,16.9,61.08,42.79,44.74,36.19,25.23,1.0,0.5
1.0,5.0,5.0,2.0,387.5,53.53,2117.0,1682.0,435.0,22.5,37.0,514.5,322.0,192.5,4.0,17.5,213.0,456.5,84.0,1509.0,476249.0,52.95,39.46,18.11,58.09,41.2,2.61,47.5,2471.0,2299.5,2679.5,74.05,27.88,60.06,39.98,43.45,35.79,22.27,1.0,0.5,363.5,51.245,2037.0,1383.0,654.0,17.0,58.5,612.0,390.0,222.0,4.5,19.5,154.5,324.0,47.0,1522.0,477144.0,46.84,45.48,10.33,56.98,42.22,2.78,71.0,2485.5,2248.0,2680.0,73.11,27.1,62.29,40.86,47.37,31.78,24.84,0.5,1.0
2.0,9.0,9.0,4.0,402.0,53.67,2248.5,1708.5,540.0,22.0,47.0,700.5,462.5,238.0,5.5,21.0,408.0,432.0,98.5,1484.0,481121.0,58.89,39.32,21.62,65.19,38.37,6.33,43.0,2715.5,2505.0,2897.5,73.06,27.25,52.61,47.46,35.65,41.9,31.69,1.0,1.0,383.5,50.205,2200.5,1818.5,382.0,22.5,33.0,298.0,223.5,74.5,2.5,6.5,363.5,435.0,26.0,1502.0,487131.0,53.62,41.65,17.5,60.53,40.67,6.26,28.5,2434.5,2264.5,2600.5,81.07,38.37,76.18,33.91,62.42,31.85,19.41,1.0,1.0
2.0,3.0,6.0,3.0,350.5,51.145,2150.5,1635.0,515.5,19.5,43.0,513.5,284.5,229.0,3.0,18.0,340.0,271.5,23.5,1462.5,482044.0,62.66,42.55,17.62,55.9,41.23,3.54,47.5,2589.0,2482.0,2705.0,75.68,29.45,55.48,44.95,43.2,37.17,29.38,0.0,1.0,421.5,51.565,2459.5,1884.0,575.5,24.5,52.0,405.5,293.0,112.5,4.0,10.0,254.0,595.5,112.5,1494.5,497132.5,49.97,43.47,11.95,57.65,38.95,6.19,57.5,2530.0,2328.5,2685.5,75.45,28.8,75.7,31.87,61.96,35.19,17.15,1.0,0.0
2.0,9.0,6.0,3.0,389.5,50.14,2265.0,1798.0,467.0,20.5,41.5,535.0,391.0,144.0,4.5,13.0,238.5,202.0,67.0,1501.0,506927.0,51.91,42.53,15.71,61.48,46.35,2.11,44.5,2312.0,2133.5,2451.5,69.49,30.59,66.33,35.46,49.78,31.43,22.31,1.0,1.0,403.0,53.510000000000005,2431.0,1878.5,552.5,22.0,50.0,504.5,328.5,176.0,4.0,15.0,297.5,358.0,74.5,1489.5,502103.0,58.44,44.29,15.42,66.33,41.04,2.95,49.0,2363.0,2369.5,2335.5,84.62,22.42,69.81,43.87,46.5,38.75,25.7,1.0,1.0
9.0,11.0,8.0,4.0,376.0,51.18,2218.5,1752.0,466.5,21.5,41.5,438.0,290.0,148.0,3.5,13.0,182.0,380.0,63.0,1476.0,489344.0,64.83,41.9,16.89,65.91,45.99,4.73,32.0,2745.0,2874.0,2649.0,83.49,23.37,64.75,39.89,47.37,35.22,22.81,0.0,3.0,451.5,45.27,2716.0,2106.0,610.0,24.0,54.5,487.5,306.5,181.0,3.5,17.0,507.5,300.5,45.5,1626.5,552697.5,43.38,38.01,21.08,58.43,43.09,3.51,36.5,2618.0,2158.5,2899.5,67.86,39.99,71.28,36.26,53.34,30.53,23.51,3.0,0.0
4.0,8.0,11.0,2.0,394.5,47.915,2249.0,1706.0,543.0,20.0,47.0,349.0,191.5,157.5,2.0,14.5,233.5,259.5,11.5,1486.5,494112.0,51.66,41.39,15.14,64.71,45.71,3.83,48.0,2646.0,2521.0,2788.0,73.71,28.07,72.05,29.88,56.97,26.16,19.48,1.5,0.5,365.5,51.645,2095.5,1569.5,526.0,19.0,46.5,545.5,347.0,198.5,4.0,17.5,221.5,339.5,56.0,1412.0,457614.0,56.28,41.14,7.52,63.79,40.23,5.21,58.5,2426.5,2191.5,2657.5,81.42,28.75,61.41,47.49,48.87,37.06,29.7,0.5,1.5
2.0,6.0,6.0,3.0,392.5,51.165,2251.5,1764.0,487.5,21.5,43.0,501.5,288.0,213.5,3.5,19.0,285.0,294.5,71.0,1522.0,500674.0,52.87,40.35,19.65,62.53,39.09,4.17,50.0,2686.5,2416.5,2935.5,77.42,30.11,60.08,48.03,46.14,36.21,28.01,0.5,0.0,370.5,51.375,2161.0,1670.5,490.5,19.5,44.5,385.5,247.5,138.0,3.0,12.5,177.0,299.5,54.5,1520.5,498236.5,47.56,43.24,14.04,58.23,39.53,4.03,62.5,2460.5,2373.0,2539.5,72.64,28.77,68.98,31.83,53.92,28.45,19.57,0.0,0.5
5.0,11.0,7.0,3.0,405.5,54.625,2504.0,1956.0,548.0,25.5,48.0,503.5,306.5,197.0,4.5,17.0,485.5,451.0,60.0,1569.0,540092.5,56.16,36.7,27.34,65.67,38.74,3.97,44.0,2762.5,2703.0,2863.5,76.63,23.42,67.85,41.62,45.33,40.92,27.66,1.5,0.0,350.5,49.735,2029.0,1520.0,509.0,20.0,46.0,248.5,90.0,158.5,1.5,14.5,541.0,498.5,65.5,1519.5,511482.5,48.6,40.94,13.69,64.22,35.85,3.53,44.0,2602.5,2328.5,2800.5,74.91,31.61,69.82,32.07,55.35,30.71,19.1,0.0,1.5
4.0,7.0,3.0,1.0,402.5,50.695,1975.5,1542.5,433.0,18.5,40.5,438.0,326.0,112.0,3.5,10.0,315.0,303.5,18.0,1517.5,436097.0,52.37,41.6,17.64,57.84,41.34,3.5,38.0,2801.5,2623.0,3144.0,83.83,26.52,75.65,37.17,58.17,35.41,17.91,1.5,1.5,395.5,54.855,1968.5,1462.0,506.5,18.0,44.0,522.5,385.5,137.0,4.5,13.0,363.5,355.5,72.0,1573.5,450816.0,40.37,46.12,16.56,62.89,35.88,5.51,31.5,2479.5,2309.5,2601.0,77.21,34.58,64.27,46.22,43.45,36.98,30.14,1.5,1.5
4.0,9.0,5.0,2.0,388.0,50.04,2337.5,1825.5,512.0,22.5,42.0,552.5,417.0,135.5,5.5,12.0,266.0,320.5,135.0,1494.0,503655.0,57.2,39.35,18.32,61.93,44.7,5.15,37.0,2882.0,2632.0,3158.5,75.55,27.34,64.22,43.63,48.28,32.28,27.1,0.0,0.0,447.5,51.260000000000005,2730.5,2073.0,657.5,22.5,54.0,366.5,253.0,113.5,3.0,9.5,306.5,193.5,46.0,1512.0,507414.5,51.21,38.04,15.39,53.94,45.39,6.46,74.5,2707.0,2515.0,2796.5,74.71,29.13,74.79,32.53,57.23,30.72,19.33,0.0,0.0
1.0,5.0,9.0,3.0,395.0,51.85,2155.0,1601.5,553.5,19.5,44.5,539.0,391.0,148.0,4.5,13.0,233.0,303.5,53.0,1532.5,494954.5,46.27,46.75,16.56,60.09,38.94,4.57,57.5,2487.0,2279.5,2630.5,80.64,38.98,77.63,32.75,60.83,32.94,18.91,0.5,1.0,471.5,50.22,2664.5,2073.0,591.5,24.5,48.0,719.0,504.0,215.0,5.5,19.0,381.0,388.5,45.0,1628.5,527974.0,40.13,43.19,21.43,58.1,41.74,4.66,81.0,2398.0,2234.5,2612.0,73.77,26.45,54.58,47.68,38.0,35.33,29.7,1.0,0.5
3.0,5.0,5.0,0.0,353.5,55.905,1902.5,1474.0,428.5,18.5,39.5,296.5,223.5,73.0,2.5,7.0,225.0,373.0,31.0,1378.0,434095.0,60.94,34.97,11.34,63.4,42.15,2.45,47.0,2570.5,2502.5,2682.5,79.47,25.21,76.16,29.21,61.02,27.18,16.82,0.5,1.0,347.5,48.0,1967.5,1418.5,549.0,17.5,48.0,631.5,405.5,226.0,5.0,19.5,165.5,334.5,93.5,1449.5,456310.5,58.42,41.56,13.94,59.86,41.16,6.71,42.0,2362.0,2089.5,2513.0,75.27,27.47,54.31,50.86,37.17,32.55,32.04,1.0,0.5
